segment_id,booking_id,flight_number,origin_airport,destination_airport,scheduled_departure,actual_departure,status
13867,BKG00005064,GA250,BDO,SUB,2023-11-28 14:59:03,2023-11-28 15:33:03,Flown
13868,BKG00000321,GA799,NRT,MDC,2023-12-02 11:25:36,2023-12-02 13:40:36,Flown
13869,BKG00001928,GA281,SUB,UPG,2023-10-26 00:41:31,2023-10-26 03:16:31,Flown
13870,BKG00007681,GA394,UPG,SIN,2025-02-11 15:21:38,2025-02-11 15:35:38,Flown
13871,BKG00011288,GA539,NRT,BKK,2023-06-18 21:23:28,2023-06-19 00:18:28,Flown
13872,BKG00000248,GA310,LHR,DXB,2026-01-09 09:04:21,2026-01-09 10:41:21,Flown
13873,BKG00006642,GA187,PLM,HKG,2023-11-11 00:03:57,2023-11-11 01:39:57,Cancelled
13874,BKG00002120,GA268,BDO,UPG,2024-08-24 22:53:15,2024-08-25 00:24:15,Flown
13875,BKG00005028,GA893,BDO,SYD,2024-11-14 00:50:55,2024-11-14 01:11:55,Flown
13876,BKG00012162,GA259,DXB,DPS,2024-04-12 19:21:21,2024-04-12 21:46:21,Flown
13877,BKG00007252,GA203,BDO,SIN,2023-06-13 20:38:20,2023-06-13 22:03:20,Flown
13878,BKG00012864,GA460,BKK,DXB,2026-01-12 07:27:19,2026-01-12 09:52:19,Flown
13879,BKG00000776,GA183,SIN,NRT,2025-11-11 17:14:34,2025-11-11 19:35:34,No-Show
13880,BKG00010461,GA156,MDC,NRT,2025-02-07 06:02:03,2025-02-07 07:21:03,Flown
13881,BKG00004517,GA801,KUL,SYD,2024-11-19 07:06:30,2024-11-19 08:37:30,Flown
13882,BKG00012784,GA972,SYD,DPS,2024-07-08 06:04:25,2024-07-08 06:43:25,Flown
13883,BKG00005924,GA514,SUB,UPG,2024-03-19 05:17:51,2024-03-19 08:10:51,Flown
13884,BKG00004961,GA231,SIN,KUL,2023-10-18 18:28:08,2023-10-18 18:36:08,Flown
13885,BKG00000773,GA589,LHR,SIN,2025-04-28 03:26:22,2025-04-28 04:12:22,Flown
13886,BKG00006883,GA712,SIN,UPG,2024-10-01 14:39:56,2024-10-01 15:01:56,Flown
13887,BKG00004925,GA457,BKK,MDC,2024-05-22 12:44:18,2024-05-22 13:40:18,Cancelled
13888,BKG00001390,GA989,MDC,SIN,2026-05-20 16:49:08,2026-05-20 19:46:08,Flown
13889,BKG00001350,GA129,SUB,UPG,2023-07-27 14:22:11,2023-07-27 16:31:11,Flown
13890,BKG00014461,GA214,BDO,SYD,2024-10-28 19:47:02,2024-10-28 21:05:02,Flown
13891,BKG00010324,GA442,MDC,BDO,2026-02-07 11:39:53,2026-02-07 11:48:53,Flown
13892,BKG00012651,GA395,SUB,MDC,2025-07-03 03:16:51,2025-07-03 03:57:51,Flown
13893,BKG00012970,GA964,DPS,LHR,2025-06-29 17:59:12,2025-06-29 20:16:12,Flown
13894,BKG00009796,GA271,UPG,DPS,2025-01-09 08:34:17,2025-01-09 10:42:17,Flown
13895,BKG00000354,GA977,BDO,SUB,2025-12-15 09:11:41,2025-12-15 10:50:41,Flown
13896,BKG00001446,GA835,SIN,DXB,2025-09-27 12:23:31,2025-09-27 13:19:31,Flown
13897,BKG00008573,GA770,SIN,DPS,2024-12-22 05:12:30,2024-12-22 05:59:30,Cancelled
13898,BKG00002715,GA657,BKK,BDO,2023-07-16 03:53:28,2023-07-16 04:57:28,Flown
13899,BKG00009343,GA854,NRT,KUL,2026-03-05 05:06:31,2026-03-05 05:31:31,No-Show
13900,BKG00013703,GA801,MDC,SYD,2023-08-08 22:31:18,2023-08-08 22:25:18,Flown
13901,BKG00002453,GA884,NRT,UPG,2026-04-28 22:22:22,2026-04-29 01:09:22,Flown
13902,BKG00000198,GA352,SIN,SYD,2023-07-10 00:42:26,2023-07-10 00:52:26,Flown
13903,BKG00000538,GA492,UPG,DPS,2025-05-10 08:35:13,2025-05-10 08:56:13,Flown
13904,BKG00003778,GA710,SYD,BKK,2024-04-03 12:33:25,2024-04-03 12:31:25,Flown
13905,BKG00006644,GA949,BKK,BDO,2024-11-29 22:28:02,2024-11-30 00:56:02,Flown
13906,BKG00004634,GA395,MDC,LHR,2026-01-11 10:48:36,2026-01-11 12:55:36,Flown
13907,BKG00005130,GA420,HKG,CGK,2023-07-02 11:18:19,2023-07-02 14:09:19,Flown
13908,BKG00010343,GA349,HKG,BKK,2023-07-03 14:14:53,2023-07-03 17:13:53,Flown
13909,BKG00005629,GA119,SUB,SIN,2025-05-27 21:31:49,2025-05-27 23:19:49,Flown
13910,BKG00014577,GA185,DXB,BDO,2024-09-08 01:02:44,2024-09-08 02:36:44,Flown
13911,BKG00009098,GA571,DXB,PLM,2023-08-15 22:23:30,2023-08-15 23:24:30,Flown
13912,BKG00002221,GA787,UPG,SYD,2023-11-20 23:31:38,2023-11-21 00:16:38,Flown
13913,BKG00013274,GA353,BKK,DPS,2026-02-08 23:20:48,2026-02-09 02:13:48,No-Show
13914,BKG00012056,GA713,KUL,DXB,2024-01-24 01:38:28,2024-01-24 04:16:28,Flown
13915,BKG00012184,GA119,DXB,BDO,2024-05-13 05:26:28,2024-05-13 05:19:28,Flown
13916,BKG00006704,GA318,LHR,CGK,2025-03-15 10:17:37,2025-03-15 11:24:37,Flown
13917,BKG00004479,GA446,SIN,SUB,2025-01-11 00:00:23,2025-01-11 02:45:23,Flown
13918,BKG00010307,GA692,LHR,SIN,2025-01-05 15:28:46,2025-01-05 17:28:46,Flown
13919,BKG00006990,GA568,DPS,DXB,2024-09-04 08:19:21,2024-09-04 08:21:21,Flown
13920,BKG00012744,GA178,BDO,CGK,2025-11-14 00:52:26,2025-11-14 01:52:26,Flown
13921,BKG00002092,GA270,DPS,SIN,2024-01-20 11:27:14,2024-01-20 13:52:14,Flown
13922,BKG00013116,GA724,BDO,PLM,2025-04-30 10:40:32,2025-04-30 11:18:32,Flown
13923,BKG00013134,GA459,LHR,SUB,2024-11-04 18:02:39,2024-11-04 20:44:39,Flown
13924,BKG00007723,GA821,CGK,KUL,2025-08-21 07:31:18,2025-08-21 10:02:18,Cancelled
13925,BKG00001662,GA266,NRT,PLM,2024-02-17 17:10:44,2024-02-17 17:54:44,Flown
13926,BKG00013784,GA641,DPS,SIN,2023-08-05 09:51:49,2023-08-05 10:23:49,Flown
13927,BKG00007335,GA425,LHR,SIN,2025-02-26 16:16:58,2025-02-26 17:06:58,No-Show
13928,BKG00004424,GA519,PLM,BKK,2024-06-06 00:24:53,2024-06-06 03:12:53,Flown
13929,BKG00001369,GA831,PLM,DPS,2025-01-11 22:22:05,2025-01-11 23:43:05,Flown
13930,BKG00002387,GA399,KUL,NRT,2025-03-05 03:32:35,2025-03-05 03:36:35,Flown
13931,BKG00006920,GA263,HKG,NRT,2023-09-25 23:20:57,2023-09-25 23:29:57,Flown
13932,BKG00007561,GA875,DXB,MDC,2025-07-05 11:48:53,2025-07-05 12:15:53,Flown
13933,BKG00002059,GA660,BDO,HKG,2023-09-21 15:38:46,2023-09-21 16:18:46,Flown
13934,BKG00006416,GA521,CGK,DXB,2025-07-21 06:12:47,2025-07-21 07:11:47,Flown
13935,BKG00008303,GA826,DXB,DPS,2025-04-20 12:40:17,2025-04-20 15:37:17,Flown
13936,BKG00003769,GA225,BKK,CGK,2025-07-30 21:09:25,2025-07-30 21:36:25,Flown
13937,BKG00011528,GA572,BKK,BDO,2025-10-28 06:56:55,2025-10-28 07:10:55,Flown
13938,BKG00007755,GA834,NRT,PLM,2024-07-06 11:54:53,2024-07-06 13:19:53,Diverted
13939,BKG00006511,GA261,DPS,UPG,2025-01-10 01:38:57,2025-01-10 01:49:57,Flown
13940,BKG00008749,GA772,HKG,DPS,2024-11-14 04:06:51,2024-11-14 06:35:51,Flown
13941,BKG00005531,GA893,NRT,DPS,2024-02-16 17:32:34,2024-02-16 18:24:34,Flown
13942,BKG00012547,GA878,DXB,BDO,2025-11-04 14:55:16,2025-11-04 15:19:16,Flown
13943,BKG00001134,GA707,KUL,NRT,2025-11-28 22:36:45,2025-11-28 22:43:45,Flown
13944,BKG00000373,GA602,SIN,LHR,2023-06-26 13:37:35,2023-06-26 14:53:35,Flown
13945,BKG00008311,GA476,KUL,LHR,2024-08-29 03:32:15,2024-08-29 03:26:15,Flown
13946,BKG00006015,GA945,BKK,SIN,2024-04-18 11:29:43,2024-04-18 12:19:43,No-Show
13947,BKG00002280,GA821,KUL,DXB,2025-03-15 02:06:10,2025-03-15 04:46:10,Flown
13948,BKG00007124,GA590,UPG,NRT,2025-04-13 09:00:06,2025-04-13 09:17:06,Flown
13949,BKG00011278,GA169,BKK,NRT,2025-10-05 09:24:59,2025-10-05 11:22:59,Flown
13950,BKG00000633,GA442,NRT,BKK,2023-12-22 23:50:41,2023-12-23 00:48:41,Flown
13951,BKG00002071,GA430,DXB,SIN,2023-08-22 06:23:57,2023-08-22 06:59:57,Flown
13952,BKG00006412,GA555,UPG,DPS,2025-01-30 03:25:23,2025-01-30 04:06:23,Flown
13953,BKG00008300,GA995,SYD,NRT,2023-10-02 16:53:27,2023-10-02 19:46:27,Flown
13954,BKG00000580,GA764,BDO,PLM,2025-04-25 00:14:22,2025-04-25 00:47:22,Flown
13955,BKG00011626,GA914,LHR,UPG,2024-10-08 09:49:30,2024-10-08 12:47:30,Flown
13956,BKG00009505,GA881,BKK,LHR,2025-02-08 20:46:05,2025-02-08 22:32:05,Flown
13957,BKG00000218,GA213,DXB,SIN,2026-02-24 00:34:05,2026-02-24 02:11:05,Flown
13958,BKG00002460,GA656,CGK,BKK,2025-10-30 01:42:30,2025-10-30 03:05:30,Flown
13959,BKG00006306,GA751,NRT,LHR,2025-08-24 15:52:49,2025-08-24 16:55:49,Flown
13960,BKG00012019,GA167,UPG,CGK,2025-05-16 03:29:17,2025-05-16 03:55:17,Flown
13961,BKG00004519,GA740,PLM,DXB,2025-08-16 06:38:43,2025-08-16 06:46:43,Flown
13962,BKG00013191,GA123,DXB,NRT,2025-03-07 15:48:22,2025-03-07 17:38:22,Cancelled
13963,BKG00006321,GA707,SUB,MDC,2024-03-30 19:07:21,2024-03-30 20:31:21,Flown
13964,BKG00010238,GA536,DPS,DXB,2025-02-06 23:47:44,2025-02-07 00:57:44,Flown
13965,BKG00001896,GA907,SUB,KUL,2025-04-07 10:59:01,2025-04-07 12:34:01,Flown
13966,BKG00008502,GA338,UPG,SUB,2023-07-31 20:59:41,2023-07-31 21:56:41,Flown
13967,BKG00001380,GA944,SIN,DXB,2025-05-01 06:37:53,2025-05-01 08:36:53,Flown
13968,BKG00000968,GA949,NRT,DPS,2024-01-13 11:58:23,2024-01-13 13:34:23,Flown
13969,BKG00000768,GA329,UPG,HKG,2024-09-19 06:14:56,2024-09-19 06:12:56,Flown
13970,BKG00007364,GA739,BKK,SUB,2023-11-24 17:35:21,2023-11-24 17:35:21,Flown
13971,BKG00007319,GA731,UPG,BDO,2024-03-15 01:14:37,2024-03-15 02:40:37,Cancelled
13972,BKG00007146,GA183,BDO,SYD,2026-02-26 04:18:57,2026-02-26 06:44:57,Flown
13973,BKG00008855,GA986,SIN,NRT,2024-03-13 21:27:25,2024-03-13 23:16:25,Cancelled
13974,BKG00012649,GA850,HKG,UPG,2024-09-04 14:07:05,2024-09-04 15:47:05,Flown
13975,BKG00004063,GA109,CGK,MDC,2026-03-20 02:28:39,2026-03-20 03:21:39,Cancelled
13976,BKG00007910,GA676,BDO,DPS,2024-06-27 16:29:31,2024-06-27 16:39:31,Flown
13977,BKG00003396,GA836,BDO,NRT,2026-02-26 17:38:20,2026-02-26 19:47:20,Flown
13978,BKG00014209,GA594,CGK,KUL,2024-11-09 08:12:55,2024-11-09 10:45:55,Flown
13979,BKG00010824,GA229,NRT,UPG,2024-04-01 20:37:30,2024-04-01 22:38:30,Flown
13980,BKG00012151,GA135,DPS,PLM,2025-05-24 01:28:14,2025-05-24 03:24:14,Flown
13981,BKG00009154,GA122,PLM,DXB,2025-02-25 05:28:01,2025-02-25 06:48:01,Flown
13982,BKG00010839,GA667,SUB,KUL,2023-08-19 23:45:20,2023-08-20 00:54:20,Flown
13983,BKG00005549,GA994,KUL,SIN,2025-05-28 14:32:23,2025-05-28 16:36:23,Flown
13984,BKG00006478,GA575,KUL,NRT,2025-05-26 21:44:11,2025-05-26 21:45:11,No-Show
13985,BKG00012898,GA953,LHR,BKK,2024-10-18 05:00:35,2024-10-18 05:24:35,Flown
13986,BKG00006875,GA520,KUL,SUB,2024-10-04 06:08:04,2024-10-04 08:33:04,Flown
13987,BKG00002395,GA345,NRT,DPS,2025-03-14 05:56:51,2025-03-14 08:19:51,Flown
13988,BKG00002787,GA292,SUB,DXB,2024-01-11 14:25:38,2024-01-11 14:59:38,Diverted
13989,BKG00010177,GA582,PLM,MDC,2024-02-17 10:36:00,2024-02-17 10:40:00,Flown
13990,BKG00009724,GA131,BDO,HKG,2026-01-18 00:29:18,2026-01-18 02:23:18,Flown
13991,BKG00000696,GA847,MDC,BKK,2024-02-25 02:38:24,2024-02-25 05:38:24,Flown
13992,BKG00003356,GA971,SUB,KUL,2024-04-14 08:21:07,2024-04-14 09:09:07,Cancelled
13993,BKG00008440,GA783,SUB,DPS,2025-06-03 01:37:21,2025-06-03 03:53:21,Flown
13994,BKG00011898,GA758,MDC,DPS,2024-12-15 17:41:26,2024-12-15 18:48:26,Flown
13995,BKG00003649,GA545,NRT,HKG,2026-02-26 09:57:58,2026-02-26 10:24:58,Flown
13996,BKG00001128,GA250,KUL,LHR,2024-02-15 20:16:55,2024-02-15 20:58:55,Flown
13997,BKG00011086,GA697,DPS,NRT,2025-04-15 01:24:27,2025-04-15 04:20:27,Flown
13998,BKG00002309,GA112,KUL,MDC,2025-06-01 14:05:42,2025-06-01 16:50:42,Flown
13999,BKG00013436,GA311,DXB,CGK,2026-01-03 11:50:09,2026-01-03 13:52:09,Flown
14000,BKG00004198,GA644,UPG,KUL,2025-04-15 14:34:08,2025-04-15 15:37:08,Flown
14001,BKG00009067,GA330,BKK,NRT,2024-09-26 02:20:53,2024-09-26 03:58:53,No-Show
14002,BKG00009389,GA901,SYD,BKK,2025-08-18 15:59:06,2025-08-18 16:32:06,Flown
14003,BKG00011619,GA297,NRT,SIN,2025-08-04 06:57:05,2025-08-04 07:17:05,Flown
14004,BKG00009083,GA204,NRT,UPG,2025-05-23 19:28:25,2025-05-23 21:27:25,Flown
14005,BKG00011623,GA893,UPG,LHR,2023-06-05 02:00:27,2023-06-05 04:03:27,Flown
14006,BKG00004324,GA802,DPS,LHR,2025-03-28 21:11:26,2025-03-28 21:55:26,Flown
14007,BKG00003521,GA645,DPS,LHR,2024-08-04 17:02:55,2024-08-04 20:02:55,Flown
14008,BKG00001007,GA926,PLM,DXB,2024-09-19 04:48:46,2024-09-19 06:41:46,Flown
14009,BKG00004135,GA835,PLM,HKG,2025-12-17 23:01:59,2025-12-17 22:56:59,Flown
14010,BKG00006013,GA580,CGK,PLM,2023-09-16 04:48:12,2023-09-16 04:47:12,Flown
14011,BKG00008218,GA380,SUB,LHR,2024-05-20 17:40:09,2024-05-20 19:14:09,Flown
14012,BKG00001234,GA356,SIN,NRT,2024-02-05 16:51:01,2024-02-05 17:44:01,Cancelled
14013,BKG00014411,GA271,LHR,DXB,2023-08-17 04:23:39,2023-08-17 06:35:39,Flown
14014,BKG00000883,GA539,SIN,LHR,2026-03-11 17:31:28,2026-03-11 20:15:28,Flown
14015,BKG00000406,GA321,MDC,DPS,2023-12-21 02:41:39,2023-12-21 02:38:39,Flown
14016,BKG00012793,GA162,DXB,BDO,2024-05-01 10:29:33,2024-05-01 10:55:33,Flown
14017,BKG00012559,GA384,HKG,DXB,2025-06-23 04:53:46,2025-06-23 05:08:46,Flown
14018,BKG00001309,GA453,SYD,CGK,2026-05-20 08:49:30,2026-05-20 11:01:30,Flown
14019,BKG00013138,GA677,HKG,BKK,2024-10-05 15:44:18,2024-10-05 16:29:18,Flown
14020,BKG00002666,GA862,CGK,HKG,2026-02-13 08:52:20,2026-02-13 09:25:20,Flown
14021,BKG00004988,GA361,SUB,KUL,2024-12-21 19:02:52,2024-12-21 19:35:52,Flown
14022,BKG00012018,GA349,MDC,DPS,2025-08-17 21:25:37,2025-08-18 00:04:37,Flown
14023,BKG00002780,GA558,LHR,HKG,2025-04-20 13:52:13,2025-04-20 16:21:13,Flown
14024,BKG00000837,GA453,DXB,PLM,2025-01-24 11:17:03,2025-01-24 11:16:03,Cancelled
14025,BKG00000289,GA471,MDC,CGK,2025-05-05 19:02:07,2025-05-05 22:01:07,Flown
14026,BKG00011025,GA157,HKG,PLM,2025-01-14 14:37:07,2025-01-14 15:26:07,Flown
14027,BKG00012440,GA426,KUL,LHR,2023-06-15 13:04:55,2023-06-15 15:53:55,Flown
14028,BKG00014302,GA691,BKK,HKG,2023-11-18 13:15:15,2023-11-18 13:39:15,Flown
14029,BKG00012870,GA440,SUB,CGK,2025-04-18 10:04:51,2025-04-18 12:53:51,Flown
14030,BKG00010762,GA880,LHR,PLM,2024-02-14 04:15:46,2024-02-14 07:00:46,Flown
14031,BKG00009170,GA150,DXB,SIN,2026-01-23 13:14:03,2026-01-23 15:21:03,Flown
14032,BKG00009322,GA191,DXB,BDO,2026-05-16 08:48:00,2026-05-16 09:22:00,Flown
14033,BKG00004334,GA262,NRT,SIN,2023-09-16 13:54:31,2023-09-16 14:37:31,Flown
14034,BKG00007858,GA605,SYD,CGK,2026-01-04 17:38:45,2026-01-04 18:23:45,Flown
14035,BKG00005869,GA190,MDC,DPS,2025-09-16 12:29:01,2025-09-16 14:45:01,Flown
14036,BKG00010930,GA520,CGK,SYD,2024-01-19 05:26:05,2024-01-19 07:17:05,Flown
14037,BKG00009392,GA476,NRT,SIN,2023-09-13 15:20:51,2023-09-13 16:39:51,Flown
14038,BKG00010913,GA346,CGK,BDO,2025-10-25 16:30:20,2025-10-25 18:34:20,Cancelled
14039,BKG00006957,GA295,SUB,PLM,2025-07-11 19:32:03,2025-07-11 22:03:03,Flown
14040,BKG00003990,GA787,NRT,MDC,2024-04-05 16:21:04,2024-04-05 18:04:04,Flown
14041,BKG00014658,GA546,DPS,SYD,2026-01-04 08:01:57,2026-01-04 09:34:57,Flown
14042,BKG00000649,GA594,HKG,DXB,2025-04-02 11:35:02,2025-04-02 13:57:02,Cancelled
14043,BKG00013962,GA218,PLM,LHR,2023-12-11 13:24:13,2023-12-11 14:02:13,No-Show
14044,BKG00002040,GA772,HKG,PLM,2023-10-06 15:44:24,2023-10-06 17:42:24,Flown
14045,BKG00010916,GA392,NRT,UPG,2025-03-29 10:07:17,2025-03-29 11:01:17,Flown
14046,BKG00010869,GA458,UPG,SYD,2024-11-04 21:33:03,2024-11-04 22:31:03,Flown
14047,BKG00012699,GA861,DXB,HKG,2025-07-09 14:45:33,2025-07-09 17:15:33,Flown
14048,BKG00013475,GA742,NRT,MDC,2025-02-28 17:39:17,2025-02-28 19:21:17,Flown
14049,BKG00003720,GA209,UPG,SIN,2025-07-16 04:16:32,2025-07-16 06:28:32,Flown
14050,BKG00005725,GA922,SIN,SUB,2025-08-04 11:52:57,2025-08-04 12:18:57,Flown
14051,BKG00005706,GA334,LHR,BDO,2026-01-14 17:59:14,2026-01-14 19:37:14,Flown
14052,BKG00014085,GA145,NRT,UPG,2025-07-26 03:11:00,2025-07-26 04:08:00,Flown
14053,BKG00014357,GA220,SYD,MDC,2025-10-10 01:14:53,2025-10-10 01:06:53,Flown
14054,BKG00010942,GA830,DXB,DPS,2026-03-16 08:22:40,2026-03-16 11:12:40,Flown
14055,BKG00009511,GA838,CGK,BKK,2024-04-16 01:40:12,2024-04-16 04:36:12,Flown
14056,BKG00000750,GA557,CGK,DXB,2026-04-17 08:40:54,2026-04-17 11:35:54,Flown
14057,BKG00012721,GA775,DPS,BDO,2026-03-30 23:09:47,2026-03-31 00:17:47,Flown
14058,BKG00014324,GA576,PLM,SUB,2024-05-02 06:38:28,2024-05-02 08:25:28,Flown
14059,BKG00006876,GA478,UPG,PLM,2025-04-19 16:28:44,2025-04-19 18:34:44,Flown
14060,BKG00010344,GA358,NRT,DPS,2024-12-03 00:03:58,2024-12-03 00:58:58,Flown
14061,BKG00000466,GA702,CGK,MDC,2025-04-20 00:58:03,2025-04-20 02:31:03,Flown
14062,BKG00004419,GA639,LHR,MDC,2025-01-29 02:56:22,2025-01-29 02:47:22,Cancelled
14063,BKG00004105,GA585,SUB,UPG,2026-01-20 23:18:24,2026-01-21 00:00:24,Flown
14064,BKG00009176,GA878,UPG,KUL,2023-09-25 11:55:48,2023-09-25 12:56:48,Flown
14065,BKG00008340,GA668,UPG,HKG,2023-11-10 09:04:30,2023-11-10 09:23:30,Flown
14066,BKG00012789,GA575,NRT,SIN,2025-08-18 23:09:19,2025-08-19 00:09:19,Flown
14067,BKG00011441,GA561,BKK,DPS,2024-02-17 02:08:51,2024-02-17 03:49:51,Flown
14068,BKG00000794,GA638,MDC,DPS,2026-01-23 10:00:52,2026-01-23 12:29:52,Flown
14069,BKG00004258,GA221,NRT,KUL,2023-09-27 15:56:12,2023-09-27 18:51:12,Flown
14070,BKG00001242,GA843,LHR,BDO,2026-04-13 15:53:09,2026-04-13 17:45:09,Diverted
14071,BKG00002768,GA412,SYD,MDC,2023-06-05 17:18:47,2023-06-05 18:26:47,Flown
14072,BKG00008999,GA643,CGK,LHR,2026-03-25 12:25:52,2026-03-25 13:50:52,Flown
14073,BKG00013767,GA664,KUL,DPS,2024-10-27 07:58:20,2024-10-27 09:58:20,Flown
14074,BKG00000289,GA944,DPS,BDO,2026-01-06 17:58:40,2026-01-06 20:11:40,Flown
14075,BKG00010833,GA517,HKG,BDO,2025-07-04 18:59:58,2025-07-04 20:29:58,Flown
14076,BKG00011203,GA126,PLM,BKK,2025-07-21 10:36:21,2025-07-21 11:40:21,Flown
14077,BKG00011105,GA848,KUL,CGK,2023-09-09 05:55:36,2023-09-09 06:03:36,Flown
14078,BKG00012004,GA617,PLM,CGK,2024-09-27 09:34:01,2024-09-27 09:52:01,Flown
14079,BKG00014967,GA948,UPG,CGK,2024-05-04 14:39:21,2024-05-04 17:06:21,Flown
14080,BKG00005968,GA766,BDO,SUB,2025-07-23 08:10:16,2025-07-23 09:12:16,Flown
14081,BKG00000499,GA788,DPS,CGK,2024-02-11 17:50:26,2024-02-11 20:13:26,Flown
14082,BKG00001859,GA114,DPS,BDO,2024-12-22 21:50:55,2024-12-22 22:40:55,Flown
14083,BKG00001816,GA234,SUB,BDO,2024-09-27 07:10:01,2024-09-27 10:06:01,Flown
14084,BKG00013882,GA588,KUL,CGK,2024-05-08 21:46:35,2024-05-09 00:02:35,Flown
14085,BKG00000884,GA894,SUB,CGK,2024-06-27 10:42:26,2024-06-27 13:07:26,Flown
14086,BKG00014346,GA915,DPS,CGK,2025-02-18 05:58:29,2025-02-18 06:51:29,Flown
14087,BKG00003931,GA358,MDC,CGK,2023-09-28 03:47:19,2023-09-28 05:28:19,Flown
14088,BKG00009301,GA698,MDC,SIN,2026-02-02 09:25:29,2026-02-02 09:53:29,Flown
14089,BKG00004834,GA654,MDC,SYD,2025-03-25 00:09:49,2025-03-25 02:28:49,Flown
14090,BKG00009410,GA592,HKG,SUB,2025-11-28 04:27:09,2025-11-28 04:57:09,Flown
14091,BKG00002119,GA994,UPG,CGK,2024-10-12 23:59:33,2024-10-13 01:48:33,Flown
14092,BKG00008764,GA476,BDO,SUB,2023-07-16 05:53:32,2023-07-16 07:07:32,Flown
14093,BKG00005201,GA393,LHR,SUB,2023-08-16 05:14:02,2023-08-16 07:57:02,Flown
14094,BKG00006689,GA662,BKK,UPG,2024-11-01 11:25:38,2024-11-01 12:28:38,Flown
14095,BKG00003230,GA987,KUL,LHR,2024-06-18 22:12:50,2024-06-18 22:23:50,Flown
14096,BKG00003668,GA154,CGK,SUB,2023-06-13 18:13:43,2023-06-13 20:17:43,Diverted
14097,BKG00010944,GA678,PLM,BKK,2024-02-21 20:53:52,2024-02-21 23:16:52,Flown
14098,BKG00010436,GA570,MDC,SIN,2024-10-30 08:26:09,2024-10-30 09:08:09,Flown
14099,BKG00012615,GA521,MDC,LHR,2023-12-28 20:51:48,2023-12-28 23:36:48,Flown
14100,BKG00002321,GA335,SUB,SIN,2023-06-21 23:09:18,2023-06-21 23:38:18,Diverted
14101,BKG00013083,GA954,BKK,MDC,2024-09-12 22:39:31,2024-09-13 00:19:31,Flown
14102,BKG00010031,GA787,BKK,MDC,2024-11-28 22:31:23,2024-11-29 00:47:23,Flown
14103,BKG00010429,GA644,SIN,UPG,2025-05-12 05:01:01,2025-05-12 04:53:01,Flown
14104,BKG00008331,GA976,SYD,NRT,2025-11-12 08:37:55,2025-11-12 08:38:55,Flown
14105,BKG00004844,GA422,HKG,DPS,2024-07-30 16:04:23,2024-07-30 17:29:23,Flown
14106,BKG00007532,GA708,LHR,KUL,2025-05-03 08:25:39,2025-05-03 09:30:39,Diverted
14107,BKG00007889,GA266,LHR,SUB,2026-03-12 17:46:39,2026-03-12 20:46:39,Flown
14108,BKG00000440,GA282,NRT,KUL,2024-08-10 17:17:55,2024-08-10 20:07:55,Flown
14109,BKG00004136,GA176,SYD,SIN,2026-02-01 12:11:59,2026-02-01 12:43:59,Flown
14110,BKG00007468,GA476,KUL,DXB,2025-07-18 15:29:19,2025-07-18 18:16:19,Flown
14111,BKG00007144,GA585,SYD,DPS,2023-10-04 08:04:14,2023-10-04 09:20:14,Flown
14112,BKG00004443,GA259,UPG,DPS,2025-01-14 11:52:36,2025-01-14 12:02:36,Flown
14113,BKG00011568,GA638,SIN,KUL,2024-05-30 20:59:28,2024-05-30 22:01:28,Flown
14114,BKG00010859,GA126,SUB,DXB,2025-01-29 23:07:23,2025-01-29 23:15:23,Flown
14115,BKG00011879,GA928,SIN,MDC,2023-10-21 01:35:41,2023-10-21 01:29:41,Flown
14116,BKG00002691,GA374,DXB,BDO,2025-04-04 11:11:44,2025-04-04 13:21:44,Flown
14117,BKG00011159,GA987,CGK,PLM,2024-01-15 15:54:40,2024-01-15 17:17:40,Flown
14118,BKG00006415,GA297,DXB,SUB,2025-11-25 21:33:24,2025-11-25 23:35:24,Flown
14119,BKG00006480,GA982,BDO,UPG,2025-01-05 07:11:35,2025-01-05 07:52:35,Flown
14120,BKG00001833,GA105,BKK,SIN,2025-07-05 03:47:58,2025-07-05 05:11:58,Flown
14121,BKG00010029,GA273,PLM,DPS,2023-09-15 23:00:11,2023-09-16 00:31:11,Flown
14122,BKG00002530,GA126,DXB,KUL,2025-04-09 08:37:12,2025-04-09 09:46:12,Flown
14123,BKG00001461,GA334,DPS,MDC,2025-09-20 12:30:09,2025-09-20 15:05:09,Flown
14124,BKG00010038,GA565,BDO,KUL,2024-06-28 19:54:02,2024-06-28 22:35:02,Flown
14125,BKG00002155,GA337,DPS,KUL,2024-11-19 13:50:23,2024-11-19 13:52:23,Flown
14126,BKG00003212,GA368,DPS,HKG,2026-01-26 20:05:11,2026-01-26 21:18:11,Flown
14127,BKG00002633,GA246,MDC,LHR,2024-07-21 06:59:14,2024-07-21 09:47:14,Flown
14128,BKG00003616,GA725,UPG,KUL,2025-12-15 17:14:26,2025-12-15 18:48:26,Flown
14129,BKG00013321,GA672,BDO,KUL,2024-04-13 01:09:45,2024-04-13 01:37:45,Flown
14130,BKG00006735,GA585,DXB,SUB,2026-01-10 06:21:45,2026-01-10 08:20:45,Flown
14131,BKG00008047,GA232,SIN,HKG,2026-05-09 08:55:57,2026-05-09 09:28:57,Flown
14132,BKG00004643,GA716,BKK,DXB,2024-09-07 18:45:54,2024-09-07 20:44:54,Flown
14133,BKG00007776,GA458,CGK,DPS,2024-08-13 12:34:50,2024-08-13 14:31:50,Flown
