booking_id,customer_id,booking_date,booking_channel,fare_basis_code
BKG00010902,CUS0001530,2025-10-24,WEB,YOWRS
BKG00010903,CUS0002310,2024-01-19,CTR,CLXBUS
BKG00010904,CUS0003539,2024-02-11,WEB,WOWBUS
BKG00010905,CUS0003101,2023-07-24,MOB,WOWBUS
BKG00010906,CUS0004772,2025-04-25,GDS,GRPECO
BKG00010907,CUS0004441,2024-06-13,CTR,CLXBUS
BKG00010908,CUS0001445,2024-12-25,WEB,CLXBUS
BKG00010909,CUS0003786,2026-03-12,OTA,WOWBUS
BKG00010910,CUS0003019,2026-01-30,AGT,CLXBUS
BKG00010911,CUS0003663,2024-12-19,GDS,YOWUS
BKG00010912,CUS0003141,2025-01-24,CTR,WOWBUS
BKG00010913,CUS0004832,2023-12-09,MOB,CLXSAV
BKG00010914,CUS0001978,2023-07-22,MOB,YOWUS
BKG00010915,CUS0001231,2023-12-14,OTA,CLXBUS
BKG00010916,CUS0003337,2026-04-24,WEB,FLXFST
BKG00010917,CUS0003885,2026-03-02,CTR,CLXBUS
BKG00010918,CUS0003372,2023-12-07,AGT,GRPECO
BKG00010919,CUS0003705,2025-11-19,CTR,YOWRS
BKG00010920,CUS0004259,2024-06-19,CTR,FLXFST
BKG00010921,CUS0001764,2025-11-05,AGT,FLXFST
BKG00010922,CUS0000643,2024-08-05,MOB,CLXSAV
BKG00010923,CUS0002381,2024-12-19,AGT,CLXSAV
BKG00010924,CUS0004799,2023-10-20,MOB,YOWRS
BKG00010925,CUS0000941,2024-03-20,AGT,CLXSAV
BKG00010926,CUS0003590,2026-01-31,MOB,WOWBUS
BKG00010927,CUS0002722,2023-09-12,AGT,YOWUS
BKG00010928,CUS0000716,2025-12-11,CTR,CLXBUS
BKG00010929,CUS0003774,2025-09-13,MOB,GRPECO
BKG00010930,CUS0003993,2025-11-10,CTR,FLXFST
BKG00010931,CUS0001128,2024-07-24,GDS,WOWBUS
BKG00010932,CUS0004139,2026-03-22,CTR,FLXFST
BKG00010933,CUS0002893,2026-02-08,OTA,GRPECO
BKG00010934,CUS0003808,2026-03-17,CTR,YOWRS
BKG00010935,CUS0003922,2025-08-18,CTR,BSSAVE
BKG00010936,CUS0001108,2024-09-16,WEB,YOWUS
BKG00010937,CUS0004507,2025-06-10,AGT,YOWRS
BKG00010938,CUS0000191,2026-01-24,WEB,YOWRS
BKG00010939,CUS0002094,2026-05-14,MOB,FLXFST
BKG00010940,CUS0003410,2026-04-11,CTR,YOWUS
BKG00010941,CUS0003237,2026-03-25,MOB,CLXSAV
BKG00010942,CUS0000703,2023-07-29,OTA,GRPECO
BKG00010943,CUS0002649,2025-05-24,CTR,CLXSAV
BKG00010944,CUS0000883,2023-09-03,OTA,YOWUS
BKG00010945,CUS0004629,2025-07-02,AGT,FLXFST
BKG00010946,CUS0003648,2024-06-01,WEB,YOWUS
BKG00010947,CUS0004189,2023-06-22,WEB,YOWUS
BKG00010948,CUS0002173,2026-03-25,AGT,CLXSAV
BKG00010949,CUS0004218,2024-03-03,AGT,GRPECO
BKG00010950,CUS0001503,2023-10-05,OTA,BSSAVE
BKG00010951,CUS0001430,2024-11-28,GDS,CLXBUS
BKG00010952,CUS0004827,2025-02-10,GDS,FLXFST
BKG00010953,CUS0002864,2023-07-10,AGT,BSSAVE
BKG00010954,CUS0002437,2023-11-03,CTR,WOWBUS
BKG00010955,CUS0000368,2024-04-07,OTA,YOWRS
BKG00010956,CUS0003741,2025-11-22,WEB,GRPECO
BKG00010957,CUS0001273,2025-11-26,AGT,CLXSAV
BKG00010958,CUS0000524,2024-06-24,MOB,WOWBUS
BKG00010959,CUS0002098,2025-05-27,MOB,WOWBUS
BKG00010960,CUS0002684,2025-02-11,MOB,FLXFST
BKG00010961,CUS0003796,2024-10-31,OTA,GRPECO
BKG00010962,CUS0003966,2025-12-26,GDS,GRPECO
BKG00010963,CUS0001743,2025-07-24,OTA,BSSAVE
BKG00010964,CUS0003179,2024-07-30,OTA,GRPECO
BKG00010965,CUS0002644,2024-11-19,WEB,WOWBUS
BKG00010966,CUS0000571,2025-05-09,WEB,CLXBUS
BKG00010967,CUS0004836,2025-02-05,GDS,YOWRS
BKG00010968,CUS0002104,2024-01-29,WEB,GRPECO
BKG00010969,CUS0003911,2023-09-07,WEB,BSSAVE
BKG00010970,CUS0004178,2026-05-20,WEB,FLXFST
BKG00010971,CUS0000700,2026-01-21,AGT,YOWUS
BKG00010972,CUS0003944,2023-07-31,OTA,FLXFST
BKG00010973,CUS0003220,2026-03-05,AGT,FLXFST
BKG00010974,CUS0004950,2024-09-25,GDS,CLXBUS
BKG00010975,CUS0003888,2024-01-26,MOB,YOWRS
BKG00010976,CUS0003764,2023-07-11,WEB,BSSAVE
BKG00010977,CUS0002375,2025-03-27,MOB,CLXSAV
BKG00010978,CUS0003196,2025-09-03,GDS,WOWBUS
BKG00010979,CUS0000414,2023-11-27,MOB,BSSAVE
BKG00010980,CUS0002853,2023-06-14,MOB,FLXFST
BKG00010981,CUS0004693,2025-03-05,OTA,BSSAVE
BKG00010982,CUS0002969,2025-11-25,OTA,GRPECO
BKG00010983,CUS0003111,2025-03-09,GDS,WOWBUS
BKG00010984,CUS0002623,2023-11-01,AGT,YOWUS
BKG00010985,CUS0003888,2024-03-22,CTR,YOWRS
BKG00010986,CUS0000454,2025-09-25,AGT,GRPECO
BKG00010987,CUS0001441,2025-04-10,CTR,WOWBUS
BKG00010988,CUS0004878,2024-06-07,OTA,GRPECO
BKG00010989,CUS0003163,2026-04-10,OTA,FLXFST
BKG00010990,CUS0000590,2026-03-03,MOB,FLXFST
BKG00010991,CUS0000723,2024-08-12,OTA,WOWBUS
BKG00010992,CUS0003317,2024-05-08,AGT,WOWBUS
BKG00010993,CUS0000880,2024-10-08,CTR,FLXFST
BKG00010994,CUS0001443,2025-06-07,GDS,CLXSAV
BKG00010995,CUS0003232,2023-09-22,AGT,CLXBUS
BKG00010996,CUS0002095,2026-05-10,MOB,YOWUS
BKG00010997,CUS0004777,2023-10-16,OTA,YOWRS
BKG00010998,CUS0004958,2023-06-26,OTA,FLXFST
BKG00010999,CUS0003285,2023-12-05,MOB,YOWUS
BKG00011000,CUS0000506,2024-05-14,AGT,FLXFST
BKG00011001,CUS0001646,2024-09-20,GDS,BSSAVE
BKG00011002,CUS0000968,2025-04-04,WEB,CLXSAV
BKG00011003,CUS0000633,2025-05-05,GDS,CLXBUS
BKG00011004,CUS0000463,2026-04-27,GDS,GRPECO
BKG00011005,CUS0000455,2023-08-10,OTA,YOWRS
BKG00011006,CUS0000741,2024-08-02,MOB,CLXSAV
BKG00011007,CUS0001601,2025-05-23,AGT,GRPECO
BKG00011008,CUS0002019,2023-12-21,CTR,FLXFST
BKG00011009,CUS0002990,2026-03-22,MOB,GRPECO
BKG00011010,CUS0001337,2025-10-29,CTR,CLXSAV
BKG00011011,CUS0004758,2023-08-11,AGT,FLXFST
BKG00011012,CUS0003610,2024-02-02,GDS,GRPECO
BKG00011013,CUS0000502,2024-03-20,OTA,CLXSAV
BKG00011014,CUS0002443,2025-08-07,CTR,YOWUS
BKG00011015,CUS0003885,2025-09-13,WEB,BSSAVE
BKG00011016,CUS0004816,2023-10-22,CTR,FLXFST
BKG00011017,CUS0004989,2026-02-25,CTR,YOWRS
BKG00011018,CUS0002668,2024-04-25,OTA,BSSAVE
BKG00011019,CUS0003918,2025-10-21,WEB,YOWUS
BKG00011020,CUS0001043,2024-04-24,CTR,WOWBUS
BKG00011021,CUS0001777,2025-04-15,AGT,YOWRS
BKG00011022,CUS0001738,2023-12-18,MOB,FLXFST
BKG00011023,CUS0004173,2025-10-18,CTR,WOWBUS
BKG00011024,CUS0003859,2025-12-11,OTA,FLXFST
BKG00011025,CUS0000162,2025-09-16,MOB,YOWRS
BKG00011026,CUS0002046,2023-11-20,GDS,CLXBUS
BKG00011027,CUS0000621,2025-10-07,OTA,GRPECO
BKG00011028,CUS0003949,2025-06-25,WEB,BSSAVE
BKG00011029,CUS0004977,2025-01-24,WEB,CLXBUS
BKG00011030,CUS0001416,2024-06-15,AGT,CLXSAV
BKG00011031,CUS0000518,2024-02-07,AGT,CLXSAV
BKG00011032,CUS0003389,2024-01-11,WEB,GRPECO
BKG00011033,CUS0003570,2026-03-04,AGT,CLXSAV
BKG00011034,CUS0002753,2023-10-28,CTR,BSSAVE
BKG00011035,CUS0001271,2023-08-10,MOB,CLXSAV
BKG00011036,CUS0002962,2025-08-17,MOB,CLXSAV
BKG00011037,CUS0004558,2023-10-08,GDS,YOWUS
BKG00011038,CUS0003582,2024-07-30,MOB,YOWUS
BKG00011039,CUS0001240,2024-07-05,MOB,BSSAVE
BKG00011040,CUS0004984,2023-08-02,MOB,WOWBUS
BKG00011041,CUS0002924,2025-12-04,MOB,GRPECO
BKG00011042,CUS0004319,2024-04-21,CTR,GRPECO
BKG00011043,CUS0000851,2023-06-28,OTA,WOWBUS
BKG00011044,CUS0002874,2025-02-24,CTR,FLXFST
BKG00011045,CUS0002461,2025-10-25,GDS,BSSAVE
BKG00011046,CUS0003364,2026-04-26,CTR,CLXBUS
BKG00011047,CUS0004087,2024-07-20,OTA,FLXFST
BKG00011048,CUS0002270,2025-09-17,AGT,CLXSAV
BKG00011049,CUS0002630,2024-02-18,WEB,GRPECO
BKG00011050,CUS0001237,2025-06-12,CTR,WOWBUS
BKG00011051,CUS0000842,2023-12-12,WEB,YOWRS
BKG00011052,CUS0004511,2026-03-23,OTA,YOWUS
BKG00011053,CUS0004312,2023-09-28,CTR,YOWUS
BKG00011054,CUS0004423,2024-06-24,GDS,CLXSAV
BKG00011055,CUS0003303,2025-07-20,AGT,CLXBUS
BKG00011056,CUS0002873,2024-08-12,WEB,CLXSAV
BKG00011057,CUS0004448,2025-01-16,WEB,YOWUS
BKG00011058,CUS0002622,2024-06-01,CTR,YOWUS
BKG00011059,CUS0000892,2024-08-20,WEB,FLXFST
BKG00011060,CUS0003986,2025-01-31,CTR,GRPECO
BKG00011061,CUS0002130,2024-02-21,OTA,GRPECO
BKG00011062,CUS0003566,2025-04-24,WEB,WOWBUS
BKG00011063,CUS0003659,2025-06-01,CTR,FLXFST
BKG00011064,CUS0003088,2023-10-12,MOB,FLXFST
BKG00011065,CUS0002423,2024-06-23,GDS,CLXSAV
BKG00011066,CUS0001985,2024-01-23,MOB,WOWBUS
BKG00011067,CUS0002461,2024-11-20,GDS,GRPECO
BKG00011068,CUS0002266,2024-09-05,AGT,FLXFST
BKG00011069,CUS0001875,2025-01-14,MOB,GRPECO
BKG00011070,CUS0004729,2026-04-17,MOB,BSSAVE
BKG00011071,CUS0003526,2024-06-06,MOB,YOWRS
BKG00011072,CUS0000609,2024-05-17,OTA,YOWUS
BKG00011073,CUS0001486,2023-08-12,MOB,GRPECO
BKG00011074,CUS0002378,2025-07-01,MOB,GRPECO
BKG00011075,CUS0002007,2023-12-08,OTA,CLXSAV
BKG00011076,CUS0000412,2025-05-26,OTA,BSSAVE
BKG00011077,CUS0000945,2026-03-06,CTR,CLXBUS
BKG00011078,CUS0000072,2024-04-19,OTA,YOWUS
BKG00011079,CUS0002069,2023-09-04,GDS,BSSAVE
BKG00011080,CUS0003414,2023-12-19,WEB,GRPECO
BKG00011081,CUS0004618,2024-11-06,GDS,BSSAVE
BKG00011082,CUS0004876,2025-03-28,WEB,CLXBUS
BKG00011083,CUS0002912,2025-10-24,CTR,GRPECO
BKG00011084,CUS0003694,2025-01-19,MOB,FLXFST
BKG00011085,CUS0003094,2025-01-12,WEB,CLXSAV
BKG00011086,CUS0004757,2023-10-19,WEB,YOWRS
BKG00011087,CUS0003597,2024-08-10,OTA,GRPECO
BKG00011088,CUS0001900,2025-01-21,GDS,FLXFST
BKG00011089,CUS0002989,2025-12-21,MOB,GRPECO
BKG00011090,CUS0004332,2024-11-28,CTR,CLXSAV
BKG00011091,CUS0004293,2025-01-21,GDS,CLXBUS
BKG00011092,CUS0004145,2023-11-12,AGT,CLXSAV
BKG00011093,CUS0002968,2024-06-28,GDS,YOWRS
BKG00011094,CUS0002005,2024-02-04,WEB,CLXBUS
BKG00011095,CUS0002150,2026-04-14,OTA,FLXFST
BKG00011096,CUS0000529,2025-01-23,GDS,WOWBUS
BKG00011097,CUS0004625,2025-02-27,OTA,BSSAVE
BKG00011098,CUS0002777,2026-02-19,GDS,CLXBUS
BKG00011099,CUS0003912,2026-02-01,GDS,GRPECO
BKG00011100,CUS0002275,2026-02-16,MOB,GRPECO
BKG00011101,CUS0001293,2023-08-28,WEB,BSSAVE
BKG00011102,CUS0001821,2024-09-24,CTR,CLXBUS
BKG00011103,CUS0004221,2024-05-15,GDS,GRPECO
BKG00011104,CUS0003025,2024-03-12,GDS,YOWRS
BKG00011105,CUS0000667,2025-10-23,CTR,GRPECO
BKG00011106,CUS0002721,2024-02-13,OTA,GRPECO
BKG00011107,CUS0004855,2023-06-07,AGT,WOWBUS
BKG00011108,CUS0001040,2024-04-11,AGT,BSSAVE
BKG00011109,CUS0004872,2024-05-01,WEB,YOWUS
BKG00011110,CUS0000490,2023-06-01,OTA,YOWUS
BKG00011111,CUS0002619,2023-06-18,OTA,CLXSAV
BKG00011112,CUS0000929,2025-12-09,GDS,WOWBUS
BKG00011113,CUS0003112,2025-08-30,OTA,CLXSAV
BKG00011114,CUS0002330,2025-12-03,WEB,CLXSAV
BKG00011115,CUS0004648,2025-09-03,WEB,WOWBUS
BKG00011116,CUS0002272,2026-01-04,OTA,BSSAVE
BKG00011117,CUS0002380,2024-04-08,GDS,BSSAVE
BKG00011118,CUS0003845,2025-11-25,WEB,BSSAVE
BKG00011119,CUS0001544,2025-02-11,CTR,WOWBUS
BKG00011120,CUS0002024,2023-11-17,WEB,FLXFST
BKG00011121,CUS0002755,2024-10-20,MOB,WOWBUS
BKG00011122,CUS0003047,2025-06-17,MOB,CLXSAV
BKG00011123,CUS0003870,2024-09-18,OTA,YOWUS
BKG00011124,CUS0004673,2024-08-16,GDS,BSSAVE
BKG00011125,CUS0004127,2024-05-05,MOB,YOWRS
BKG00011126,CUS0004870,2024-07-07,GDS,YOWUS
BKG00011127,CUS0004304,2023-12-08,GDS,GRPECO
BKG00011128,CUS0002665,2025-09-28,AGT,GRPECO
BKG00011129,CUS0004131,2025-08-22,AGT,BSSAVE
BKG00011130,CUS0003901,2023-10-19,MOB,GRPECO
BKG00011131,CUS0003481,2026-02-20,MOB,YOWUS
BKG00011132,CUS0004817,2023-12-02,GDS,GRPECO
BKG00011133,CUS0001799,2025-07-25,CTR,WOWBUS
BKG00011134,CUS0003583,2024-09-15,GDS,FLXFST
BKG00011135,CUS0000224,2025-02-03,CTR,GRPECO
BKG00011136,CUS0004665,2026-05-03,GDS,CLXSAV
BKG00011137,CUS0002745,2026-04-20,WEB,YOWUS
BKG00011138,CUS0002395,2024-02-28,OTA,CLXSAV
BKG00011139,CUS0000380,2025-11-19,GDS,BSSAVE
BKG00011140,CUS0004921,2025-07-16,GDS,BSSAVE
BKG00011141,CUS0004996,2026-05-19,AGT,YOWUS
BKG00011142,CUS0000670,2026-03-06,WEB,GRPECO
BKG00011143,CUS0001895,2024-02-20,AGT,BSSAVE
BKG00011144,CUS0001209,2023-06-15,GDS,CLXSAV
BKG00011145,CUS0001211,2023-11-13,GDS,BSSAVE
BKG00011146,CUS0002832,2023-08-11,OTA,FLXFST
BKG00011147,CUS0001947,2025-06-25,WEB,CLXSAV
BKG00011148,CUS0002493,2023-12-06,AGT,YOWRS
BKG00011149,CUS0002878,2024-02-26,GDS,GRPECO
BKG00011150,CUS0000992,2026-03-15,WEB,GRPECO
BKG00011151,CUS0003622,2025-09-03,OTA,WOWBUS
BKG00011152,CUS0004785,2025-05-16,CTR,GRPECO
BKG00011153,CUS0001349,2023-11-20,OTA,CLXSAV
BKG00011154,CUS0004536,2023-09-25,WEB,GRPECO
BKG00011155,CUS0000281,2025-02-26,CTR,CLXBUS
BKG00011156,CUS0000059,2024-08-11,GDS,CLXSAV
BKG00011157,CUS0002584,2025-08-26,MOB,YOWUS
BKG00011158,CUS0002987,2025-08-03,MOB,FLXFST
BKG00011159,CUS0002775,2026-03-07,CTR,GRPECO
BKG00011160,CUS0001163,2025-06-18,GDS,WOWBUS
BKG00011161,CUS0003039,2025-09-24,WEB,GRPECO
BKG00011162,CUS0000197,2026-04-14,OTA,YOWRS
BKG00011163,CUS0001556,2025-12-23,WEB,FLXFST
BKG00011164,CUS0004965,2025-08-27,GDS,GRPECO
BKG00011165,CUS0001489,2024-05-21,WEB,BSSAVE
BKG00011166,CUS0004381,2024-05-10,WEB,CLXSAV
BKG00011167,CUS0003180,2026-02-21,CTR,WOWBUS
BKG00011168,CUS0004529,2025-06-19,GDS,YOWUS
BKG00011169,CUS0001501,2024-05-12,GDS,CLXSAV
BKG00011170,CUS0001839,2024-03-02,GDS,BSSAVE
BKG00011171,CUS0000915,2023-07-12,OTA,BSSAVE
BKG00011172,CUS0002541,2024-03-01,WEB,WOWBUS
BKG00011173,CUS0003876,2024-12-01,WEB,GRPECO
BKG00011174,CUS0001978,2024-04-15,WEB,FLXFST
BKG00011175,CUS0001575,2024-10-21,CTR,YOWUS
BKG00011176,CUS0004336,2024-05-17,OTA,WOWBUS
BKG00011177,CUS0000274,2026-01-04,GDS,CLXBUS
BKG00011178,CUS0004112,2025-02-27,MOB,FLXFST
BKG00011179,CUS0004227,2024-09-26,WEB,FLXFST
BKG00011180,CUS0003630,2026-03-21,MOB,WOWBUS
BKG00011181,CUS0004389,2024-08-03,GDS,FLXFST
BKG00011182,CUS0002753,2023-06-03,AGT,FLXFST
BKG00011183,CUS0000377,2024-02-18,GDS,GRPECO
BKG00011184,CUS0003939,2026-05-14,OTA,CLXSAV
BKG00011185,CUS0004622,2025-05-19,OTA,GRPECO
BKG00011186,CUS0001995,2025-08-30,AGT,CLXSAV
BKG00011187,CUS0002381,2025-02-22,WEB,YOWUS
BKG00011188,CUS0002609,2024-10-17,AGT,GRPECO
BKG00011189,CUS0003944,2026-04-16,AGT,BSSAVE
BKG00011190,CUS0002899,2025-03-01,WEB,CLXBUS
BKG00011191,CUS0000321,2023-07-28,MOB,CLXSAV
BKG00011192,CUS0004368,2025-06-30,AGT,YOWRS
BKG00011193,CUS0000212,2024-07-26,AGT,CLXSAV
BKG00011194,CUS0002666,2023-09-16,CTR,GRPECO
BKG00011195,CUS0001240,2025-03-04,MOB,CLXSAV
BKG00011196,CUS0003969,2025-09-03,CTR,CLXBUS
BKG00011197,CUS0002948,2025-08-10,GDS,BSSAVE
BKG00011198,CUS0000381,2023-10-03,CTR,YOWUS
BKG00011199,CUS0001253,2026-01-31,OTA,YOWRS
BKG00011200,CUS0000135,2023-09-20,OTA,YOWRS
BKG00011201,CUS0003030,2024-05-16,WEB,GRPECO
BKG00011202,CUS0002482,2024-08-12,CTR,WOWBUS
BKG00011203,CUS0000958,2025-02-19,GDS,FLXFST
BKG00011204,CUS0000113,2025-10-16,CTR,YOWRS
BKG00011205,CUS0003508,2025-08-06,AGT,YOWRS
BKG00011206,CUS0000705,2024-07-23,OTA,CLXSAV
BKG00011207,CUS0003133,2023-10-10,GDS,YOWRS
BKG00011208,CUS0001893,2026-01-12,AGT,CLXBUS
BKG00011209,CUS0000137,2025-10-02,AGT,CLXBUS
BKG00011210,CUS0003609,2024-10-29,AGT,CLXSAV
BKG00011211,CUS0000369,2024-12-16,WEB,YOWUS
BKG00011212,CUS0002555,2024-03-24,OTA,CLXBUS
BKG00011213,CUS0000278,2025-08-23,AGT,BSSAVE
BKG00011214,CUS0001066,2025-10-30,AGT,GRPECO
BKG00011215,CUS0000190,2024-05-14,GDS,YOWUS
BKG00011216,CUS0003150,2023-10-25,OTA,CLXBUS
BKG00011217,CUS0001983,2026-04-06,OTA,FLXFST
BKG00011218,CUS0002854,2026-02-26,AGT,YOWUS
BKG00011219,CUS0001846,2025-06-22,AGT,FLXFST
BKG00011220,CUS0001730,2024-11-07,CTR,WOWBUS
BKG00011221,CUS0003306,2026-02-07,OTA,GRPECO
BKG00011222,CUS0001148,2023-08-20,MOB,CLXBUS
BKG00011223,CUS0002973,2026-01-28,OTA,YOWRS
BKG00011224,CUS0003970,2023-06-14,WEB,WOWBUS
BKG00011225,CUS0001931,2025-11-11,OTA,YOWRS
BKG00011226,CUS0002432,2024-10-24,AGT,BSSAVE
BKG00011227,CUS0002136,2025-02-17,OTA,FLXFST
BKG00011228,CUS0003289,2026-01-30,AGT,WOWBUS
BKG00011229,CUS0004977,2023-09-23,WEB,YOWUS
BKG00011230,CUS0000286,2024-06-29,OTA,CLXSAV
BKG00011231,CUS0001735,2025-10-09,CTR,YOWUS
BKG00011232,CUS0002239,2025-08-30,AGT,FLXFST
BKG00011233,CUS0004062,2023-06-27,AGT,BSSAVE
BKG00011234,CUS0002591,2026-03-20,WEB,CLXBUS
BKG00011235,CUS0000084,2023-09-17,AGT,FLXFST
BKG00011236,CUS0000897,2025-11-24,AGT,GRPECO
BKG00011237,CUS0000418,2024-04-18,CTR,GRPECO
BKG00011238,CUS0001727,2026-01-18,WEB,GRPECO
BKG00011239,CUS0000114,2024-07-22,CTR,YOWRS
BKG00011240,CUS0003261,2024-04-04,GDS,YOWRS
BKG00011241,CUS0001826,2024-08-16,WEB,WOWBUS
BKG00011242,CUS0004470,2025-12-02,OTA,FLXFST
BKG00011243,CUS0004938,2024-05-30,WEB,BSSAVE
BKG00011244,CUS0004502,2025-08-26,WEB,CLXSAV
BKG00011245,CUS0000448,2025-06-05,WEB,FLXFST
BKG00011246,CUS0002068,2023-09-26,OTA,CLXBUS
BKG00011247,CUS0003350,2024-05-21,GDS,BSSAVE
BKG00011248,CUS0003029,2024-06-19,GDS,WOWBUS
BKG00011249,CUS0000916,2024-08-31,MOB,CLXSAV
BKG00011250,CUS0001795,2024-06-03,GDS,YOWRS
BKG00011251,CUS0001043,2025-10-18,GDS,FLXFST
BKG00011252,CUS0004862,2023-11-21,CTR,GRPECO
BKG00011253,CUS0003234,2024-11-05,MOB,BSSAVE
BKG00011254,CUS0004785,2026-03-17,OTA,GRPECO
BKG00011255,CUS0004788,2025-12-04,OTA,GRPECO
BKG00011256,CUS0002295,2024-04-18,OTA,YOWUS
BKG00011257,CUS0004550,2026-02-24,WEB,GRPECO
BKG00011258,CUS0000981,2025-02-17,GDS,WOWBUS
BKG00011259,CUS0001807,2025-07-08,WEB,CLXSAV
BKG00011260,CUS0004064,2024-11-22,WEB,FLXFST
BKG00011261,CUS0000302,2024-05-21,OTA,BSSAVE
BKG00011262,CUS0003135,2024-11-24,WEB,CLXBUS
BKG00011263,CUS0002069,2026-01-12,GDS,YOWRS
BKG00011264,CUS0003420,2024-07-04,OTA,YOWUS
BKG00011265,CUS0002171,2025-04-03,OTA,YOWRS
BKG00011266,CUS0003031,2024-09-10,MOB,FLXFST
BKG00011267,CUS0002141,2024-09-30,OTA,CLXSAV
BKG00011268,CUS0004098,2025-06-05,AGT,BSSAVE
BKG00011269,CUS0004912,2024-11-28,GDS,CLXBUS
BKG00011270,CUS0003024,2024-03-03,OTA,YOWRS
BKG00011271,CUS0004697,2026-05-21,WEB,WOWBUS
BKG00011272,CUS0003793,2025-03-21,CTR,YOWUS
BKG00011273,CUS0002084,2024-01-26,CTR,GRPECO
BKG00011274,CUS0003511,2023-11-27,MOB,YOWUS
BKG00011275,CUS0004940,2026-02-10,MOB,WOWBUS
BKG00011276,CUS0003640,2026-01-30,MOB,FLXFST
BKG00011277,CUS0002665,2024-03-22,AGT,BSSAVE
BKG00011278,CUS0002560,2024-04-16,MOB,GRPECO
BKG00011279,CUS0003416,2025-10-02,WEB,GRPECO
BKG00011280,CUS0002305,2026-03-30,AGT,YOWRS
BKG00011281,CUS0002548,2025-06-11,GDS,CLXBUS
BKG00011282,CUS0002214,2026-01-19,WEB,BSSAVE
BKG00011283,CUS0003567,2025-02-10,AGT,YOWRS
BKG00011284,CUS0001560,2023-06-05,OTA,WOWBUS
BKG00011285,CUS0002314,2024-01-03,MOB,CLXSAV
BKG00011286,CUS0002894,2023-06-11,OTA,FLXFST
BKG00011287,CUS0000708,2024-09-14,CTR,WOWBUS
BKG00011288,CUS0001175,2023-11-20,GDS,BSSAVE
BKG00011289,CUS0000724,2024-10-07,MOB,CLXBUS
BKG00011290,CUS0001007,2024-10-28,AGT,CLXSAV
BKG00011291,CUS0002824,2026-02-15,WEB,YOWUS
BKG00011292,CUS0004716,2025-08-16,AGT,CLXSAV
BKG00011293,CUS0002238,2024-06-14,MOB,CLXSAV
BKG00011294,CUS0001159,2023-08-13,GDS,CLXSAV
BKG00011295,CUS0000055,2023-11-15,OTA,FLXFST
BKG00011296,CUS0004434,2026-03-31,CTR,YOWUS
BKG00011297,CUS0004183,2025-12-13,OTA,BSSAVE
BKG00011298,CUS0000109,2023-10-22,GDS,BSSAVE
BKG00011299,CUS0003857,2026-05-11,WEB,BSSAVE
BKG00011300,CUS0003206,2025-02-24,MOB,WOWBUS
BKG00011301,CUS0002514,2024-08-27,WEB,BSSAVE
BKG00011302,CUS0001736,2025-04-03,GDS,YOWRS
BKG00011303,CUS0002034,2024-05-08,MOB,FLXFST
BKG00011304,CUS0003850,2023-12-05,MOB,GRPECO
BKG00011305,CUS0002028,2024-03-06,MOB,BSSAVE
BKG00011306,CUS0003355,2023-09-01,MOB,GRPECO
BKG00011307,CUS0003664,2024-01-12,AGT,FLXFST
BKG00011308,CUS0003597,2025-08-31,OTA,FLXFST
BKG00011309,CUS0002751,2024-06-14,CTR,YOWRS
BKG00011310,CUS0004757,2026-03-07,AGT,CLXBUS
BKG00011311,CUS0003153,2024-05-05,CTR,GRPECO
BKG00011312,CUS0003751,2023-09-27,OTA,BSSAVE
BKG00011313,CUS0004712,2023-05-26,OTA,CLXBUS
BKG00011314,CUS0004974,2025-12-31,CTR,WOWBUS
BKG00011315,CUS0000598,2023-08-09,MOB,FLXFST
BKG00011316,CUS0004006,2026-02-22,OTA,GRPECO
BKG00011317,CUS0001287,2025-01-27,AGT,FLXFST
BKG00011318,CUS0003350,2025-11-23,CTR,CLXBUS
BKG00011319,CUS0004945,2024-01-10,WEB,CLXSAV
BKG00011320,CUS0001884,2025-11-20,GDS,FLXFST
BKG00011321,CUS0003598,2024-09-24,AGT,WOWBUS
BKG00011322,CUS0001530,2023-11-21,WEB,WOWBUS
BKG00011323,CUS0000620,2023-12-28,GDS,YOWRS
BKG00011324,CUS0001691,2026-02-09,WEB,GRPECO
BKG00011325,CUS0003688,2024-07-17,CTR,YOWUS
BKG00011326,CUS0002798,2026-04-17,MOB,CLXBUS
BKG00011327,CUS0000338,2026-02-26,MOB,WOWBUS
BKG00011328,CUS0001552,2025-12-27,MOB,YOWRS
BKG00011329,CUS0002613,2023-06-14,AGT,YOWRS
BKG00011330,CUS0004196,2025-12-01,WEB,YOWRS
BKG00011331,CUS0003261,2024-02-25,GDS,CLXBUS
BKG00011332,CUS0004429,2026-02-01,WEB,BSSAVE
BKG00011333,CUS0002045,2026-04-12,GDS,BSSAVE
BKG00011334,CUS0004406,2023-09-07,WEB,YOWRS
BKG00011335,CUS0004891,2025-08-13,MOB,CLXSAV
BKG00011336,CUS0001589,2025-12-20,WEB,YOWRS
BKG00011337,CUS0002897,2023-07-29,OTA,WOWBUS
BKG00011338,CUS0004616,2023-08-29,GDS,YOWRS
BKG00011339,CUS0002945,2026-03-25,GDS,WOWBUS
BKG00011340,CUS0002131,2023-07-08,WEB,CLXSAV
BKG00011341,CUS0004750,2025-11-15,WEB,YOWUS
BKG00011342,CUS0003094,2023-09-05,GDS,YOWUS
BKG00011343,CUS0004097,2024-06-08,GDS,BSSAVE
BKG00011344,CUS0001931,2023-12-12,AGT,FLXFST
