guest_id,customer_key,loyalty_tier,preferred_room_type,special_requests,created_at,updated_at
CUS0011189,12129,BLUE,SUP,,2021-11-16 04:18:25,2022-04-20 04:25:32
CUS0011190,12130,GOLD,SUT,King bed,2023-02-28 17:00:20,2025-03-11 12:53:31
CUS0011191,12132,BLUE,SUP,King bed,2023-12-14 06:33:13,2023-12-14 06:33:13
CUS0011192,12133,GOLD,EXE,Near elevator,2021-06-21 18:54:51,2021-06-21 18:54:51
CUS0011193,12134,BLUE,EXE,,2023-02-09 20:05:20,2023-02-09 20:05:20
CUS0011194,12135,BLUE,SUP,Non-smoking,2021-12-04 20:33:00,2023-05-10 15:57:55
CUS0011195,12136,GOLD,SUT,,2021-09-04 13:57:25,2021-09-04 13:57:25
CUS0011196,12137,BLUE,SUT,Non-smoking,2021-12-10 19:59:47,2021-12-10 19:59:47
CUS0011197,12138,BLUE,STD,,2023-03-18 07:47:29,2025-09-05 21:43:31
CUS0011198,12139,BLUE,DLX,,2022-04-23 15:31:08,2022-04-23 15:31:08
CUS0011199,12140,SILVER,SUT,Near elevator,2022-06-28 12:09:53,2024-11-19 00:28:58
CUS0011200,12141,SILVER,DLX,Non-smoking,2022-01-06 19:35:06,2022-01-06 19:35:06
CUS0011201,12142,BLUE,EXE,High floor,2023-02-14 07:31:01,2025-01-08 11:33:07
CUS0011202,12144,BLUE,EXE,Non-smoking,2023-08-18 02:43:34,2025-08-10 02:09:24
CUS0011203,12145,BLUE,DLX,,2021-12-16 05:24:06,2023-02-11 05:50:46
CUS0011204,12146,BLUE,EXE,,2022-06-12 21:07:26,2022-06-12 21:07:26
CUS0011205,12147,SILVER,EXE,High floor,2021-08-01 01:35:04,2022-11-05 12:08:12
CUS0011206,12148,BLUE,DLX,,2023-02-08 11:02:58,2025-12-19 07:52:54
CUS0011207,12149,BLUE,SUT,High floor,2021-12-31 06:37:05,2025-11-05 19:33:52
CUS0011208,12150,SILVER,STD,,2023-05-22 04:58:08,2023-08-01 01:24:04
CUS0011209,12152,BLUE,STD,,2023-08-26 07:20:57,2024-05-07 19:10:29
CUS0011210,12153,BLUE,SUP,,2023-03-25 19:41:06,2023-04-13 03:59:57
CUS0011211,12154,SILVER,SUP,,2022-09-06 10:17:46,2025-04-01 00:02:19
CUS0011212,12156,GOLD,SUP,Near elevator,2022-08-06 16:00:00,2025-10-13 19:39:17
CUS0011213,12158,BLUE,DLX,,2023-06-19 05:17:33,2025-03-20 03:37:01
CUS0011214,12159,BLUE,SUT,High floor,2022-09-11 13:40:10,2023-06-05 23:59:04
CUS0011215,12160,GOLD,SUT,,2022-12-29 05:25:51,2022-12-29 05:25:51
CUS0011216,12162,BLUE,STD,Non-smoking,2024-01-24 22:02:12,2024-03-27 00:29:35
CUS0011217,12163,BLUE,DLX,Non-smoking,2022-01-27 18:42:23,2023-12-24 14:41:59
CUS0011218,12164,SILVER,SUT,King bed,2022-01-03 18:12:12,2025-02-16 23:17:36
CUS0011219,12165,SILVER,EXE,,2022-07-25 10:14:55,2022-08-07 16:38:55
CUS0011220,12166,BLUE,SUT,King bed,2021-06-15 09:36:23,2021-06-15 09:36:23
CUS0011221,12167,BLUE,SUT,,2022-04-26 07:33:31,2025-06-08 10:18:49
CUS0011222,12168,BLUE,SUT,,2022-10-06 13:03:01,2024-09-19 09:40:25
CUS0011223,12169,BLUE,SUP,,2021-08-01 16:30:29,2021-11-30 21:38:00
CUS0011224,12170,SILVER,SUT,King bed,2022-08-31 08:42:48,2024-12-11 16:43:13
CUS0011225,12171,PLATINUM,EXE,King bed,2022-06-12 07:28:32,2024-08-30 11:38:17
CUS0011226,12172,BLUE,SUP,,2023-04-25 09:29:28,2024-12-03 03:30:54
CUS0011227,12173,BLUE,EXE,,2022-08-03 03:12:26,2023-06-23 12:12:17
CUS0011228,12174,BLUE,EXE,Near elevator,2021-08-09 23:47:38,2025-02-04 05:58:01
CUS0011229,12175,BLUE,SUP,Non-smoking,2023-02-15 05:49:39,2023-02-15 05:49:39
CUS0011230,12176,BLUE,EXE,,2021-08-18 21:28:12,2021-08-18 21:28:12
CUS0011231,12177,BLUE,SUT,,2023-04-26 05:45:13,2023-04-26 05:45:13
CUS0011232,12179,BLUE,DLX,,2023-06-21 14:25:19,2025-07-27 13:02:44
CUS0011233,12180,BLUE,DLX,Non-smoking,2022-08-06 02:10:05,2023-04-17 16:17:23
CUS0011234,12181,BLUE,EXE,Non-smoking,2023-05-13 11:08:26,2023-07-27 07:42:36
CUS0011235,12182,BLUE,STD,,2021-07-07 12:03:31,2022-06-23 19:40:20
CUS0011236,12183,BLUE,DLX,Near elevator,2021-06-06 08:34:04,2021-06-06 08:34:04
CUS0011237,12184,BLUE,SUP,,2022-04-17 16:13:17,2022-11-22 00:28:22
CUS0011238,12185,BLUE,SUP,Near elevator,2023-05-14 12:08:16,2025-04-26 17:34:10
CUS0011239,12186,SILVER,STD,,2022-12-09 10:20:40,2025-06-01 00:28:02
CUS0011240,12187,PLATINUM,DLX,High floor,2021-11-23 11:43:27,2022-12-21 02:23:31
CUS0011241,12188,BLUE,DLX,High floor,2022-02-22 00:38:16,2024-12-16 16:16:04
CUS0011242,12189,BLUE,SUP,,2021-09-04 04:09:21,2021-09-04 04:09:21
CUS0011243,12190,SILVER,SUT,,2022-03-27 21:09:25,2022-03-27 21:09:25
CUS0011244,12191,BLUE,DLX,High floor,2022-06-18 06:58:10,2022-12-19 20:16:14
CUS0011245,12192,BLUE,EXE,High floor,2022-11-08 00:07:16,2025-05-12 11:37:42
CUS0011246,12193,BLUE,EXE,Non-smoking,2022-12-15 07:35:49,2025-10-07 10:49:32
CUS0011247,12194,BLUE,DLX,King bed,2021-08-23 17:29:57,2021-10-02 20:32:32
CUS0011248,12195,BLUE,DLX,,2021-09-05 08:01:06,2021-09-05 08:01:06
CUS0011249,12196,BLUE,STD,Near elevator,2023-04-08 22:04:00,2025-07-05 09:16:56
CUS0011250,12197,SILVER,SUT,,2022-04-08 17:17:30,2022-04-08 17:17:30
CUS0011251,12198,BLUE,STD,Non-smoking,2023-02-05 20:32:54,2024-01-20 15:54:06
CUS0011252,12199,SILVER,SUP,High floor,2022-10-10 11:09:05,2025-09-20 02:44:59
CUS0011253,12200,SILVER,EXE,King bed,2022-03-29 15:16:00,2022-03-29 15:16:00
CUS0011254,12201,GOLD,SUP,Non-smoking,2022-02-13 14:48:55,2024-09-18 22:54:34
CUS0011255,12202,BLUE,SUP,,2022-01-20 15:26:57,2022-01-20 15:26:57
CUS0011256,12204,SILVER,SUT,,2023-07-08 17:09:03,2024-04-26 15:27:46
CUS0011257,12205,SILVER,EXE,High floor,2022-03-06 19:33:03,2022-08-07 13:09:41
CUS0011258,12207,GOLD,SUT,High floor,2023-06-17 10:07:06,2023-06-17 10:07:06
CUS0011259,12208,SILVER,SUT,,2023-02-02 06:27:50,2025-05-17 05:27:32
CUS0011260,12209,BLUE,SUT,High floor,2021-10-26 21:55:39,2022-07-07 04:49:49
CUS0011261,12210,BLUE,DLX,King bed,2021-08-16 06:19:43,2022-09-04 11:00:47
CUS0011262,12211,GOLD,STD,King bed,2022-10-14 22:41:47,2022-10-14 22:41:47
CUS0011263,12212,GOLD,SUT,High floor,2021-06-07 11:35:50,2024-09-12 04:26:35
CUS0011264,12213,PLATINUM,STD,,2022-12-16 20:08:14,2023-01-24 04:17:35
CUS0011265,12214,BLUE,SUT,King bed,2022-12-09 14:06:33,2024-08-04 08:14:53
CUS0011266,12215,BLUE,STD,,2023-03-20 11:43:44,2023-07-15 14:13:10
CUS0011267,12216,GOLD,EXE,Non-smoking,2023-02-19 03:36:07,2026-05-27 03:35:02
CUS0011268,12218,SILVER,DLX,,2023-10-29 10:03:14,2023-10-29 10:03:14
CUS0011269,12219,BLUE,SUP,,2021-06-21 22:38:34,2021-07-03 13:57:53
CUS0011270,12220,BLUE,STD,King bed,2021-10-21 09:42:25,2024-01-08 10:53:40
CUS0011271,12221,BLUE,STD,Non-smoking,2022-01-04 17:44:50,2022-01-04 17:44:50
CUS0011272,12222,BLUE,SUP,,2023-01-25 05:42:33,2023-01-25 05:42:33
CUS0011273,12223,BLUE,SUT,King bed,2022-02-17 17:31:55,2024-02-11 17:17:10
CUS0011274,12225,BLUE,SUP,,2024-02-02 18:46:38,2025-11-15 22:20:53
CUS0011275,12226,BLUE,SUT,High floor,2022-12-06 19:43:02,2022-12-06 19:43:02
CUS0011276,12227,BLUE,STD,Near elevator,2021-11-03 15:07:02,2026-04-13 19:45:11
CUS0011277,12228,BLUE,DLX,Non-smoking,2023-04-15 14:09:53,2024-03-08 10:04:39
CUS0011278,12229,BLUE,DLX,Near elevator,2023-05-08 03:37:13,2023-07-08 03:03:57
CUS0011279,12230,GOLD,SUP,,2022-06-01 15:52:52,2023-05-30 05:42:08
CUS0011280,12231,PLATINUM,DLX,,2021-06-12 18:42:40,2023-11-18 14:52:30
CUS0011281,12232,BLUE,SUP,Near elevator,2022-01-21 07:24:21,2023-03-26 23:49:04
CUS0011282,12233,BLUE,SUP,King bed,2023-05-06 06:30:19,2024-05-02 14:36:11
CUS0011283,12234,BLUE,SUT,Non-smoking,2022-08-28 11:23:21,2024-01-02 06:09:58
CUS0011284,12235,BLUE,DLX,,2023-02-14 10:08:25,2023-02-14 10:08:25
CUS0011285,12236,BLUE,DLX,,2022-08-18 02:54:38,2025-10-22 06:51:36
CUS0011286,12238,BLUE,EXE,High floor,2023-06-19 17:11:01,2024-01-19 11:00:28
CUS0011287,12239,BLUE,DLX,,2022-06-14 23:30:16,2026-04-18 17:33:33
CUS0011288,12240,SILVER,SUP,,2022-03-27 05:59:39,2024-10-05 02:49:05
CUS0011289,12241,SILVER,SUP,King bed,2022-04-10 06:10:56,2024-09-11 17:35:15
CUS0011290,12242,BLUE,SUP,,2021-06-15 01:28:41,2021-06-15 01:28:41
CUS0011291,12243,BLUE,EXE,Non-smoking,2022-10-20 04:44:15,2024-04-15 19:49:25
CUS0011292,12244,BLUE,STD,,2022-02-05 05:39:38,2022-02-05 05:39:38
CUS0011293,12246,BLUE,SUP,,2023-03-02 10:36:20,2023-09-04 11:06:30
CUS0011294,12247,BLUE,SUT,Non-smoking,2021-09-29 23:38:22,2024-12-31 18:16:50
CUS0011295,12248,BLUE,DLX,Non-smoking,2022-02-26 05:41:56,2023-06-18 07:04:08
CUS0011296,12249,GOLD,EXE,,2022-03-27 03:27:18,2026-03-06 18:05:33
CUS0011297,12250,PLATINUM,STD,King bed,2021-11-04 00:07:37,2025-06-10 19:48:53
CUS0011298,12251,BLUE,SUT,,2022-03-04 09:30:53,2022-03-04 09:30:53
CUS0011299,12252,BLUE,SUP,King bed,2022-04-11 16:14:49,2022-04-11 16:14:49
CUS0011300,12253,SILVER,SUP,,2022-05-11 11:49:52,2022-10-03 10:48:12
CUS0011301,12255,BLUE,SUP,,2023-12-16 01:40:56,2024-08-07 14:10:16
CUS0011302,12256,BLUE,EXE,,2023-01-02 03:31:21,2023-11-14 14:35:56
CUS0011303,12257,BLUE,STD,King bed,2021-11-25 10:27:46,2026-04-01 08:40:20
CUS0011304,12258,BLUE,SUP,High floor,2023-01-09 06:55:50,2025-08-11 01:33:11
CUS0011305,12259,SILVER,SUP,Near elevator,2023-02-11 22:06:32,2024-08-20 20:03:45
CUS0011306,12260,BLUE,SUP,King bed,2022-01-11 07:48:13,2022-01-11 07:48:13
CUS0011307,12261,BLUE,DLX,High floor,2022-04-20 15:08:08,2022-04-20 15:08:08
CUS0011308,12262,BLUE,SUT,,2022-02-04 04:13:49,2025-07-24 00:41:13
CUS0011309,12263,GOLD,SUT,High floor,2022-03-19 01:07:42,2022-03-19 01:07:42
CUS0011310,12264,BLUE,EXE,Non-smoking,2022-10-27 16:46:11,2025-08-06 11:44:29
CUS0011311,12265,BLUE,EXE,Non-smoking,2023-05-08 02:18:00,2023-05-29 12:34:57
CUS0011312,12266,BLUE,DLX,King bed,2021-11-18 06:37:36,2024-09-08 17:59:46
CUS0011313,12267,BLUE,STD,Near elevator,2023-03-23 04:50:01,2024-06-27 02:19:20
CUS0011314,12268,BLUE,DLX,Non-smoking,2023-04-23 12:51:32,2023-05-17 03:01:17
CUS0011315,12269,BLUE,DLX,King bed,2023-03-06 11:00:31,2023-12-18 02:51:56
CUS0011316,12270,BLUE,SUP,Non-smoking,2022-06-24 03:51:17,2022-10-26 01:04:58
CUS0011317,12271,BLUE,SUP,High floor,2022-10-04 21:58:00,2022-10-04 21:58:00
CUS0011318,12272,BLUE,EXE,King bed,2021-08-09 08:50:46,2021-08-09 08:50:46
CUS0011319,12273,BLUE,EXE,High floor,2021-10-14 07:43:57,2025-02-23 17:42:15
CUS0011320,12274,BLUE,SUT,,2021-09-29 11:20:08,2022-05-16 14:36:01
CUS0011321,12275,SILVER,EXE,Non-smoking,2022-01-05 10:36:06,2023-02-16 19:38:36
CUS0011322,12277,BLUE,DLX,Near elevator,2023-01-18 13:49:50,2024-05-29 22:28:54
CUS0011323,12278,SILVER,DLX,Non-smoking,2022-07-05 15:21:27,2023-06-07 02:49:31
CUS0011324,12279,BLUE,SUT,King bed,2021-06-26 10:28:19,2021-06-26 10:28:19
CUS0011325,12280,SILVER,EXE,Near elevator,2021-12-13 23:34:32,2024-05-23 10:01:04
CUS0011326,12281,BLUE,DLX,,2021-07-07 16:49:18,2025-10-21 14:09:00
CUS0011327,12282,SILVER,EXE,,2022-12-16 13:15:16,2025-11-07 14:48:49
CUS0011328,12283,BLUE,STD,,2021-06-27 04:41:15,2021-06-27 04:41:15
CUS0011329,12284,BLUE,DLX,High floor,2021-09-24 20:47:14,2026-05-09 10:59:02
CUS0011330,12285,SILVER,DLX,,2022-09-15 03:33:45,2023-12-09 13:22:24
CUS0011331,12286,BLUE,SUT,Near elevator,2021-07-25 12:37:10,2024-11-11 14:22:34
CUS0011332,12287,BLUE,EXE,King bed,2022-06-23 00:38:47,2022-06-23 00:38:47
CUS0011333,12288,BLUE,DLX,High floor,2021-07-09 17:11:32,2025-03-23 11:28:38
CUS0011334,12289,GOLD,SUP,Near elevator,2022-02-14 17:49:50,2022-02-14 17:49:50
CUS0011335,12290,BLUE,SUT,King bed,2022-01-16 03:12:51,2024-10-12 22:02:06
CUS0011336,12291,SILVER,EXE,,2021-08-14 16:30:17,2025-07-25 19:07:06
CUS0011337,12292,BLUE,STD,King bed,2022-11-22 11:37:34,2025-04-04 10:28:55
CUS0011338,12293,BLUE,STD,High floor,2023-03-11 19:18:52,2024-09-16 03:27:34
CUS0011339,12294,PLATINUM,SUP,Non-smoking,2021-07-11 20:40:17,2021-07-11 20:40:17
CUS0011340,12295,BLUE,DLX,,2021-10-25 01:26:09,2023-07-08 17:39:57
CUS0011341,12296,BLUE,SUT,Near elevator,2022-08-09 12:38:22,2026-03-17 08:47:25
CUS0011342,12297,GOLD,STD,High floor,2022-11-26 00:29:44,2025-09-14 21:33:01
CUS0011343,12299,GOLD,EXE,High floor,2023-08-18 02:50:13,2025-10-16 10:32:43
CUS0011344,12300,GOLD,DLX,High floor,2021-08-12 02:57:21,2024-09-01 07:43:11
CUS0011345,12301,GOLD,DLX,,2022-11-12 20:12:42,2024-05-03 07:12:33
CUS0011346,12302,SILVER,EXE,Near elevator,2021-06-13 00:06:14,2021-06-13 00:06:14
CUS0011347,12303,GOLD,SUP,High floor,2023-05-27 14:40:26,2023-05-27 14:40:26
CUS0011348,12305,BLUE,EXE,,2022-11-22 16:05:42,2024-08-22 08:53:00
CUS0011349,12306,BLUE,SUT,Near elevator,2022-05-25 13:08:59,2023-03-18 20:32:43
CUS0011350,12307,SILVER,DLX,Near elevator,2022-06-09 03:35:17,2025-08-29 07:48:06
CUS0011351,12308,BLUE,SUT,Near elevator,2023-01-14 04:34:05,2025-07-14 19:40:02
CUS0011352,12309,SILVER,STD,Non-smoking,2021-09-13 04:34:45,2021-09-13 04:34:45
CUS0011353,12310,BLUE,STD,Non-smoking,2022-12-18 13:05:04,2025-07-21 05:36:34
CUS0011354,12311,PLATINUM,DLX,,2021-09-26 14:20:18,2026-01-07 23:04:02
CUS0011355,12312,BLUE,STD,Near elevator,2023-03-06 15:56:50,2024-07-08 05:34:26
CUS0011356,12313,BLUE,SUT,King bed,2023-01-17 23:06:54,2024-10-18 11:17:24
CUS0011357,12314,BLUE,EXE,,2023-02-08 22:32:51,2026-05-05 05:58:46
CUS0011358,12315,BLUE,STD,,2023-01-16 02:04:18,2023-01-16 02:04:18
CUS0011359,12316,GOLD,STD,Near elevator,2021-07-31 09:53:56,2022-12-23 03:25:26
CUS0011360,12317,BLUE,STD,,2023-04-06 21:17:27,2023-04-06 21:17:27
CUS0011361,12318,BLUE,STD,,2022-10-27 17:05:41,2024-02-06 03:02:05
CUS0011362,12319,BLUE,SUP,King bed,2023-03-28 17:21:40,2023-03-28 17:21:40
CUS0011363,12320,BLUE,EXE,,2023-02-26 12:03:03,2023-02-26 12:03:03
CUS0011364,12322,BLUE,DLX,Non-smoking,2023-01-19 11:15:08,2023-10-08 09:48:14
CUS0011365,12323,SILVER,SUP,Near elevator,2022-03-06 09:42:46,2022-03-06 09:42:46
CUS0011366,12324,BLUE,EXE,High floor,2022-02-22 05:26:14,2023-06-13 19:54:13
CUS0011367,12325,PLATINUM,EXE,King bed,2023-05-07 12:33:57,2023-05-07 12:33:57
CUS0011368,12326,GOLD,STD,Non-smoking,2022-09-03 01:39:40,2026-05-03 09:05:48
CUS0011369,12328,GOLD,EXE,High floor,2024-03-27 02:09:28,2025-12-24 23:05:42
CUS0011370,12329,BLUE,STD,High floor,2021-12-15 01:10:23,2024-05-18 11:25:46
CUS0011371,12330,BLUE,DLX,Near elevator,2022-07-24 05:04:51,2022-07-24 05:04:51
CUS0011372,12331,SILVER,DLX,,2021-07-04 10:11:13,2024-08-25 11:31:04
CUS0011373,12332,BLUE,SUT,,2022-03-25 07:34:32,2025-10-19 12:02:18
CUS0011374,12333,SILVER,SUT,,2022-10-26 11:05:43,2026-02-01 04:01:35
CUS0011375,12334,BLUE,SUP,Near elevator,2021-09-15 08:02:05,2021-09-15 08:02:05
CUS0011376,12335,GOLD,SUT,King bed,2022-08-01 07:08:01,2022-08-01 07:08:01
CUS0011377,12336,BLUE,SUP,Near elevator,2022-07-09 23:38:18,2025-09-30 09:46:51
CUS0011378,12337,BLUE,STD,King bed,2022-05-01 20:18:46,2024-04-18 19:53:20
CUS0011379,12338,BLUE,SUT,King bed,2022-06-08 03:23:53,2026-02-11 23:08:34
CUS0011380,12339,SILVER,SUP,Non-smoking,2022-09-05 17:28:52,2026-04-01 02:48:58
CUS0011381,12340,SILVER,DLX,Near elevator,2022-11-23 19:10:17,2025-03-26 08:43:22
CUS0011382,12342,BLUE,DLX,High floor,2022-09-16 09:22:48,2025-12-27 17:15:10
CUS0011383,12343,SILVER,SUT,Non-smoking,2021-11-29 09:02:49,2021-11-29 09:02:49
CUS0011384,12344,BLUE,DLX,,2022-09-11 22:59:23,2022-09-11 22:59:23
CUS0011385,12345,BLUE,DLX,Non-smoking,2021-06-02 05:35:22,2024-09-30 06:35:16
CUS0011386,12346,SILVER,EXE,,2022-01-09 19:58:09,2022-03-15 16:52:05
CUS0011387,12347,BLUE,SUP,Non-smoking,2022-03-08 07:31:00,2024-09-03 15:20:27
CUS0011388,12348,BLUE,EXE,High floor,2022-06-28 12:35:39,2023-09-24 22:07:28
CUS0011389,12349,BLUE,SUP,,2023-03-31 04:48:32,2026-02-16 23:19:15
CUS0011390,12350,BLUE,EXE,High floor,2022-12-31 16:46:39,2024-07-09 21:27:05
CUS0011391,12351,BLUE,SUT,,2021-11-08 03:21:27,2025-01-01 03:21:24
CUS0011392,12352,BLUE,EXE,,2021-07-16 22:19:58,2022-08-07 11:40:30
CUS0011393,12353,BLUE,DLX,,2021-11-20 14:42:32,2022-07-05 19:42:20
CUS0011394,12354,BLUE,SUP,High floor,2021-09-02 15:04:38,2021-09-02 15:04:38
CUS0011395,12355,GOLD,SUP,Non-smoking,2022-10-15 21:02:18,2023-09-21 01:50:05
CUS0011396,12356,SILVER,SUT,Non-smoking,2022-10-13 11:02:31,2022-11-08 05:10:54
CUS0011397,12357,BLUE,STD,Near elevator,2022-12-06 19:04:50,2026-03-24 15:43:01
CUS0011398,12358,BLUE,SUP,Non-smoking,2022-11-22 19:05:12,2024-03-08 00:01:18
CUS0011399,12359,BLUE,DLX,High floor,2022-12-22 05:35:31,2024-05-05 01:11:05
CUS0011400,12360,BLUE,EXE,,2021-09-17 05:42:24,2022-10-10 10:15:59
CUS0011401,12361,BLUE,DLX,,2023-03-06 15:49:47,2023-03-06 15:49:47
CUS0011402,12362,BLUE,STD,Near elevator,2021-06-17 17:36:59,2022-09-13 06:29:46
CUS0011403,12363,BLUE,STD,King bed,2023-01-23 03:56:50,2024-08-09 00:30:13
CUS0011404,12364,BLUE,DLX,King bed,2022-06-22 22:40:12,2025-07-13 18:03:20
CUS0011405,12365,BLUE,SUP,,2021-12-18 17:35:04,2021-12-18 17:35:04
CUS0011406,12366,BLUE,DLX,,2023-02-21 07:27:40,2025-08-30 23:21:43
CUS0011407,12367,BLUE,SUP,,2023-03-01 02:18:20,2023-03-01 02:18:20
CUS0011408,12368,BLUE,DLX,High floor,2022-05-08 07:08:47,2023-04-14 02:26:58
CUS0011409,12369,SILVER,SUT,Non-smoking,2021-09-17 22:18:35,2023-12-10 17:16:30
CUS0011410,12370,BLUE,EXE,,2023-04-02 05:11:16,2023-06-20 14:19:39
CUS0011411,12371,BLUE,DLX,Near elevator,2021-07-20 19:56:21,2024-05-28 17:58:10
CUS0011412,12372,BLUE,STD,Non-smoking,2022-01-29 20:56:35,2026-03-15 06:20:55
CUS0011413,12373,BLUE,SUP,Near elevator,2022-03-01 02:06:24,2022-03-01 02:06:24
CUS0011414,12374,GOLD,SUP,,2021-08-29 15:25:20,2021-08-29 15:25:20
CUS0011415,12375,BLUE,STD,,2022-06-03 02:07:17,2026-03-29 18:42:54
CUS0011416,12376,BLUE,DLX,High floor,2022-01-13 11:15:44,2024-09-18 06:27:22
CUS0011417,12377,SILVER,EXE,High floor,2022-09-19 11:28:09,2026-03-11 05:51:29
CUS0011418,12378,BLUE,STD,,2021-08-28 06:24:53,2021-12-21 03:17:58
CUS0011419,12379,GOLD,STD,High floor,2022-04-17 18:37:22,2022-04-17 18:37:22
CUS0011420,12381,BLUE,SUT,,2023-04-08 02:51:51,2023-06-07 18:11:08
CUS0011421,12382,SILVER,EXE,Near elevator,2021-07-02 05:21:38,2022-05-05 21:39:47
CUS0011422,12383,BLUE,DLX,,2021-10-02 17:27:23,2026-02-28 23:01:04
CUS0011423,12384,BLUE,EXE,Near elevator,2023-02-26 08:42:23,2025-07-25 11:45:58
CUS0011424,12385,BLUE,DLX,,2021-06-17 09:46:22,2021-06-17 09:46:22
CUS0011425,12386,GOLD,SUP,,2021-12-13 13:52:51,2023-06-06 07:09:33
CUS0011426,12387,SILVER,STD,,2021-11-12 10:35:01,2022-12-20 11:03:26
CUS0011427,12388,BLUE,SUP,,2021-11-18 23:19:02,2021-11-18 23:19:02
CUS0011428,12389,BLUE,EXE,King bed,2023-01-04 20:36:23,2023-01-04 20:36:23
CUS0011429,12390,BLUE,SUP,,2022-11-03 10:26:49,2024-07-26 15:03:08
CUS0011430,12391,BLUE,STD,Non-smoking,2022-09-13 09:37:00,2022-09-13 09:37:00
CUS0011431,12392,BLUE,SUT,,2022-08-10 06:14:30,2022-08-10 06:14:30
CUS0011432,12393,SILVER,EXE,,2021-10-06 23:31:09,2021-10-06 23:31:09
CUS0011433,12394,GOLD,EXE,High floor,2022-08-02 01:36:12,2022-08-02 01:36:12
CUS0011434,12395,BLUE,STD,King bed,2022-12-15 13:26:15,2025-11-16 22:20:58
CUS0011435,12396,SILVER,STD,,2023-01-30 06:34:29,2024-02-01 04:03:25
CUS0011436,12397,BLUE,STD,,2022-05-15 10:03:28,2022-06-30 14:16:10
CUS0011437,12398,BLUE,STD,Non-smoking,2022-04-17 02:03:05,2022-05-12 11:19:55
CUS0011438,12399,BLUE,EXE,Near elevator,2022-03-13 13:20:27,2026-01-12 09:19:18
CUS0011439,12400,SILVER,SUP,,2021-11-22 05:26:17,2021-12-26 22:53:26
CUS0011440,12402,GOLD,EXE,King bed,2024-12-16 18:26:02,2025-05-08 07:15:03
CUS0011441,12403,BLUE,SUT,King bed,2021-07-01 22:24:22,2024-11-12 00:33:35
CUS0011442,12404,BLUE,SUP,Near elevator,2022-01-02 11:33:56,2022-01-02 11:33:56
CUS0011443,12405,BLUE,DLX,King bed,2022-06-04 10:00:57,2023-04-26 19:08:10
CUS0011444,12406,BLUE,SUT,,2022-06-19 20:51:09,2023-02-21 16:11:36
CUS0011445,12407,BLUE,SUT,,2022-02-08 18:41:37,2023-10-07 00:16:57
CUS0011446,12408,SILVER,DLX,,2021-12-18 15:21:05,2025-12-06 13:45:50
CUS0011447,12410,BLUE,SUT,High floor,2024-08-02 23:54:03,2024-08-02 23:54:03
CUS0011448,12411,BLUE,STD,,2022-04-04 03:11:57,2022-04-04 03:11:57
CUS0011449,12412,SILVER,SUP,Non-smoking,2022-11-28 15:49:11,2025-01-05 01:28:50
CUS0011450,12413,GOLD,SUT,Non-smoking,2022-12-13 13:00:24,2022-12-13 13:00:24
CUS0011451,12414,BLUE,EXE,Non-smoking,2022-08-14 14:21:05,2022-08-14 14:21:05
CUS0011452,12415,BLUE,DLX,,2021-11-20 08:52:27,2024-05-13 17:58:21
CUS0011453,12416,SILVER,EXE,Near elevator,2022-06-21 14:41:29,2022-08-13 02:40:45
CUS0011454,12417,GOLD,EXE,King bed,2021-11-09 02:21:41,2025-08-21 09:55:07
CUS0011455,12419,GOLD,SUP,Near elevator,2024-11-05 15:11:51,2025-08-13 23:49:16
CUS0011456,12420,BLUE,STD,Non-smoking,2023-04-14 13:57:01,2026-02-17 12:37:18
CUS0011457,12421,BLUE,SUT,High floor,2022-07-18 21:02:57,2022-07-18 21:02:57
CUS0011458,12422,SILVER,DLX,High floor,2023-04-01 23:29:24,2025-03-15 07:44:46
CUS0011459,12423,BLUE,DLX,,2021-07-27 07:42:14,2022-04-25 08:41:18
CUS0011460,12424,SILVER,STD,,2022-08-31 21:29:31,2025-03-13 01:33:02
CUS0011461,12425,BLUE,SUP,,2023-02-22 15:55:48,2024-04-15 13:02:20
CUS0011462,12426,BLUE,STD,Near elevator,2021-12-19 10:28:59,2021-12-19 10:28:59
CUS0011463,12427,BLUE,EXE,,2022-05-23 11:59:26,2022-05-23 11:59:26
CUS0011464,12428,SILVER,EXE,,2022-09-07 16:14:35,2023-07-03 00:44:34
CUS0011465,12429,BLUE,SUP,Non-smoking,2021-10-12 12:46:00,2024-07-04 17:51:40
CUS0011466,12430,BLUE,EXE,,2022-01-14 17:32:36,2022-01-14 17:32:36
CUS0011467,12431,BLUE,DLX,Non-smoking,2022-03-26 03:28:56,2025-05-27 04:49:51
CUS0011468,12432,BLUE,DLX,High floor,2022-08-06 18:11:20,2022-08-21 14:17:55
CUS0011469,12433,BLUE,SUP,High floor,2022-11-28 17:54:16,2023-02-05 21:57:38
CUS0011470,12434,GOLD,DLX,King bed,2021-08-01 06:28:18,2024-11-24 12:59:37
CUS0011471,12435,BLUE,EXE,,2022-01-21 00:45:19,2022-01-21 00:45:19
CUS0011472,12436,BLUE,EXE,,2021-06-27 09:09:46,2024-12-28 03:05:25
CUS0011473,12437,SILVER,EXE,,2021-12-20 23:39:26,2021-12-20 23:39:26
CUS0011474,12438,PLATINUM,SUT,King bed,2023-04-19 00:05:03,2024-07-15 02:40:23
CUS0011475,12439,BLUE,EXE,High floor,2022-09-02 17:25:22,2022-09-02 17:25:22
