payment_key,payment_date_key,payment_time_key,customer_key,payment_method_key,currency_key,flight_segment_key,hotel_stay_key,payment_reference,invoice_number,payment_status,payment_gateway,installment_months,gross_amount_usd,discount_amount_usd,tax_amount_usd,net_amount_usd,refund_amount_usd,gateway_fee_usd,loyalty_points_used,loyalty_points_earned,transaction_amount_local,source_reference_num,transaction_source
11136,7,1330,1682,2,2,,9770.0,PAY59798606328,INV-LI205-176662,Pending,Xendit,0,352.2,0.0,35.65,387.85,0.0,6.98,0,0,6147422.5,HCF32773447,PARTNER
11137,1060,1700,2028,2,1,,7266.0,PAY30481397953,INV-FT957-598998,Completed,Xendit,0,586.23,0.0,57.86,644.09,0.0,11.59,4193,644,644.09,HCF15911496,PARTNER
11138,777,1630,1054,9,2,,6626.0,PAY11625860760,INV-DE263-702566,Completed,Stripe,0,101.1,10.11,10.1,101.09,0.0,2.93,0,101,1602276.5,HCF83451630,AIRLINE
11139,682,2245,760,4,2,,4866.0,PAY20405412067,INV-UL514-345726,Completed,Midtrans,0,349.15,34.92,29.39,343.62,0.0,6.87,0,687,5446377.0,HCF23353030,PARTNER
11140,326,2015,2424,1,6,,14157.0,PAY16322243679,INV-YV488-781345,Completed,PayPal,0,491.68,0.0,53.39,545.07,0.0,18.53,0,545,81487.97,HCF00903417,HOTEL
11141,607,915,1818,6,2,,3169.0,PAY60190730297,INV-SD012-555620,Failed,Xendit,0,113.18,0.0,11.43,124.61,0.0,2.24,0,0,1975068.5,HCF89995433,PARTNER
11142,901,0,320,13,4,,2218.0,PAY39340223504,INV-QT536-473773,Completed,Xendit,0,1059.12,0.0,119.06,1178.18,0.0,21.21,1270,3534,5513.88,HCF27657317,AIRLINE
11143,1039,1630,95,9,2,,2453.0,PAY02487608440,INV-HC980-046079,Completed,Internal,0,2269.71,0.0,181.91,2451.62,0.0,0.0,0,4903,38858177.0,HCF88527353,AIRLINE
11144,910,1130,880,1,10,,14864.0,PAY38333825728,INV-IU106-337765,Completed,Xendit,12,178.56,26.78,14.97,166.75,0.0,3.0,0,166,1303.99,HCF54173081,HOTEL
11145,120,1645,1544,9,5,,4336.0,PAY94421396494,INV-RT060-977903,Completed,Stripe,0,8051.29,402.56,745.87,8394.6,0.0,243.44,0,8394,306402.9,HCF29157071,AIRLINE
11146,846,1400,325,1,3,,10529.0,PAY97639111875,INV-US529-968165,Completed,Midtrans,0,378.59,18.93,39.1,398.76,0.0,7.98,7887,398,538.33,HCF67065622,AGENT
11147,988,1145,2823,7,2,,8557.0,PAY75936154177,INV-UL036-001536,Completed,Midtrans,0,333.76,0.0,35.22,368.98,0.0,7.38,0,1106,5848333.0,HCF70107837,PARTNER
11148,656,1215,1687,2,10,,11329.0,PAY62610580351,INV-NM769-680456,Expired,Midtrans,3,3248.06,0.0,17.45,204.2,0.0,4.08,0,0,1596.84,HCF03041690,AIRLINE
11149,777,545,2187,12,2,,9789.0,PAY41410912874,INV-QE293-035895,Completed,Internal,0,509.61,0.0,59.97,569.58,0.0,0.0,4303,2847,9027843.0,HCF34032079,PARTNER
11150,598,1745,1771,1,1,,439.0,PAY05084071112,INV-HO370-204095,Completed,Midtrans,0,1629.91,325.98,106.03,1409.96,0.0,28.2,612,2819,1409.96,HCF07602291,HOTEL
11151,840,1845,1948,1,1,,4513.0,PAY16915566929,INV-YO917-240940,Completed,Midtrans,0,1707.66,170.77,167.55,1704.44,0.0,34.09,0,1704,1704.44,HCF57621069,PARTNER
11152,353,2130,203,4,2,,11092.0,PAY74969659195,INV-IX248-139170,Completed,PayPal,12,2510.11,125.51,196.24,2580.84,0.0,87.75,438,5161,40906314.0,HCF43380421,HOTEL
11153,857,2245,1046,10,1,,13370.0,PAY92609846949,INV-YL489-225986,Expired,PayPal,0,2435.41,487.08,188.73,2137.06,0.0,72.66,0,0,2137.06,HCF94955161,AGENT
11154,332,1415,2881,7,6,,4614.0,PAY81648859952,INV-FR361-750308,Completed,Stripe,0,1634.51,245.18,148.02,1537.35,0.0,44.58,0,1537,229833.82,HCF32243340,HOTEL
11155,179,1400,1516,7,5,,8672.0,PAY12358253054,INV-LX994-664245,Completed,Midtrans,0,101.37,0.0,10.04,111.41,0.0,2.23,29,557,4066.46,HCF70533045,AGENT
11156,529,830,1121,1,2,,3730.0,PAY33070907673,INV-RW970-651792,Completed,DOKU,0,7488.46,1497.69,545.05,6535.82,0.0,143.79,10090,19607,103592747.0,HCF12825271,AGENT
11157,173,1500,144,7,2,,6329.0,PAY06109648519,INV-DT755-858370,Completed,Internal,0,3822.73,382.27,407.4,3847.86,0.0,0.0,0,11543,60988581.0,HCF13369221,AIRLINE
11158,578,2145,2988,5,9,,14574.0,PAY53384225684,INV-CM106-346663,Completed,Midtrans,0,192.34,9.62,18.37,201.09,0.0,4.02,0,402,158.86,HCF94146008,AIRLINE
11159,250,1645,2515,1,2,,9700.0,PAY49885890805,INV-FD484-761489,Completed,Xendit,0,230.59,0.0,24.26,254.85,0.0,4.59,3223,254,4039372.5,HCF26875520,PARTNER
11160,230,1900,2209,1,2,,13245.0,PAY32123502848,INV-AT363-913272,Completed,Midtrans,0,5595.41,279.77,439.54,5755.18,0.0,115.1,841,5755,91219603.0,HCF51961822,AGENT
11161,853,2030,2068,12,2,,14358.0,PAY62837894784,INV-SM713-863589,Completed,Xendit,0,844.49,126.67,82.78,800.6,0.0,14.41,0,1601,12689510.0,HCF53304777,AIRLINE
11162,36,715,609,2,5,,507.0,PAY60051721426,INV-CX827-292812,Completed,Xendit,0,2529.61,126.48,208.25,2611.38,0.0,47.0,0,2611,95315.37,HCF07806815,HOTEL
11163,1026,230,2633,9,2,,13504.0,PAY56444696551,INV-VW252-667286,Pending,Stripe,0,948.16,0.0,122.65,1070.81,0.0,31.05,0,0,16972338.5,HCF30675488,AIRLINE
11164,328,100,2473,1,2,,8473.0,PAY97498017093,INV-JL678-886176,Completed,DOKU,0,491.8,73.77,53.94,471.97,0.0,10.38,0,943,7480724.5,HCF95964742,PARTNER
11165,414,600,298,14,2,,13443.0,PAY47061904511,INV-DU247-629562,Completed,Stripe,0,635.42,95.31,55.11,595.22,0.0,17.26,667,1190,9434237.0,HCF11755377,AGENT
11166,490,1345,2452,12,2,,1486.0,PAY08645252676,INV-ZP001-718673,Completed,Midtrans,0,840.29,42.01,68.37,866.65,0.0,17.33,0,2599,13736402.5,HCF52276849,AIRLINE
11167,204,730,1304,1,2,,13729.0,PAY62490743198,INV-AS971-713951,Completed,Xendit,0,206.67,10.33,24.14,220.48,0.0,3.97,843,1102,3494608.0,HCF27528666,HOTEL
11168,367,815,615,15,1,,10740.0,PAY35470616796,INV-HH921-957429,Completed,Midtrans,0,7556.85,1511.37,602.92,6648.4,0.0,132.97,0,19945,6648.4,HCF33427670,HOTEL
11169,774,2000,2976,1,5,,8977.0,PAY41914391316,INV-FI929-979126,Completed,Stripe,0,944.66,94.47,109.48,959.67,0.0,27.83,0,959,35027.96,HCF38732731,PARTNER
11170,1064,1915,704,2,2,,3550.0,PAY29270457615,INV-RK599-657842,Failed,DOKU,12,267.26,0.0,22.33,289.59,0.0,6.37,0,0,4590001.5,HCF50860323,PARTNER
11171,688,1430,1733,1,2,,5344.0,PAY66013909537,INV-PN924-262482,Cancelled,Midtrans,6,452.28,0.0,47.1,499.38,0.0,9.99,0,0,7915173.0,HCF95503338,PARTNER
11172,845,1700,2748,2,8,,12058.0,PAY45364563546,INV-HK759-480173,Failed,Stripe,0,966.05,-48.3,69.12,841.96,0.0,24.42,0,0,3092.1,HCF02419565,HOTEL
11173,171,2230,2258,2,4,,6151.0,PAY95740778472,INV-FU283-015343,Completed,Midtrans,0,1189.53,59.48,141.84,1271.89,0.0,25.44,0,1271,5952.45,HCF78272628,PARTNER
11174,719,1115,2687,15,5,,13445.0,PAY31480654623,INV-FW240-157915,Completed,Xendit,0,987.08,49.35,116.32,1054.05,0.0,18.97,0,2108,38472.82,HCF70305808,AGENT
11175,24,2100,2671,7,10,,952.0,PAY88684288338,INV-WD799-582443,Completed,Xendit,0,1334.63,133.46,111.61,1312.78,0.0,23.63,0,3938,10265.94,HCF70479059,AIRLINE
11176,746,1745,1673,13,3,,14420.0,PAY67038688544,INV-KQ380-205696,Completed,Midtrans,0,87.41,17.48,8.1,78.03,0.0,1.56,0,156,105.34,HCF35000102,PARTNER
11177,614,1815,2740,10,3,,4695.0,PAY01882082038,INV-AD194-509118,Failed,Xendit,0,137.61,0.0,15.17,152.78,0.0,2.75,0,0,206.25,HCF35115508,AGENT
11178,353,1200,2077,2,2,,11731.0,PAY92422034197,INV-LG219-250734,Completed,Xendit,0,1980.37,99.02,228.5,2109.85,0.0,37.98,409,4219,33441122.5,HCF75103981,AIRLINE
11179,402,1500,1614,12,2,,6686.0,PAY57171918966,INV-ED907-737230,Completed,Xendit,0,71.76,0.0,7.39,79.15,0.0,1.42,0,79,1254527.5,HCF92644619,HOTEL
11180,183,945,93,5,8,,14493.0,PAY01149291562,INV-KX212-529120,Completed,Midtrans,0,169.48,0.0,16.27,185.75,0.0,3.72,0,928,682.17,HCF42292514,PARTNER
11181,782,245,2720,5,2,,2529.0,PAY23768634483,INV-UD156-887811,Completed,Midtrans,0,494.17,0.0,55.22,549.39,0.0,10.99,0,2746,8707831.5,HCF17845208,AIRLINE
11182,882,345,805,7,7,,12370.0,PAY43391964818,INV-PP414-944894,Completed,Xendit,0,807.24,0.0,79.72,886.96,0.0,15.97,0,886,1357.05,HCF60297471,AGENT
11183,443,1400,1515,1,6,,6577.0,PAY22613541346,INV-SB296-101296,Completed,Xendit,0,384.43,38.44,40.67,386.66,0.0,6.96,0,386,57805.67,HCF52653306,AGENT
11184,1019,1600,121,5,2,,4203.0,PAY62549328464,INV-GQ832-709648,Completed,Xendit,0,251.44,37.72,17.84,231.56,0.0,4.17,0,231,3670226.0,HCF40654701,AIRLINE
11185,1,15,1626,6,2,,5911.0,PAY81910860395,INV-FJ668-152421,Chargeback,Midtrans,0,552.63,0.0,54.88,607.51,607.51,12.15,0,0,9629033.5,HCF76463307,PARTNER
11186,161,530,669,4,2,,6773.0,PAY61499510875,INV-YB689-328764,Completed,Midtrans,12,756.51,113.48,57.34,700.37,0.0,14.01,0,700,11100864.5,HCF41845384,AGENT
11187,381,215,1217,2,2,,13695.0,PAY86610705971,INV-PL903-337899,Pending,Midtrans,0,1514.94,0.0,130.34,1645.28,0.0,32.91,0,0,26077688.0,HCF41811190,AIRLINE
11188,568,2030,108,2,2,,7172.0,PAY30908423928,INV-XE787-282522,Completed,Adyen,6,1177.54,176.63,127.49,1128.4,0.0,16.93,6520,5642,17885140.0,HCF98292834,AGENT
11189,483,115,1492,2,8,,14136.0,PAY65283594526,INV-TG242-905725,Failed,Midtrans,0,1290.98,129.1,121.72,1283.6,0.0,25.67,0,0,4714.02,HCF46863742,AGENT
11190,234,700,2272,7,2,,6687.0,PAY70336064662,INV-KL474-986807,Failed,Xendit,0,3447.36,0.0,426.16,3873.52,0.0,69.72,0,0,61395292.0,HCF09399474,AIRLINE
11191,176,1500,269,1,7,,13826.0,PAY41290405872,INV-ZD358-903423,Completed,Adyen,0,567.06,0.0,55.26,622.32,0.0,9.33,0,622,952.15,HCF73933320,AIRLINE
11192,793,615,2584,2,2,,2073.0,PAY82453612646,INV-MA670-984972,Failed,Midtrans,3,46.01,0.0,5.66,51.67,0.0,1.03,0,0,818969.5,HCF68899537,HOTEL
11193,819,200,158,7,4,,12180.0,PAY99399525393,INV-AV700-057100,Completed,Adyen,0,4791.76,0.0,566.71,5358.47,0.0,80.38,0,5358,25077.64,HCF57817380,AGENT
11194,370,1815,1894,9,2,,877.0,PAY04265206951,INV-RE041-337371,Completed,Midtrans,0,336.93,67.39,34.1,303.64,0.0,6.07,0,910,4812694.0,HCF56115457,AIRLINE
11195,17,2330,985,7,2,,3035.0,PAY96863431951,INV-LW018-760808,Completed,DOKU,0,1767.29,176.73,136.8,1727.36,0.0,38.0,0,1727,27378656.0,HCF69204288,AGENT
11196,661,1015,320,1,2,,561.0,PAY60874002910,INV-JX415-192044,Refunded,Midtrans,0,327.0,0.0,26.27,353.27,353.27,7.07,0,0,5599329.5,HCF09095969,PARTNER
11197,987,630,2204,2,2,,13177.0,PAY89998798065,INV-AX938-721446,Completed,PayPal,0,206.96,0.0,20.74,227.7,0.0,7.74,0,683,3609045.0,HCF94970969,AIRLINE
11198,477,545,2,9,2,,10302.0,PAY38584082134,INV-XL746-772351,Refunded,Xendit,0,117.41,0.0,14.09,131.5,131.5,2.37,0,0,2084275.0,HCF80954180,PARTNER
11199,612,1545,395,7,2,,4850.0,PAY72910672947,INV-GO575-589045,Completed,DOKU,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,HCF43889561,HOTEL
11200,115,515,1046,10,1,,3450.0,PAY30671649117,INV-ZO655-369732,Completed,Stripe,0,1145.75,0.0,133.16,1278.91,0.0,37.09,0,1278,1278.91,HCF69263549,AIRLINE
11201,390,945,2586,10,10,,13441.0,PAY90362741106,INV-JT953-491100,Completed,Midtrans,0,173.37,0.0,15.95,189.32,0.0,3.79,0,378,1480.48,HCF74658837,PARTNER
11202,665,730,993,5,2,,6598.0,PAY72933737466,INV-JL155-084652,Completed,Midtrans,0,1296.97,129.7,128.36,1295.63,0.0,25.91,296,1295,20535735.5,HCF93718695,HOTEL
11203,1029,2030,1960,6,7,,11287.0,PAY85175431250,INV-SU091-043618,Completed,Xendit,0,862.79,86.28,63.23,839.74,0.0,15.12,5332,839,1284.8,HCF98294208,HOTEL
11204,919,1615,105,5,2,,4199.0,PAY24951684819,INV-IN129-652361,Completed,Xendit,0,455.41,22.77,50.76,483.4,0.0,8.7,6679,966,7661890.0,HCF25356172,HOTEL
11205,948,1045,69,6,2,,11480.0,PAY12627516272,INV-QX809-851527,Completed,PayPal,0,937.03,0.0,96.93,1033.96,0.0,35.15,361,1033,16388266.0,HCF05170556,PARTNER
11206,568,1930,976,7,1,,10494.0,PAY64746265288,INV-FA661-187451,Completed,Xendit,0,131.78,0.0,10.58,142.36,0.0,2.56,0,711,142.36,HCF68722582,HOTEL
11207,42,2330,1218,1,3,,3438.0,PAY47349705129,INV-FU788-496606,Completed,Midtrans,0,268.73,0.0,22.61,291.34,0.0,5.83,0,291,393.31,HCF75867092,PARTNER
11208,148,300,786,7,2,,8314.0,PAY37413612277,INV-MK366-426884,Completed,Xendit,0,206.22,0.0,20.85,227.07,0.0,4.09,6016,681,3599059.5,HCF35843689,AGENT
11209,1051,2300,2872,2,7,,2590.0,PAY30735314033,INV-GA022-306624,Completed,Xendit,0,414.91,20.75,48.69,442.85,0.0,7.97,0,442,677.56,HCF61273688,HOTEL
11210,454,1530,1200,13,1,,2772.0,PAY61122120742,INV-LW353-427994,Pending,Adyen,0,586.77,0.0,68.36,655.13,0.0,9.83,0,0,655.13,HCF80440904,AGENT
11211,530,215,272,2,2,,3219.0,PAY74965962710,INV-HD458-639265,Completed,Midtrans,12,743.93,148.79,54.17,649.31,0.0,12.99,0,649,10291563.5,HCF77449196,PARTNER
11212,407,2315,2028,2,2,,4480.0,PAY83093211104,INV-RR261-898260,Completed,Adyen,0,913.27,0.0,113.43,1026.7,0.0,15.4,0,1026,16273195.0,HCF14466435,PARTNER
11213,470,1315,565,14,2,,5596.0,PAY42604256822,INV-VX562-575670,Completed,Xendit,0,4144.84,0.0,500.29,4645.13,0.0,83.61,0,4645,73625310.5,HCF30069752,HOTEL
11214,97,1245,154,4,2,,6543.0,PAY01788138566,INV-TZ037-291850,Completed,Midtrans,12,56627.41,0.0,7019.66,63647.07,0.0,1272.94,1277,63647,1008806059.5,HCF34557644,AIRLINE
11215,371,700,2873,1,3,,2835.0,PAY95431271119,INV-ED918-323167,Completed,PayPal,0,868.57,43.43,78.38,903.52,0.0,30.72,129,4517,1219.75,HCF66783992,AGENT
11216,852,1530,498,2,1,,10847.0,PAY51373610979,INV-TK710-547386,Completed,Adyen,0,666.84,66.68,68.94,669.1,0.0,10.04,0,2007,669.1,HCF42062565,AGENT
11217,756,2000,290,10,2,,5301.0,PAY98024697379,INV-NG957-974067,Completed,Midtrans,0,253.01,0.0,21.54,274.55,0.0,5.49,0,549,4351617.5,HCF21731387,HOTEL
11218,50,915,506,1,5,,13917.0,PAY89909840642,INV-NU646-458251,Completed,Midtrans,0,1962.01,0.0,231.96,2193.97,0.0,43.88,0,2193,80079.9,HCF51143976,AIRLINE
11219,113,1430,210,9,4,,3461.0,PAY30966536648,INV-GG447-961627,Completed,Midtrans,0,92.02,4.6,8.33,95.75,0.0,1.92,0,287,448.11,HCF94763367,AGENT
11220,301,2300,223,13,2,,9063.0,PAY43523277399,INV-YK333-738237,Completed,Midtrans,0,1351.97,0.0,139.2,1491.17,0.0,29.82,0,2982,23635044.5,HCF83262714,AGENT
11221,98,2345,287,1,2,,12912.0,PAY54915651845,INV-JP771-461409,Completed,Midtrans,0,2881.39,0.0,340.18,3221.57,0.0,64.43,2988,9664,51061884.5,HCF23028404,AIRLINE
11222,172,2215,1024,9,2,,13599.0,PAY93925460798,INV-UV647-087695,Completed,Xendit,0,895.73,0.0,104.01,999.74,0.0,18.0,0,2999,15845879.0,HCF73821964,AGENT
11223,1075,1045,1413,9,2,,408.0,PAY79158214962,INV-MU766-728319,Completed,DOKU,0,206.7,31.0,14.18,189.88,0.0,4.18,1232,189,3009598.0,HCF49393349,AGENT
11224,1031,215,2566,2,2,,11411.0,PAY15148952021,INV-MC927-574997,Failed,Xendit,0,739.74,36.99,71.71,774.46,0.0,13.94,0,0,12275191.0,HCF31011599,AIRLINE
11225,648,1600,36,2,1,,5708.0,PAY38573372784,INV-NX448-213403,Completed,Xendit,0,1652.86,247.93,156.73,1561.66,0.0,28.11,0,1561,1561.66,HCF44164141,HOTEL
11226,593,1245,1882,1,2,,6890.0,PAY88947585515,INV-DG178-822890,Completed,Midtrans,3,2154.78,0.0,270.0,2424.78,0.0,48.5,0,12123,38432763.0,HCF14208331,PARTNER
11227,924,530,2759,14,2,,12170.0,PAY51442414236,INV-ZX802-623821,Completed,DOKU,0,98.71,0.0,11.21,109.92,0.0,2.42,0,219,1742232.0,HCF19669884,HOTEL
11228,527,930,128,6,2,,11096.0,PAY16182825440,INV-EP844-992212,Refunded,Xendit,0,916.77,0.0,115.85,1032.62,1032.62,18.59,0,0,16367027.0,HCF77657261,AIRLINE
11229,156,1900,339,2,2,,7938.0,PAY55016960006,INV-WR215-842720,Completed,PayPal,0,733.76,73.38,61.05,721.43,0.0,24.53,1967,721,11434665.5,HCF94803791,AGENT
11230,326,2015,782,1,10,,696.0,PAY69509464854,INV-SI582-036396,Completed,Stripe,0,1742.3,174.23,158.4,1726.47,0.0,50.07,3708,5179,13501.0,HCF27271935,AIRLINE
11231,705,745,901,1,2,,13508.0,PAY13094603162,INV-NQ690-637119,Pending,Xendit,0,5008.15,250.41,592.04,5349.78,0.0,96.3,0,0,84794013.0,HCF86232650,PARTNER
11232,889,1230,864,6,6,,8074.0,PAY99462128279,INV-PH985-682667,Completed,Xendit,0,22525.92,0.0,135.07,1412.3,0.0,25.42,0,1412,211138.85,HCF91828708,AIRLINE
11233,76,1445,2577,6,2,,13477.0,PAY19284799898,INV-FQ661-208654,Completed,Xendit,0,1373.88,0.0,173.0,1546.88,0.0,27.84,0,1546,24518048.0,HCF44305082,HOTEL
11234,373,915,1237,9,2,,11193.0,PAY16360757383,INV-HE484-183101,Completed,Xendit,0,1304.37,0.0,130.04,1434.41,0.0,25.82,0,4303,22735398.5,HCF12516845,AGENT
11235,159,1415,339,10,2,,7938.0,PAY53239568622,INV-VW556-128710,Completed,Midtrans,0,12628.34,0.0,81.23,814.99,0.0,16.3,0,814,12917591.5,HCF94803791,PARTNER
11236,582,2000,2417,9,2,,7713.0,PAY76825265805,INV-DT781-157941,Completed,Xendit,0,1971.1,0.0,249.7,2220.8,0.0,39.97,0,11104,35199680.0,HCF78121121,PARTNER
11237,222,1130,978,1,2,,6149.0,PAY83717207746,INV-XX976-486311,Completed,DOKU,0,1526.63,0.0,181.05,1707.68,0.0,37.57,0,3415,27066728.0,HCF86464689,HOTEL
11238,494,1115,1201,7,2,,243.0,PAY31647870308,INV-IS175-758145,Completed,PayPal,0,1998.33,0.0,208.12,2206.45,0.0,75.02,0,2206,34972232.5,HCF72685422,AGENT
11239,646,1245,2823,7,10,,12282.0,PAY64540337205,INV-SK084-844510,Completed,Xendit,0,429.21,42.92,44.71,431.0,0.0,7.76,0,1293,3370.42,HCF32958276,HOTEL
11240,862,745,2402,1,2,,1090.0,PAY12526040468,INV-PB603-211793,Completed,Midtrans,12,825.12,0.0,90.47,915.59,0.0,18.31,0,915,14512101.5,HCF50645745,AIRLINE
11241,258,1630,2494,7,3,,12837.0,PAY64604160195,INV-DX446-783394,Completed,Internal,0,1301.23,130.12,109.19,1280.3,0.0,0.0,0,2560,1728.4,HCF91905926,AIRLINE
11242,646,930,336,6,4,,6417.0,PAY99520207033,INV-UZ584-180198,Expired,Xendit,0,963.03,0.0,94.74,1057.77,0.0,19.04,0,0,4950.36,HCF10264521,AGENT
11243,139,830,1146,1,1,,8769.0,PAY96787885065,INV-OB389-821106,Failed,Adyen,3,1425.07,0.0,156.18,1581.25,0.0,23.72,0,0,1581.25,HCF89939888,AIRLINE
11244,908,1745,849,2,2,,10963.0,PAY18278182340,INV-LA629-321140,Failed,Midtrans,12,885.04,0.0,73.98,959.02,0.0,19.18,0,0,15200467.0,HCF83071472,PARTNER
11245,1065,430,1112,1,5,,11647.0,PAY52495822261,INV-AR513-749423,Partial Refund,Xendit,0,1752.72,0.0,156.34,1909.06,527.84,34.36,0,0,69680.69,HCF08880221,AIRLINE
11246,306,1115,179,1,2,,12249.0,PAY88447881453,INV-UV586-352134,Completed,PayPal,0,818.71,40.94,65.4,843.17,0.0,28.67,0,1686,13364244.5,HCF63164597,PARTNER
11247,627,1615,2722,2,1,,10803.0,PAY62612754415,INV-JK484-971385,Completed,Midtrans,0,289.74,0.0,27.16,316.9,0.0,6.34,0,316,316.9,HCF36624196,PARTNER
11248,693,1900,707,4,7,,9817.0,PAY42826040527,INV-IC268-674554,Completed,Xendit,0,76.66,7.67,5.91,74.9,0.0,1.35,0,224,114.6,HCF47569919,AGENT
11249,641,830,1383,2,2,,11986.0,PAY05017801252,INV-MT423-052588,Pending,Adyen,0,750.15,0.0,97.05,847.2,0.0,12.71,0,0,13428120.0,HCF10561224,PARTNER
11250,981,2100,775,2,8,,5108.0,PAY04768685561,INV-VQ542-556550,Completed,Xendit,0,276.59,0.0,26.64,303.23,0.0,5.46,0,909,1113.61,HCF14102935,PARTNER
11251,881,945,2169,2,2,,4425.0,PAY26152606293,INV-LH127-699682,Completed,Stripe,0,929.76,0.0,77.27,1007.03,0.0,29.2,3019,1007,15961425.5,HCF38700857,PARTNER
11252,646,615,1348,6,2,,12663.0,PAY90698723721,INV-EI104-963716,Completed,Midtrans,0,3419.93,0.0,289.55,3709.48,0.0,74.19,0,3709,58795258.0,HCF57090212,HOTEL
11253,610,2015,2994,12,2,,5506.0,PAY07639565951,INV-XS684-626449,Cancelled,Midtrans,0,350.79,70.16,24.98,305.61,0.0,6.11,0,0,4843918.5,HCF70284327,PARTNER
11254,314,1330,1576,7,7,,7397.0,PAY72782628283,INV-PS312-418336,Completed,Xendit,0,2093.08,0.0,189.43,2282.51,0.0,41.09,0,2282,3492.24,HCF89144788,AGENT
11255,557,30,2599,7,5,,6453.0,PAY42938853459,INV-LR600-924289,Completed,DOKU,0,421.69,42.17,39.28,418.8,0.0,9.21,0,418,15286.2,HCF62428959,AGENT
11256,505,1915,2422,2,3,,9309.0,PAY85526464669,INV-BB108-459264,Pending,Xendit,0,961.91,96.19,87.17,952.89,0.0,17.15,0,0,1286.4,HCF43957538,PARTNER
11257,551,2330,720,6,6,,5972.0,PAY12919496034,INV-XA688-748023,Completed,Xendit,0,228.55,22.86,19.25,224.94,0.0,4.05,0,449,33628.53,HCF20549873,HOTEL
11258,612,1515,548,1,5,,14887.0,PAY51082961474,INV-QC064-316867,Completed,Stripe,0,680.26,34.01,80.21,726.46,0.0,21.07,3477,2179,26515.79,HCF31347638,AIRLINE
11259,984,2130,864,6,2,,12125.0,PAY20394351400,INV-NK725-569583,Completed,Midtrans,0,1822.26,182.23,202.16,1842.19,0.0,36.84,0,1842,29198711.5,HCF67843938,AGENT
11260,218,1345,2177,2,2,,2023.0,PAY44416950829,INV-NI745-112698,Completed,Midtrans,0,2777.1,0.0,238.82,3015.92,0.0,60.32,901,9047,47802332.0,HCF91451191,AIRLINE
11261,865,2345,1331,1,3,,1694.0,PAY54442169991,INV-RX012-052075,Completed,DOKU,0,99.6,0.0,12.0,111.6,0.0,2.46,0,223,150.66,HCF89449129,PARTNER
11262,960,1530,1536,9,2,,10988.0,PAY28472900313,INV-GJ023-665170,Completed,Stripe,0,576.96,0.0,60.32,637.28,0.0,18.48,0,637,10100888.0,HCF31410180,HOTEL
11263,12,1315,1669,9,2,,11323.0,PAY08802961584,INV-ZB374-880614,Completed,Xendit,0,2870.02,0.0,331.97,3201.99,0.0,57.64,0,9605,50751541.5,HCF87229600,AIRLINE
11264,296,445,2869,4,1,,11620.0,PAY05520579517,INV-XY357-514235,Completed,Xendit,0,7717.42,385.87,946.12,8277.67,0.0,149.0,439,8277,8277.67,HCF10072979,AIRLINE
11265,267,0,2836,6,2,,11343.0,PAY68029370355,INV-LC471-721514,Completed,Midtrans,0,363.67,0.0,41.3,404.97,0.0,8.1,0,809,6418774.5,HCF97826442,AIRLINE
11266,890,215,2531,5,3,,11946.0,PAY35470470096,INV-SU393-455143,Completed,Xendit,0,1536.02,153.6,161.86,1544.28,0.0,27.8,0,1544,2084.78,HCF09878141,AGENT
11267,147,1615,633,1,2,,2408.0,PAY82662191649,INV-FY671-336055,Completed,Stripe,0,180.14,0.0,18.29,198.43,0.0,5.75,2656,198,3145115.5,HCF61556824,AGENT
11268,462,1030,612,1,2,,8620.0,PAY39193703474,INV-UH342-298095,Completed,Adyen,0,948.53,0.0,90.25,1038.78,0.0,15.58,0,1038,16464663.0,HCF99748664,AIRLINE
11269,798,100,439,1,2,,5977.0,PAY15887906916,INV-FG326-739618,Partial Refund,Midtrans,0,856.43,0.0,92.99,949.42,135.86,18.99,0,0,15048307.0,HCF85127637,PARTNER
11270,92,1115,2620,14,2,,12368.0,PAY90434177635,INV-OL789-658302,Completed,DOKU,0,376.28,0.0,38.42,414.7,0.0,9.12,0,414,6572995.0,HCF25254943,PARTNER
11271,508,1730,391,7,6,,2616.0,PAY93771297743,INV-XZ783-027619,Completed,DOKU,0,980.93,147.14,72.78,906.57,0.0,19.94,4514,1813,135532.22,HCF48684125,AIRLINE
11272,732,1500,1864,1,2,,59.0,PAY26978520109,INV-HZ083-352307,Completed,PayPal,0,3467.03,0.0,427.72,3894.75,0.0,132.42,0,7789,61731787.5,HCF83743706,PARTNER
11273,631,2015,1816,2,7,,6461.0,PAY77206499578,INV-JM413-173485,Failed,Xendit,0,3475.08,0.0,377.61,3852.69,0.0,69.35,0,0,5894.62,HCF60942718,HOTEL
11274,1,1030,2363,5,2,,4058.0,PAY05244679845,INV-NB317-964855,Completed,Midtrans,0,116.36,0.0,12.13,128.49,0.0,2.57,1070,385,2036566.5,HCF16365448,HOTEL
11275,977,200,1274,5,2,,5943.0,PAY43866321376,INV-HX387-285994,Completed,Midtrans,0,167.81,0.0,17.68,185.49,0.0,3.71,0,185,2940016.5,HCF45051734,PARTNER
11276,177,615,2774,12,9,,14417.0,PAY44175847067,INV-SN148-679260,Completed,Xendit,0,892.41,178.48,75.67,789.6,0.0,14.21,0,789,623.78,HCF70493453,AGENT
