segment_key,scheduled_departure_date_key,scheduled_departure_time_key,actual_departure_date_key,actual_departure_time_key,passenger_key,passenger_profile_key,segment_origin_airport_key,segment_destination_airport_key,aircraft_key,class_of_service_key,fare_basis_key,booking_channel_key,confirmation_number,ticket_number,segment_sequence_number,flight_number,base_fare_revenue_usd,passenger_facility_charges_usd,airport_tax_usd,government_tax_usd,baggage_charges_usd,upgrade_fees_usd,transaction_fees_usd,total_revenue_usd,segment_miles_flown,segment_miles_earned,delay_minutes,seat_capacity,flight_status,load_factor_pct
13084,548,830,548,830,1908,1710,11,13,41,17,7,1,CNF10345996,TKT2488835519,2,GA405,7724.67,15.7,687.52,574.41,0.0,0,0.0,9002.3,773,8503,10,221,Flown,86.2
13085,149,1445,149,1445,440,1692,14,9,3,12,2,2,CNF91813921,TKT8618160151,2,GA256,272.58,14.73,15.03,28.04,75.0,0,0.0,405.38,7320,3111,22,218,Flown,76.1
13086,795,1630,795,1630,1657,2831,5,6,59,11,4,3,CNF15202284,TKT6169705222,4,GA194,221.51,13.63,16.81,19.39,0.0,100,17.72,389.06,4765,4645,4,177,Flown,77.3
13087,429,745,429,745,905,2921,15,6,2,8,1,3,CNF07329491,TKT6970027759,2,GA361,228.08,12.52,14.51,27.85,0.0,0,18.25,301.21,2954,1772,0,175,Flown,65.3
13088,177,2200,177,2200,1924,928,17,6,65,20,3,1,CNF51216991,TKT7600491312,4,GA595,57.13,19.32,5.24,3.91,0.0,0,0.0,85.6,2410,662,0,68,Flown,74.9
13089,239,1230,239,1230,610,3505,21,7,33,7,4,2,CNF54529137,TKT2260372316,3,GA996,8.04,14.34,60.25,86.18,820.69,0,0.0,989.5,2580,2515,12,77,Cancelled,90.8
13090,261,1515,261,1515,367,1261,21,12,18,8,8,5,CNF99415661,TKT9856264775,1,GA745,65.29,11.92,3.68,8.42,0.0,0,3.26,92.57,7176,2511,29,69,Flown,94.4
13091,56,2030,56,2030,162,2868,11,13,63,3,4,1,CNF94203507,TKT3120073654,4,GA741,266.43,12.4,23.97,20.75,0.0,0,0.0,323.55,7558,7369,14,337,Cancelled,78.4
13092,637,45,637,45,781,2305,17,13,43,14,5,1,CNF50685631,TKT0283683178,1,GA515,1253.71,11.35,54.63,161.14,0.0,100,0.0,1580.83,4077,14269,12,393,Flown,55.8
13093,24,1445,24,1445,1626,3034,21,2,49,7,4,4,CNF17715383,TKT2604763580,1,GA903,327.95,7.68,18.77,26.04,25.0,0,32.79,438.23,6657,6490,14,400,Cancelled,84.8
13094,21,1900,21,1900,368,1257,11,5,2,16,3,4,CNF90449622,TKT1203294518,4,GA910,60.09,21.79,4.67,5.78,50.0,50,6.01,198.34,2700,742,2,175,Flown,91.0
13095,804,100,804,100,941,2009,20,17,25,12,3,1,CNF67368393,TKT1335774672,2,GA726,210.4,6.09,13.13,31.23,0.0,0,0.0,260.85,3058,840,0,159,Flown,74.7
13096,669,415,669,415,1171,146,11,20,37,4,2,1,CNF40608926,TKT6318402916,1,GA799,98.2,27.75,7.77,11.13,25.0,0,0.0,169.85,5720,2431,27,393,Flown,51.6
13097,737,1930,737,1930,1672,1383,13,9,34,21,7,3,CNF03403462,TKT7664977999,3,GA849,4056.06,20.59,165.26,364.73,0.0,0,324.48,4931.12,3813,41943,0,157,Flown,85.5
13098,489,800,489,800,2656,4223,18,9,67,24,3,3,CNF99018366,TKT2427383624,1,GA131,51.06,5.71,3.12,2.76,0.0,0,4.08,66.73,6127,1684,0,169,Flown,83.1
13099,59,2215,59,2215,2693,5789,21,12,21,24,2,2,CNF02165778,TKT7943546968,4,GA678,213.82,14.65,17.86,31.88,0.0,0,0.0,278.21,7259,3085,0,294,Flown,47.4
13100,221,515,221,515,1456,5473,13,18,56,16,1,4,CNF85086094,TKT4343343109,4,GA686,192.76,9.86,11.71,13.13,0.0,50,19.28,296.74,2962,1777,0,295,Flown,89.3
13101,486,2215,486,2215,785,2270,5,20,20,24,8,1,CNF99450127,TKT6180426136,1,GA104,155.93,21.45,9.99,21.81,0.0,0,0.0,209.18,2315,810,0,334,Flown,71.5
13102,1042,30,1042,30,2117,751,7,5,56,24,8,2,CNF34882547,TKT8671560244,1,GA201,111.05,24.8,6.19,11.67,25.0,0,0.0,178.71,4027,1409,15,295,Flown,84.5
13103,934,100,934,100,2305,2140,21,15,48,22,6,4,CNF36061013,TKT8680803491,1,GA707,1854.0,10.46,117.86,171.06,0.0,0,185.4,2338.78,7333,19505,20,164,Flown,87.5
13104,806,2130,806,2130,1552,4170,14,2,37,4,2,4,CNF90853684,TKT4839088302,1,GA927,109.73,9.99,5.63,6.66,0.0,0,10.97,142.98,1555,660,0,393,Flown,61.5
13105,875,1800,875,1800,548,1280,6,11,28,8,8,1,CNF87191809,TKT3640583552,4,GA842,22.37,23.98,1.18,2.11,50.0,0,0.0,99.64,4940,1729,12,393,Flown,72.6
13106,284,145,284,145,92,2911,14,21,22,6,5,3,CNF94513953,TKT2423000270,2,GA753,1180.18,7.13,103.68,169.88,0.0,0,94.41,1555.28,6225,21787,0,168,Flown,55.4
13107,890,0,890,0,2077,4547,5,21,49,8,3,4,CNF60415070,TKT0408483683,3,GA287,230.8,11.52,17.14,21.79,0.0,0,23.08,304.33,2980,819,62,400,Flown,80.6
13108,180,1745,180,1745,1142,2142,9,20,55,14,5,2,CNF15844409,TKT7235132569,2,GA538,1590.18,22.95,138.79,117.88,0.0,0,0.0,1869.8,5908,20677,0,218,Flown,80.0
13109,84,2145,84,2145,43,1605,2,14,7,16,3,6,CNF20760741,TKT9829128934,3,GA340,75.62,29.79,4.56,7.5,100.0,0,9.07,226.54,7126,1959,0,184,Flown,61.3
13110,885,1000,885,1000,294,1618,20,11,9,16,3,1,CNF13832324,TKT9887527531,3,GA891,166.23,5.12,6.81,19.66,0.0,50,0.0,247.82,6494,1785,5,177,Cancelled,87.9
13111,204,315,204,315,1483,1746,2,4,27,12,1,2,CNF34996674,TKT3670734777,4,GA560,125.96,23.64,7.8,7.49,0.0,0,0.0,164.89,2469,1481,0,175,Flown,98.0
13112,885,1630,885,1630,2549,5835,18,15,26,22,6,1,CNF82660855,TKT6339236490,3,GA961,1516.11,8.26,106.31,82.35,50.0,0,0.0,1763.03,5914,15731,47,181,Flown,74.0
13113,49,245,49,245,1858,445,5,14,46,24,3,2,CNF41499408,TKT4486444233,2,GA190,192.56,19.22,11.33,13.73,25.0,0,0.0,261.84,3289,904,0,177,Flown,87.0
13114,1054,45,1054,45,1548,2282,12,21,10,24,1,3,CNF63244100,TKT4243403231,1,GA366,487.44,9.82,40.22,53.6,50.0,500,39.0,1180.08,1166,699,0,399,Flown,73.8
13115,714,545,714,545,2313,184,2,4,9,2,5,1,CNF68850563,TKT6800202787,1,GA816,600.64,26.66,25.66,57.03,0.0,0,0.0,709.99,2682,9387,0,177,Flown,87.8
13116,857,0,857,0,2618,692,11,13,45,2,6,2,CNF91740814,TKT6517256978,4,GA453,910.13,11.8,61.88,75.61,75.0,0,0.0,1134.42,375,997,0,168,Flown,83.1
13117,147,2330,147,2330,919,2758,17,9,53,24,8,3,CNF90380664,TKT7877742999,2,GA761,88.52,20.73,8.06,6.91,0.0,0,7.08,131.3,6149,2152,0,396,Flown,68.4
13118,292,1645,292,1645,1264,5770,12,4,51,22,6,2,CNF55160090,TKT6375017350,1,GA339,1200.32,8.68,107.68,171.08,0.0,0,0.0,1487.76,223,593,0,332,Flown,93.7
13119,642,415,642,415,181,918,17,9,19,16,1,1,CNF22679616,TKT0164534340,2,GA626,221.32,14.72,11.89,26.0,25.0,0,0.0,298.93,5952,3571,0,77,Flown,87.7
13120,599,1015,599,1015,644,1891,21,2,8,24,1,1,CNF33647475,TKT5206216377,1,GA190,250.46,5.04,13.81,34.93,0.0,0,0.0,304.24,2780,1668,0,400,Flown,71.8
13121,662,2045,662,2045,447,641,12,18,56,2,5,6,CNF84351159,TKT8559234968,2,GA992,7.88,29.43,40.03,56.63,1748.72,200,94.61,2177.3,2510,8785,0,295,Flown,72.1
13122,918,2245,918,2245,282,1169,6,13,66,18,6,2,CNF18769423,TKT3230939389,4,GA414,945.35,23.75,86.23,132.4,0.0,0,0.0,1187.73,1628,4330,3,77,Flown,88.8
13123,489,1900,489,1900,2254,5273,9,13,9,20,2,1,CNF96857986,TKT4855155497,3,GA332,112.03,19.33,8.65,10.08,0.0,0,0.0,150.09,5562,2363,6,177,Flown,93.4
13124,554,2030,554,2030,1039,5425,20,7,19,16,1,2,CNF90362472,TKT3612793713,3,GA693,345.93,8.53,29.04,49.9,25.0,0,0.0,458.4,2054,1232,80,77,Flown,90.8
13125,921,2215,921,2215,2176,1005,2,12,1,14,5,2,CNF64758424,TKT4439165051,1,GA793,2535.34,14.92,220.45,239.84,0.0,0,0.0,3010.55,6284,21993,15,166,Flown,87.2
13126,131,45,131,45,2814,1411,18,13,39,20,8,4,CNF79889939,TKT8632369257,1,GA315,114.99,25.67,7.61,16.01,0.0,50,11.5,225.78,3975,1391,92,73,Flown,75.7
13127,627,1530,627,1530,2332,3261,13,21,7,12,8,3,CNF07589073,TKT0701307864,1,GA989,99.25,24.87,4.66,13.96,0.0,0,7.94,150.68,1810,633,9,184,Flown,87.0
13128,888,2145,888,2145,19,2636,13,18,62,12,2,2,CNF58815174,TKT6551359286,4,GA573,97.67,19.49,4.74,14.2,50.0,100,0.0,286.1,4494,1909,8,177,Flown,95.7
13129,526,830,526,830,1439,5215,4,20,33,20,1,1,CNF95247450,TKT4861645462,3,GA158,153.9,21.0,13.1,13.53,0.0,0,0.0,201.53,2789,1673,7,77,Flown,93.0
13130,451,2330,451,2330,1537,1265,21,17,8,7,4,2,CNF87401772,TKT0145681406,1,GA552,1133.42,24.33,109.74,72.45,0.0,0,0.0,1339.94,4434,4323,11,400,Flown,68.9
13131,287,1345,287,1345,1013,2335,7,20,46,12,2,1,CNF87328598,TKT7468516552,1,GA493,133.75,6.05,12.17,14.58,0.0,0,0.0,166.55,7614,3235,2,177,Flown,83.4
13132,999,1245,999,1245,728,477,18,20,22,20,8,6,CNF48229580,TKT9295212070,4,GA356,214.16,6.32,17.46,16.63,0.0,0,25.7,280.27,3212,1124,0,168,Flown,65.6
13133,349,915,349,915,2715,1022,5,15,29,19,4,1,CNF25089403,TKT2422295967,1,GA635,688.2,15.53,60.08,35.71,25.0,0,0.0,824.52,7448,7261,0,67,Flown,89.2
13134,224,45,224,45,1118,1544,7,11,28,4,2,1,CNF72012057,TKT8546306284,4,GA838,51.36,21.83,2.31,3.28,25.0,0,0.0,103.78,731,310,1,393,Flown,76.4
13135,360,915,360,915,1525,2261,5,13,55,20,3,2,CNF86395062,TKT9732306104,2,GA683,91.37,15.31,6.75,10.07,0.0,0,0.0,123.5,7668,2108,0,218,Flown,72.4
13136,46,1000,46,1000,2380,1289,21,7,24,24,2,3,CNF74385334,TKT0536031598,2,GA637,240.18,21.95,20.66,12.34,25.0,0,19.21,339.34,2823,1199,0,178,Flown,70.7
13137,347,1100,347,1100,586,2862,4,11,49,20,1,1,CNF97989751,TKT1704181050,2,GA143,138.09,12.79,7.49,17.81,0.0,0,0.0,176.18,4652,2791,0,400,Flown,89.1
13138,1071,615,1071,615,2273,2757,9,20,57,18,6,2,CNF01795469,TKT5622348037,2,GA386,1074.73,12.42,73.18,64.21,0.0,0,0.0,1224.54,674,1792,3,225,No-Show,79.0
13139,595,245,595,245,911,5740,6,17,2,20,8,5,CNF98186289,TKT4116662374,3,GA582,75.68,28.33,5.75,9.39,0.0,0,3.78,122.93,2910,1018,0,175,Flown,68.4
13140,534,500,534,500,2077,374,17,6,5,22,5,3,CNF67163113,TKT0303271959,3,GA859,2376.87,15.91,46.8,30.53,575.14,0,38.03,3083.28,978,3422,0,172,Flown,51.0
13141,996,745,996,745,460,1802,2,11,56,10,5,1,CNF17864313,TKT5841900879,3,GA607,1041.25,8.37,63.43,153.22,25.0,0,0.0,1291.27,6315,22102,77,295,Cancelled,56.8
13142,804,2115,804,2115,2404,1474,7,18,60,2,5,1,CNF78823261,TKT7067565413,1,GA307,1546.1,7.29,101.05,168.36,50.0,0,0.0,1872.8,5573,19505,8,335,Flown,96.3
13143,886,1400,886,1400,679,5970,12,4,26,2,6,1,CNF48228372,TKT1176809228,3,GA147,867.33,10.52,73.81,69.22,25.0,0,0.0,1045.88,4959,13190,0,181,Flown,64.7
13144,113,645,113,645,2343,2668,2,17,66,14,5,2,CNF62218784,TKT2128893301,4,GA258,1020.34,9.0,53.66,66.99,0.0,0,0.0,1149.99,1129,3951,3,77,Flown,87.0
13145,589,2115,589,2115,1015,2662,9,13,8,14,6,4,CNF77501962,TKT7406501581,1,GA200,463.74,26.62,37.81,29.08,0.0,0,46.37,603.62,1089,2896,23,400,Flown,71.2
13146,927,400,927,400,2887,69,13,17,32,4,8,4,CNF57612820,TKT1995093469,4,GA946,180.03,20.12,9.98,19.02,0.0,0,18.0,247.15,7575,2651,36,74,Flown,64.5
13147,912,2330,912,2330,1145,4529,12,15,53,8,1,2,CNF47816482,TKT1265434025,3,GA940,137.25,18.35,9.04,9.96,75.0,0,0.0,249.6,1072,643,12,396,Flown,62.9
13148,587,2330,587,2330,1251,2634,21,9,45,24,8,1,CNF77351656,TKT6667845232,1,GA383,98.61,8.88,8.69,10.02,0.0,0,0.0,126.2,4303,1506,2,168,Cancelled,83.5
13149,417,1545,417,1545,584,251,7,9,69,20,2,6,CNF36813928,TKT4057170150,1,GA331,92.26,21.18,6.29,8.26,0.0,0,11.07,139.06,559,237,0,400,Flown,55.0
13150,744,130,744,130,2969,920,7,13,54,12,3,3,CNF66824800,TKT8950644019,3,GA783,127.36,15.11,11.47,9.64,0.0,0,10.19,173.77,1603,440,0,300,Flown,76.2
13151,381,2130,381,2130,516,5656,9,18,28,16,1,3,CNF93719220,TKT1090620125,1,GA505,247.18,21.65,17.51,30.75,50.0,0,19.77,386.86,1403,841,0,393,Flown,85.2
13152,349,15,349,15,2125,2799,15,6,40,1,7,2,CNF26831540,TKT5488821359,3,GA190,3864.93,20.57,378.81,370.13,0.0,0,0.0,4634.44,205,2255,0,178,No-Show,76.5
13153,202,1045,202,1045,2922,1325,17,5,22,23,4,4,CNF54672311,TKT0382238777,1,GA683,214.46,19.42,20.43,22.81,0.0,100,21.45,398.57,7132,6953,1,168,Flown,92.7
13154,136,2215,136,2215,1466,1386,7,18,69,21,7,6,CNF31567209,TKT9682870046,2,GA551,6175.48,26.58,582.11,642.15,0.0,0,741.06,8167.38,481,5291,108,400,Flown,78.3
13155,468,515,468,515,1229,10,4,2,57,7,4,1,CNF03513232,TKT8335695595,2,GA848,133.61,27.05,6.21,6.88,0.0,0,0.0,173.75,3497,3409,103,225,Flown,94.5
13156,1012,1930,1012,1930,482,3537,11,18,40,10,6,1,CNF58216745,TKT3310390796,1,GA970,407.52,5.99,19.19,32.99,0.0,0,0.0,465.69,1791,4764,0,178,Flown,91.0
13157,237,2330,237,2330,1120,3810,6,18,57,6,6,6,CNF54880690,TKT8784986280,3,GA701,762.07,16.7,39.84,88.42,0.0,0,91.45,998.48,804,2138,76,225,Flown,77.0
13158,799,915,799,915,354,1956,4,6,25,2,5,1,CNF24061880,TKT2718487488,2,GA199,830.8,13.08,77.81,100.96,0.0,0,0.0,1022.65,5137,17979,0,159,Flown,87.9
13159,153,1630,153,1630,1680,2474,4,15,4,22,5,4,CNF74281503,TKT2044219647,3,GA824,1791.97,11.4,83.17,175.28,75.0,0,179.2,2316.02,7875,27562,0,291,Flown,91.8
13160,567,330,567,330,2514,1777,15,20,27,20,2,1,CNF93224943,TKT6653936687,1,GA442,360.8,25.25,17.06,37.34,25.0,0,0.0,465.45,4802,2040,0,175,Flown,56.7
13161,75,1715,75,1715,1791,1324,2,9,61,2,6,2,CNF50418084,TKT3411159328,3,GA970,285.46,28.99,24.21,42.33,0.0,0,0.0,380.99,3167,8424,0,392,Flown,85.5
13162,918,1500,918,1500,2895,806,13,20,44,16,2,2,CNF35577937,TKT8721455271,4,GA916,61.1,27.15,3.71,8.95,0.0,0,0.0,100.91,3480,1479,200,216,Flown,89.2
13163,504,2030,504,2030,2954,1909,12,7,54,15,4,3,CNF18131262,TKT1358264240,4,GA604,666.37,27.5,51.05,76.64,50.0,200,53.31,1124.87,6570,6405,48,300,Flown,52.3
13164,422,1500,422,1500,2804,2621,18,21,66,5,7,1,CNF00223919,TKT7408788267,1,GA961,8853.77,5.35,390.67,867.37,0.0,0,0.0,10117.16,1143,12573,4,77,Flown,73.9
13165,41,1545,41,1545,635,786,7,2,45,18,6,2,CNF75410477,TKT3964304827,4,GA666,395.58,15.41,27.36,51.18,50.0,0,0.0,539.53,6205,16505,0,168,Diverted,74.6
13166,896,1445,896,1445,2270,279,20,15,71,8,8,1,CNF30944918,TKT0053753428,1,GA190,281.14,17.35,27.84,18.2,75.0,0,0.0,419.53,5560,1945,60,163,Flown,69.1
13167,187,2030,187,2030,2616,3651,6,20,8,17,7,3,CNF40037980,TKT5771538305,3,GA496,5866.8,5.86,395.29,355.08,50.0,0,469.34,7142.37,1957,21527,23,400,Flown,89.7
13168,904,1030,904,1030,701,1314,21,4,60,18,6,1,CNF51450588,TKT5418803121,3,GA886,1624.63,14.52,145.61,163.88,0.0,0,0.0,1948.64,2447,6509,255,335,Flown,74.6
13169,722,2130,722,2130,2080,1758,17,20,40,17,7,2,CNF71534831,TKT3366067744,4,GA886,7437.09,27.58,545.21,449.32,0.0,0,0.0,8459.2,2746,30206,0,178,Flown,87.5
13170,376,2000,376,2000,2551,703,20,21,48,14,5,3,CNF42549670,TKT4965214639,1,GA703,6553.13,15.82,616.0,430.14,0.0,0,524.25,8139.34,6680,23380,0,164,Flown,78.5
13171,425,1530,425,1530,508,5159,21,12,43,22,6,1,CNF10299834,TKT0460894098,4,GA984,2135.39,15.71,87.62,314.91,0.0,0,0.0,2553.63,6267,16670,28,393,Flown,83.3
13172,684,215,684,215,1912,432,11,2,16,4,8,6,CNF18261328,TKT5917192386,3,GA728,61.23,24.87,5.43,7.16,50.0,0,7.35,156.04,5857,2049,52,397,Flown,95.2
13173,168,130,168,130,1352,3567,12,4,47,21,7,1,CNF30463786,TKT1436432904,1,GA497,4307.1,14.91,182.54,328.94,0.0,0,0.0,4833.49,6994,76934,0,67,Flown,75.7
13174,268,1445,268,1445,232,3595,15,6,33,16,1,2,CNF56102819,TKT1516947602,1,GA596,278.59,17.87,16.07,25.41,0.0,0,0.0,337.94,538,322,0,77,Flown,79.8
13175,436,1630,436,1630,105,4379,15,12,44,20,1,4,CNF55330257,TKT3538521488,4,GA239,224.51,17.32,10.49,31.25,0.0,0,22.45,306.02,2267,1360,0,216,Flown,58.8
13176,323,2100,323,2100,1382,2376,7,15,58,23,4,6,CNF05822263,TKT0153747519,2,GA861,321.69,28.21,21.46,37.92,0.0,0,38.6,447.88,7541,7352,62,166,Flown,89.4
13177,650,45,650,45,230,3996,15,18,9,23,4,5,CNF04503241,TKT3933140503,2,GA534,500.8,8.6,22.14,59.92,25.0,50,25.04,691.5,6301,6143,0,177,Diverted,76.0
13178,820,900,820,900,932,2910,7,11,28,22,5,3,CNF67526522,TKT2187363703,3,GA409,1163.37,25.85,70.07,133.81,0.0,200,93.07,1686.17,4332,15161,0,393,Flown,89.3
13179,19,1215,19,1215,1030,1425,11,14,25,16,2,5,CNF42523899,TKT7701393667,3,GA664,250.49,10.11,20.47,20.01,0.0,0,12.52,313.6,1226,521,0,159,Flown,85.2
13180,283,1400,283,1400,160,2932,5,4,71,8,8,5,CNF77395452,TKT8059243069,3,GA349,36.66,22.02,3.65,2.33,0.0,0,1.83,66.49,4350,1522,7,163,Flown,84.4
13181,951,2145,951,2145,2729,611,17,9,68,4,1,4,CNF73139616,TKT9989531746,3,GA362,186.3,5.84,8.99,20.06,75.0,0,18.63,314.82,6381,3828,25,222,Flown,77.9
13182,585,2115,585,2115,326,201,6,14,47,5,7,1,CNF33360719,TKT9384748079,3,GA935,25251.38,20.07,319.35,293.56,1644.65,0,0.0,27529.01,4236,46596,20,67,Flown,75.5
13183,429,315,429,315,2208,3468,7,2,54,14,6,3,CNF58756892,TKT7067851860,4,GA708,430.17,17.19,20.81,53.01,0.0,50,34.41,605.59,4170,11092,0,300,Flown,73.7
13184,433,130,433,130,2261,2644,12,15,14,1,7,3,CNF56828221,TKT7336621405,4,GA323,6555.13,13.02,592.79,734.42,0.0,0,524.41,8419.77,6142,67562,13,158,Flown,94.8
13185,641,630,641,630,46,22,14,2,68,4,2,1,CNF03542177,TKT1941835164,1,GA819,130.46,9.43,11.36,17.73,0.0,50,0.0,218.98,6955,2955,0,222,Flown,92.5
13186,739,445,739,445,1658,852,12,21,40,8,8,2,CNF63201499,TKT3054343752,1,GA364,60.13,26.41,5.24,4.94,0.0,0,0.0,96.72,7239,2533,0,178,Flown,69.7
13187,25,1200,25,1200,532,1934,18,15,18,24,2,2,CNF47677050,TKT2785726863,4,GA847,331.77,25.99,28.12,46.89,0.0,0,0.0,432.77,6181,2626,59,69,Cancelled,54.3
13188,720,115,720,115,2497,2493,13,4,32,4,3,3,CNF20708880,TKT9440899476,4,GA981,137.91,15.74,5.71,9.03,50.0,0,11.03,229.42,3086,848,93,74,Flown,83.2
13189,657,845,657,845,476,2336,4,15,60,7,4,2,CNF13898002,TKT2861525444,1,GA141,496.12,6.27,32.43,25.17,75.0,0,0.0,634.99,4343,4234,0,335,Flown,94.6
13190,881,945,881,945,951,2591,18,20,22,10,5,1,CNF33686151,TKT8654756032,4,GA885,3436.56,8.92,299.84,206.24,0.0,100,0.0,4051.56,772,2702,8,168,Cancelled,74.4
13191,200,1900,200,1900,1016,5456,15,17,63,13,7,2,CNF37420980,TKT4450344406,4,GA258,14429.56,12.04,760.27,1130.02,0.0,0,0.0,16331.89,5747,63217,0,337,Flown,81.0
13192,104,1215,104,1215,1602,472,18,2,57,1,7,2,CNF86245734,TKT2722106973,3,GA838,2709.0,27.93,249.69,205.32,0.0,200,0.0,3391.94,3335,36685,0,225,Flown,62.0
13193,700,45,700,45,2857,2227,15,2,38,4,3,1,CNF11181923,TKT5265725449,3,GA195,126.97,28.61,5.26,11.53,25.0,0,0.0,197.37,1446,397,0,340,Flown,45.5
13194,898,1730,898,1730,2819,1865,17,5,4,12,3,1,CNF90521950,TKT3169421496,2,GA631,204.73,28.14,18.5,19.79,0.0,0,0.0,271.16,545,149,0,291,Flown,91.4
13195,349,1700,349,1700,1607,727,17,21,43,14,5,4,CNF42080051,TKT3304516631,2,GA742,4672.94,12.29,446.22,392.92,25.0,0,467.29,6016.66,6468,22637,29,393,Flown,60.8
13196,294,600,294,600,2581,3854,11,2,55,8,2,2,CNF19764613,TKT3033998669,2,GA485,59.87,13.25,4.71,6.99,0.0,0,0.0,84.82,494,209,10,218,Flown,85.5
13197,942,2030,942,2030,2424,2979,14,11,14,22,5,1,CNF35735904,TKT7172451204,4,GA452,710.17,19.96,69.32,64.3,0.0,0,0.0,863.75,816,2855,0,158,Flown,65.0
13198,958,2145,958,2145,1252,2267,15,18,16,20,2,2,CNF71242378,TKT4523360734,1,GA522,343.24,5.88,24.62,45.71,0.0,200,0.0,619.45,4652,1977,0,397,Flown,77.4
13199,727,2315,727,2315,2735,2243,14,11,15,5,7,3,CNF54473214,TKT6189030450,2,GA314,1304.75,9.44,98.29,107.33,0.0,50,104.38,1674.19,834,9174,0,391,Flown,63.1
13200,956,1930,956,1930,2749,1242,14,17,6,8,8,1,CNF28043288,TKT2974575285,4,GA481,160.41,20.73,15.64,19.94,0.0,100,0.0,316.72,7300,2555,0,77,Flown,79.9
13201,283,1600,283,1600,483,450,7,18,22,21,7,2,CNF70451539,TKT7138280113,1,GA101,8215.42,23.63,690.77,1068.26,50.0,0,0.0,10048.08,3671,40381,0,168,Flown,78.0
13202,185,2230,185,2230,2907,4924,14,18,27,1,7,2,CNF81773155,TKT1000186565,3,GA691,2351.51,14.83,162.87,174.88,50.0,200,0.0,2954.09,7529,82819,0,175,Flown,60.0
13203,245,1130,245,1130,2284,1284,7,11,39,13,7,1,CNF66428609,TKT4640081761,4,GA658,1477.47,14.71,102.71,209.4,50.0,0,0.0,1854.29,6377,70147,0,73,Flown,96.7
13204,124,1245,124,1245,1969,1292,14,9,35,24,1,4,CNF21490247,TKT1473445093,1,GA666,208.48,28.85,10.24,11.09,0.0,0,20.85,279.51,7895,4737,0,292,Flown,52.2
13205,547,415,547,415,2496,166,5,13,38,5,7,2,CNF69478966,TKT1041410434,3,GA609,4685.48,7.14,220.73,275.89,100.0,0,0.0,5289.24,1204,13244,0,340,Flown,66.8
13206,574,500,574,500,2540,55,7,13,34,16,8,3,CNF63281596,TKT1429220786,1,GA140,116.65,12.65,10.71,7.44,25.0,0,9.33,181.78,5494,1922,19,157,Flown,79.0
13207,768,500,768,500,1034,1058,17,7,25,15,4,6,CNF42202813,TKT0629465909,2,GA709,682.78,28.92,28.94,92.73,0.0,0,81.93,915.3,2326,2267,0,159,Flown,63.6
13208,311,1800,311,1800,2459,1260,11,5,14,24,2,4,CNF27624869,TKT1261477121,4,GA590,60.73,23.25,5.81,4.08,0.0,0,6.07,99.94,4734,2011,4,158,Flown,60.9
13209,66,400,66,400,1556,920,14,2,50,24,3,1,CNF14558228,TKT2501639773,2,GA801,133.61,25.45,11.46,8.64,100.0,0,0.0,279.16,5814,1598,111,220,Flown,58.7
13210,944,1115,944,1115,138,346,21,12,35,20,1,2,CNF83498682,TKT2530614601,1,GA186,251.69,7.24,16.95,31.51,0.0,0,0.0,307.39,1224,734,0,292,Flown,59.3
13211,71,345,71,345,2710,1920,17,7,36,8,2,4,CNF72297666,TKT4091693970,4,GA109,64.47,28.38,3.63,4.57,25.0,100,6.45,232.5,4000,1700,42,179,Flown,82.0
13212,415,230,415,230,443,5355,21,7,31,12,8,2,CNF03371838,TKT3862706592,1,GA358,96.24,17.16,7.92,6.01,0.0,0,0.0,127.33,1900,665,15,336,Flown,94.7
13213,970,1730,970,1730,2532,120,13,9,57,22,6,2,CNF85145948,TKT1394000756,3,GA945,1390.01,27.49,95.05,99.3,0.0,0,0.0,1611.85,4972,13225,0,225,Flown,74.5
13214,315,2245,315,2245,1439,4757,15,12,51,10,6,2,CNF48494541,TKT3866410244,2,GA769,859.75,15.77,45.97,62.12,0.0,100,0.0,1083.61,614,1633,0,332,Flown,44.8
13215,492,1815,492,1815,2745,2715,12,5,11,15,4,2,CNF93012509,TKT1529076629,4,GA537,265.94,23.72,15.91,37.43,0.0,0,0.0,343.0,3915,3817,0,391,Flown,86.7
13216,931,345,931,345,493,1196,14,2,47,16,2,2,CNF29851545,TKT0970914142,3,GA181,133.41,16.33,12.45,9.39,0.0,0,0.0,171.58,5435,2309,0,67,Flown,93.9
13217,92,1800,92,1800,2127,5584,7,6,47,8,8,1,CNF05101698,TKT0122702696,4,GA552,100.33,5.29,4.2,5.04,0.0,0,0.0,114.86,5998,2099,0,67,Cancelled,44.5
13218,577,2145,577,2145,1184,2500,17,7,37,11,4,1,CNF97631440,TKT8499634884,2,GA610,267.86,8.86,23.47,13.83,50.0,0,0.0,364.02,6766,6596,11,393,Flown,75.8
13219,1039,100,1039,100,1047,4156,17,5,57,13,7,2,CNF91030361,TKT6402061414,2,GA110,3037.46,9.34,253.43,190.42,0.0,0,0.0,3490.65,7742,85162,9,225,Flown,93.4
13220,980,1145,980,1145,2923,944,7,17,66,1,7,1,CNF67713409,TKT5104215526,3,GA189,11614.63,29.38,700.47,675.22,25.0,0,0.0,13044.7,4055,44605,61,77,No-Show,63.4
13221,811,1115,811,1115,140,1483,15,7,53,6,6,3,CNF97331763,TKT3503061388,3,GA741,652.02,21.58,44.99,78.43,50.0,200,52.16,1099.18,6728,17896,24,396,Flown,54.5
