hotel_stay_key,reservation_date_key,arrival_date_key,departure_date_key,customer_key,hotel_property_key,booking_channel_key,confirmation_number,ticket_number,number_of_nights,room_type_code,room_type_name,nightly_rate_usd,extended_room_charge_usd,tax_charge_usd,extra_charges_usd,commission_paid_usd,net_revenue_usd,total_bill_usd,reservation_status,lead_time_days,linked_flight_segment
12340,293,326,327,1116,6,4,HCF96571952,HTK4041857196,1,FAM,Family Room,1129.73,1129.73,62.14,0.0,112.97,1016.76,1191.87,Checked-Out,33,False
12341,229,263,267,1899,35,1,HCF46401581,HTK6139880832,4,SUT,Suite,1336.74,5346.96,481.23,0.0,0.0,5346.96,5828.19,Checked-Out,34,True
12342,749,758,761,98,49,6,HCF04422222,HTK8701219027,3,SUP,Superior Room,173.26,519.78,51.98,0.0,62.37,457.41,571.76,Checked-Out,9,True
12343,687,731,732,2219,16,2,HCF02096051,HTK7383951980,1,STD,Standard Room,174.74,174.74,12.23,0.0,0.0,174.74,186.97,Checked-Out,44,True
12344,327,340,341,1089,9,1,HCF58501468,HTK2667283964,1,SUT,Suite,334.34,334.34,18.39,0.0,0.0,334.34,352.73,Checked-Out,13,False
12345,1071,1078,1083,1117,64,2,HCF56584283,HTK4423044301,5,STD,Standard Room,536.7,2683.5,281.77,0.0,0.0,2683.5,2965.27,Checked-Out,7,False
12346,868,889,891,1447,25,3,HCF75194420,HTK9556990738,2,STD,Standard Room,237.14,474.28,23.71,0.0,37.94,436.34,497.99,Checked-Out,21,True
12347,492,510,515,2848,1,6,HCF95007856,HTK7805720254,5,SUP,Superior Room,109.94,549.7,35.73,72.19,65.96,483.74,657.62,Checked-Out,18,False
12348,495,499,504,624,52,5,HCF04133654,HTK6400851756,5,SUT,Suite,157.19,785.95,74.67,0.0,39.3,746.65,860.62,Checked-Out,4,True
12349,507,512,517,1545,24,2,HCF23475227,HTK0898254974,5,DLX,Deluxe Room,1169.4,5847.0,292.35,0.0,0.0,5847.0,6139.35,Checked-Out,5,False
12350,60,65,66,519,49,4,HCF13700832,HTK2337742063,1,STD,Standard Room,326.98,326.98,32.7,45.37,32.7,294.28,405.05,Checked-Out,5,False
12351,143,147,150,805,64,2,HCF24518945,HTK3764126154,3,SUT,Suite,2283.65,6850.95,719.35,79.52,0.0,6850.95,7649.82,Checked-Out,4,False
12352,568,597,598,763,9,1,HCF13998939,HTK3407071734,1,DLX,Deluxe Room,93.61,93.61,5.15,74.08,0.0,93.61,172.84,Checked-Out,29,True
12353,991,994,999,50,43,2,HCF34675058,HTK7240942216,5,STD,Standard Room,310.8,1554.0,108.78,0.0,0.0,1554.0,1662.78,Cancelled,3,True
12354,942,947,948,588,52,3,HCF30177676,HTK2618966867,1,FAM,Family Room,82.38,82.38,7.83,0.0,6.59,75.79,90.21,Checked-Out,5,True
12355,852,931,932,712,25,1,HCF65149539,HTK0553821785,1,DLX,Deluxe Room,385.3,385.3,19.27,56.94,0.0,385.3,461.51,Checked-Out,79,False
12356,376,398,401,708,20,2,HCF34326808,HTK5063703945,3,FAM,Family Room,621.05,1863.15,93.16,73.47,0.0,1863.15,2029.78,Cancelled,22,True
12357,970,979,981,1011,22,2,HCF86383940,HTK7250793861,2,SUT,Suite,285.75,571.5,28.58,0.0,0.0,571.5,600.08,Checked-Out,9,False
12358,1018,1028,1029,2177,16,1,HCF48782812,HTK8247887042,1,SUP,Superior Room,192.26,192.26,13.46,0.0,0.0,192.26,205.72,Checked-Out,10,False
12359,455,490,491,2606,1,1,HCF13728163,HTK6579662852,1,STD,Standard Room,49.4,49.4,3.21,0.0,0.0,49.4,52.61,Checked-Out,35,False
12360,268,285,288,1687,20,2,HCF18020672,HTK4005576878,3,SUT,Suite,1865.21,5595.63,279.78,0.0,0.0,5595.63,5875.41,Checked-Out,17,False
12361,236,247,250,2202,43,2,HCF65361892,HTK0927826510,3,STD,Standard Room,258.45,775.35,54.27,149.0,0.0,775.35,978.62,Checked-Out,11,False
12362,508,516,518,819,45,5,HCF71989686,HTK0779811774,2,STD,Standard Room,181.01,362.02,25.34,147.72,18.1,343.92,535.08,Checked-Out,8,True
12363,150,178,179,1131,19,1,HCF62699741,HTK3950074323,1,SUP,Superior Room,303.16,303.16,15.16,0.0,0.0,303.16,318.32,Checked-Out,28,False
12364,889,902,903,296,60,1,HCF34922420,HTK1735310022,1,STD,Standard Room,312.41,312.41,32.8,27.74,0.0,312.41,372.95,Cancelled,13,True
12365,422,431,432,760,48,1,HCF30835422,HTK7796106820,1,DLX,Deluxe Room,302.28,302.28,30.23,0.0,0.0,302.28,332.51,Cancelled,9,False
12366,277,294,301,1286,23,4,HCF89647535,HTK1212261407,7,SUP,Superior Room,467.85,3274.95,163.75,0.0,327.5,2947.45,3438.7,Cancelled,17,False
12367,865,875,878,1208,5,1,HCF83647731,HTK6416522795,3,STD,Standard Room,90.37,271.11,17.62,89.25,0.0,271.11,377.98,Checked-Out,10,False
12368,98,100,102,2620,19,1,HCF25254943,HTK5917311409,2,STD,Standard Room,179.18,358.36,17.92,0.0,0.0,358.36,376.28,Checked-Out,2,True
12369,1081,1082,1086,887,58,2,HCF34813506,HTK9150015380,4,SUT,Suite,730.13,2920.52,350.46,0.0,0.0,2920.52,3270.98,No-Show,1,False
12370,888,907,909,805,60,4,HCF60297471,HTK2910957727,2,STD,Standard Room,353.48,706.96,74.23,26.05,70.7,636.26,807.24,Cancelled,19,False
12371,941,954,955,1539,40,1,HCF40765678,HTK5640290642,1,SUP,Superior Room,145.02,145.02,10.88,0.0,0.0,145.02,155.9,Checked-Out,13,False
12372,915,955,957,397,5,3,HCF30945535,HTK3007528669,2,SUP,Superior Room,92.67,185.34,12.05,48.35,14.83,170.51,245.74,Checked-Out,40,True
12373,1008,1018,1019,1726,44,2,HCF36629596,HTK7751821810,1,STD,Standard Room,199.22,199.22,13.95,0.0,0.0,199.22,213.17,Checked-Out,10,True
12374,22,67,70,2954,17,1,HCF24786051,HTK6857854116,3,STD,Standard Room,163.74,491.22,24.56,29.12,0.0,491.22,544.9,Checked-Out,45,True
12375,608,627,628,729,12,1,HCF46297258,HTK9890647908,1,SUT,Suite,469.67,469.67,32.88,27.84,0.0,469.67,530.39,Checked-Out,19,True
12376,613,651,653,373,54,1,HCF70624300,HTK5087840993,2,SUP,Superior Room,107.49,214.98,18.27,85.72,0.0,214.98,318.97,Cancelled,38,False
12377,425,467,468,1472,8,1,HCF60121720,HTK8757507552,1,DLX,Deluxe Room,275.49,275.49,15.15,36.37,0.0,275.49,327.01,Checked-Out,42,False
12378,244,253,254,1079,2,1,HCF46177307,HTK8320404672,1,STD,Standard Room,204.87,204.87,13.32,0.0,0.0,204.87,218.19,Checked-Out,9,False
12379,512,528,529,1873,44,2,HCF99598392,HTK2244918072,1,STD,Standard Room,266.15,266.15,18.63,0.0,0.0,266.15,284.78,Checked-Out,16,False
12380,624,633,637,372,49,2,HCF91712152,HTK4981419470,4,STD,Standard Room,167.03,668.12,66.81,0.0,0.0,668.12,734.93,Checked-Out,9,True
12381,502,525,527,338,44,3,HCF49310310,HTK9120684771,2,SUP,Superior Room,184.95,369.9,25.89,0.0,29.59,340.31,395.79,Checked-Out,23,False
12382,401,409,410,1526,44,2,HCF21597259,HTK3023456162,1,FAM,Family Room,538.37,538.37,37.69,0.0,0.0,538.37,576.06,Checked-Out,8,False
12383,854,855,856,1927,3,1,HCF02083874,HTK0937658713,1,DLX,Deluxe Room,77.71,77.71,5.05,0.0,0.0,77.71,82.76,Checked-Out,1,False
12384,853,856,857,103,38,4,HCF03782870,HTK1434003754,1,FAM,Family Room,214.8,214.8,16.11,28.78,21.48,193.32,259.69,Checked-Out,3,False
12385,3,8,11,2127,41,1,HCF30798652,HTK4340576899,3,STD,Standard Room,64.86,194.58,13.62,28.74,0.0,194.58,236.94,Checked-Out,5,False
12386,246,248,252,1121,35,1,HCF38715385,HTK0562368093,4,STD,Standard Room,534.45,2137.8,192.4,0.0,0.0,2137.8,2330.2,Checked-Out,2,True
12387,243,249,253,2533,56,1,HCF51054190,HTK7500051543,4,FAM,Family Room,1059.4,4237.6,360.2,0.0,0.0,4237.6,4597.8,Checked-Out,6,True
12388,1081,1084,1085,33,60,1,HCF29176118,HTK2173931695,1,FAM,Family Room,338.39,338.39,35.53,0.0,0.0,338.39,373.92,No-Show,3,False
12389,611,629,631,2773,44,1,HCF71693631,HTK2283480548,2,STD,Standard Room,304.82,609.64,42.67,26.71,0.0,609.64,679.02,Checked-Out,18,True
12390,1033,1038,1039,2446,9,6,HCF91727272,HTK0336935014,1,EXC,Executive Room,236.68,236.68,13.02,0.0,28.4,208.28,249.7,No-Show,5,False
12391,565,572,573,87,51,2,HCF19186929,HTK7662569107,1,STD,Standard Room,336.94,336.94,32.01,0.0,0.0,336.94,368.95,Checked-Out,7,True
12392,781,803,805,2294,4,3,HCF43305054,HTK6102194610,2,SUP,Superior Room,34.42,68.84,4.47,20.44,5.51,63.33,93.75,Cancelled,22,True
12393,60,64,68,1317,64,3,HCF81469570,HTK4051409043,4,DLX,Deluxe Room,787.6,3150.4,330.79,10.65,252.03,2898.37,3491.84,Checked-Out,4,True
12394,774,810,816,2142,35,3,HCF06813665,HTK1411617564,6,STD,Standard Room,599.42,3596.52,323.69,0.0,287.72,3308.8,3920.21,Checked-Out,36,True
12395,818,820,824,2797,3,1,HCF46104827,HTK9862533676,4,STD,Standard Room,48.72,194.88,12.67,20.02,0.0,194.88,227.57,Checked-Out,2,False
12396,219,229,230,121,16,4,HCF00727216,HTK7140313654,1,DLX,Deluxe Room,150.86,150.86,10.56,0.0,15.09,135.77,161.42,Checked-Out,10,False
12397,249,261,262,1330,61,2,HCF15485671,HTK4096846798,1,EXC,Executive Room,220.73,220.73,23.18,0.0,0.0,220.73,243.91,Checked-Out,12,False
12398,983,1001,1005,2066,37,1,HCF23737575,HTK6979563047,4,SUP,Superior Room,139.0,556.0,50.04,0.0,0.0,556.0,606.04,Checked-Out,18,False
12399,256,266,269,2025,57,3,HCF56443960,HTK9647295801,3,SUT,Suite,446.09,1338.27,160.59,12.7,107.06,1231.21,1511.56,Checked-Out,10,False
12400,350,351,352,2430,24,5,HCF20615413,HTK4578437327,1,DLX,Deluxe Room,560.03,560.03,28.0,0.0,28.0,532.03,588.03,Cancelled,1,True
12401,33,61,63,1373,4,3,HCF79219370,HTK0430145054,2,FAM,Family Room,91.72,183.44,11.92,0.0,14.68,168.76,195.36,Checked-Out,28,False
12402,687,688,695,1933,8,3,HCF27431483,HTK7010242617,7,DLX,Deluxe Room,239.97,1679.79,92.39,0.0,134.38,1545.41,1772.18,Checked-Out,1,False
12403,201,206,209,2390,33,2,HCF44404084,HTK8982246358,3,SUT,Suite,169.42,508.26,45.74,0.0,0.0,508.26,554.0,Checked-Out,5,True
12404,745,764,766,2057,54,1,HCF55856813,HTK4633080916,2,SUP,Superior Room,175.3,350.6,29.8,0.0,0.0,350.6,380.4,Checked-Out,19,True
12405,215,232,233,1202,25,3,HCF01916843,HTK1354937546,1,EXC,Executive Room,462.01,462.01,23.1,0.0,36.96,425.05,485.11,Checked-Out,17,True
12406,670,674,679,2206,61,2,HCF86484853,HTK2594567692,5,STD,Standard Room,119.5,597.5,62.74,72.31,0.0,597.5,732.55,Checked-Out,4,True
12407,424,427,432,2423,49,2,HCF74643220,HTK9695625435,5,SUT,Suite,601.2,3006.0,300.6,0.0,0.0,3006.0,3306.6,Checked-Out,3,False
12408,935,940,943,198,21,2,HCF69060248,HTK1003507073,3,DLX,Deluxe Room,128.62,385.86,19.29,0.0,0.0,385.86,405.15,Checked-Out,5,True
12409,71,81,83,1111,19,2,HCF75355996,HTK8002824934,2,DLX,Deluxe Room,273.52,547.04,27.35,29.79,0.0,547.04,604.18,Checked-Out,10,False
12410,887,896,897,1620,41,3,HCF44194195,HTK5904967037,1,DLX,Deluxe Room,91.61,91.61,6.41,0.0,7.33,84.28,98.02,Checked-Out,9,True
12411,183,187,189,77,2,1,HCF35654092,HTK8419962397,2,STD,Standard Room,162.69,325.38,21.15,0.0,0.0,325.38,346.53,Checked-Out,4,True
12412,376,378,381,2796,54,1,HCF65367237,HTK9794401823,3,STD,Standard Room,157.8,473.4,40.24,28.64,0.0,473.4,542.28,Checked-Out,2,False
12413,984,989,990,1899,9,2,HCF75377472,HTK2219206415,1,EXC,Executive Room,253.33,2451.44,134.83,0.0,0.0,253.33,2586.27,Checked-Out,5,False
12414,736,737,739,1292,49,1,HCF04985336,HTK7435408733,2,STD,Standard Room,301.64,603.28,60.33,0.0,0.0,603.28,663.61,Checked-Out,1,False
12415,410,425,428,3,21,1,HCF40532606,HTK9825532842,3,STD,Standard Room,46.69,140.07,7.0,157.22,0.0,140.07,304.29,Checked-Out,15,False
12416,1058,1071,1074,621,56,1,HCF29981416,HTK5886753337,3,DLX,Deluxe Room,548.93,1646.79,139.98,39.67,0.0,1646.79,1826.44,In-House,13,False
12417,314,322,324,1995,11,4,HCF20874298,HTK9657890783,2,STD,Standard Room,85.46,170.92,9.4,0.0,17.09,153.83,180.32,Checked-Out,8,True
12418,845,846,849,481,25,2,HCF73061765,HTK0331834338,3,STD,Standard Room,131.45,394.35,19.72,0.0,0.0,394.35,414.07,Checked-Out,1,True
12419,270,278,280,943,43,2,HCF52401221,HTK1394330662,2,STD,Standard Room,185.15,370.3,25.92,0.0,0.0,370.3,396.22,Checked-Out,8,False
12420,348,420,421,1766,64,2,HCF74460128,HTK1303007627,1,STD,Standard Room,624.46,624.46,65.57,26.86,0.0,624.46,716.89,Checked-Out,72,False
12421,944,945,948,2080,16,1,HCF24689788,HTK9900700181,3,STD,Standard Room,97.96,293.88,20.57,0.0,0.0,293.88,314.45,Checked-Out,1,True
12422,794,806,808,1257,61,5,HCF23032587,HTK3787152747,2,DLX,Deluxe Room,98.64,197.28,20.71,0.0,9.86,187.42,217.99,Checked-Out,12,True
12423,483,491,494,2096,19,1,HCF83350317,HTK0384024770,3,STD,Standard Room,306.67,920.01,46.0,0.0,0.0,920.01,966.01,No-Show,8,False
12424,184,188,191,2740,8,2,HCF58949371,HTK8638187450,3,DLX,Deluxe Room,411.31,1233.93,67.87,0.0,0.0,1233.93,1301.8,Checked-Out,4,True
12425,985,1020,1024,1990,2,2,HCF28041633,HTK9616235407,4,DLX,Deluxe Room,229.09,916.36,59.56,0.0,0.0,916.36,975.92,No-Show,35,False
12426,347,355,357,926,19,3,HCF94513254,HTK1209526114,2,DLX,Deluxe Room,248.28,496.56,24.83,0.0,39.72,456.84,521.39,Checked-Out,8,False
12427,4,16,18,1406,48,2,HCF84759650,HTK8017548652,2,STD,Standard Room,299.62,599.24,59.92,136.91,0.0,599.24,796.07,Checked-Out,12,False
12428,885,894,898,1027,30,2,HCF66932995,HTK3166226825,4,STD,Standard Room,219.33,877.32,42.11,0.0,0.0,877.32,919.43,Checked-Out,9,False
12429,117,127,128,1855,27,1,HCF09383692,HTK0213982573,1,STD,Standard Room,81.51,81.51,3.91,0.0,0.0,81.51,85.42,Checked-Out,10,True
12430,949,952,954,514,23,2,HCF93376001,HTK8179530079,2,SUP,Superior Room,675.89,1351.78,67.59,0.0,0.0,1351.78,1419.37,Checked-Out,3,True
12431,463,500,502,427,44,2,HCF35898156,HTK8761461868,2,DLX,Deluxe Room,391.39,782.78,54.79,0.0,0.0,782.78,837.57,Checked-Out,37,False
12432,166,171,177,1407,49,1,HCF73716016,HTK1961203760,6,DLX,Deluxe Room,279.02,1674.12,167.41,0.0,0.0,1674.12,1841.53,Checked-Out,5,True
12433,541,551,553,710,54,4,HCF67429291,HTK8415063811,2,EXC,Executive Room,157.29,314.58,26.74,0.0,31.46,283.12,341.32,Checked-Out,10,False
12434,602,625,626,1526,45,1,HCF00437107,HTK1706177451,1,DLX,Deluxe Room,191.53,191.53,13.41,188.64,0.0,191.53,393.58,Checked-Out,23,True
12435,881,884,885,2032,21,4,HCF27808325,HTK1082301091,1,SUT,Suite,267.18,267.18,13.36,0.0,26.72,240.46,280.54,Checked-Out,3,False
12436,424,452,455,2743,21,1,HCF02605999,HTK1183665908,3,STD,Standard Room,92.38,277.14,13.86,0.0,0.0,277.14,291.0,Checked-Out,28,False
12437,802,827,829,2146,6,1,HCF18388306,HTK5416636529,2,DLX,Deluxe Room,535.27,1070.54,58.88,0.0,0.0,1070.54,1129.42,Checked-Out,25,True
12438,434,454,455,1073,5,2,HCF95691062,HTK3140168610,1,SUT,Suite,190.63,190.63,12.39,140.67,0.0,190.63,343.69,Checked-Out,20,False
12439,176,179,181,540,21,2,HCF48709600,HTK8176084974,2,STD,Standard Room,90.62,181.24,9.06,0.0,0.0,181.24,190.3,Checked-Out,3,True
12440,740,742,747,1371,53,1,HCF69273395,HTK3818498690,5,STD,Standard Room,300.28,1501.4,127.62,0.0,0.0,1501.4,1629.02,Checked-Out,2,False
12441,515,530,532,592,11,2,HCF02070699,HTK2835618868,2,DLX,Deluxe Room,75.6,151.2,8.32,0.0,0.0,151.2,159.52,Checked-Out,15,False
12442,365,381,385,2979,4,2,HCF45197417,HTK9684260325,4,DLX,Deluxe Room,45.93,183.72,11.94,0.0,0.0,183.72,195.66,Checked-Out,16,True
12443,750,751,753,1801,43,1,HCF32358252,HTK6115351233,2,STD,Standard Room,204.8,409.6,28.67,37.12,0.0,409.6,475.39,Checked-Out,1,True
12444,706,728,730,1388,30,4,HCF16992660,HTK1744087968,2,DLX,Deluxe Room,276.91,553.82,26.58,0.0,55.38,498.44,580.4,Checked-Out,22,False
12445,123,153,154,2340,5,1,HCF55710178,HTK0641065717,1,SUP,Superior Room,88.86,88.86,5.78,0.0,0.0,88.86,94.64,Checked-Out,30,False
12446,363,381,382,2805,38,2,HCF28745496,HTK0079932876,1,STD,Standard Room,98.68,98.68,7.4,90.29,0.0,98.68,196.37,No-Show,18,False
12447,457,483,485,2010,35,5,HCF11660466,HTK6442949132,2,STD,Standard Room,755.89,1511.78,136.06,0.0,75.59,1436.19,1647.84,Checked-Out,26,False
12448,633,650,652,627,4,1,HCF70033927,HTK0826589565,2,STD,Standard Room,53.63,107.26,6.97,0.0,0.0,107.26,114.23,Checked-Out,17,True
12449,294,297,300,1415,45,2,HCF81614082,HTK4212476527,3,SUT,Suite,502.97,1508.91,105.62,0.0,0.0,1508.91,1614.53,Checked-Out,3,True
12450,657,673,676,596,38,4,HCF80646609,HTK0353553202,3,DLX,Deluxe Room,118.33,354.99,26.62,68.25,35.5,319.49,449.86,Checked-Out,16,True
12451,130,147,150,2582,45,2,HCF39303645,HTK5778422685,3,DLX,Deluxe Room,293.11,879.33,61.55,199.25,0.0,879.33,1140.13,No-Show,17,False
12452,134,161,166,2410,24,1,HCF56965026,HTK4946576587,5,DLX,Deluxe Room,991.32,4956.6,247.83,0.0,0.0,4956.6,5204.43,Checked-Out,27,False
12453,1076,1088,1094,2067,6,1,HCF65672521,HTK4059959088,6,DLX,Deluxe Room,839.76,5038.56,277.12,0.0,0.0,5038.56,5315.68,Checked-Out,12,False
12454,80,90,92,878,50,2,HCF52543902,HTK7948761935,2,FAM,Family Room,134.16,268.32,25.49,0.0,0.0,268.32,293.81,Checked-Out,10,True
12455,966,984,987,125,48,4,HCF46825618,HTK0033387278,3,STD,Standard Room,367.79,1103.37,110.34,0.0,110.34,993.03,1213.71,Checked-Out,18,False
12456,996,1020,1023,1156,44,3,HCF72020036,HTK1703407903,3,STD,Standard Room,237.39,712.17,49.85,11.25,56.97,655.2,773.27,No-Show,24,False
12457,542,608,612,958,62,3,HCF16194694,HTK8510824214,4,DLX,Deluxe Room,591.39,2365.56,248.38,0.0,189.24,2176.32,2613.94,Checked-Out,66,True
12458,142,152,153,1753,35,3,HCF94068970,HTK2676787996,1,STD,Standard Room,550.38,550.38,49.53,0.0,44.03,506.35,599.91,Checked-Out,10,False
12459,485,488,489,2595,46,1,HCF34799295,HTK9385796556,1,STD,Standard Room,409.88,409.88,28.69,0.0,0.0,409.88,438.57,No-Show,3,True
12460,182,185,187,2431,44,4,HCF27576325,HTK0974522625,2,STD,Standard Room,319.32,638.64,44.7,31.05,63.86,574.78,714.39,No-Show,3,True
12461,1036,1038,1042,426,27,1,HCF15736286,HTK3795073872,4,SUT,Suite,119.95,479.8,23.03,0.0,0.0,479.8,502.83,Checked-Out,2,False
12462,532,536,539,2266,48,6,HCF27249692,HTK2673632440,3,SUT,Suite,711.29,2133.87,213.39,0.0,256.06,1877.81,2347.26,Checked-Out,4,False
12463,861,864,868,505,22,2,HCF09351394,HTK9454022101,4,STD,Standard Room,125.96,503.84,25.19,0.0,0.0,503.84,529.03,Checked-Out,3,False
12464,989,1002,1005,169,22,2,HCF30979939,HTK4917213713,3,SUP,Superior Room,142.08,426.24,21.31,0.0,0.0,426.24,447.55,Checked-Out,13,True
12465,83,105,110,1185,1,1,HCF12693224,HTK8201529978,5,DLX,Deluxe Room,114.81,574.05,37.31,0.0,0.0,574.05,611.36,Checked-Out,22,False
12466,986,998,1000,1481,60,1,HCF94436074,HTK9786341444,2,FAM,Family Room,363.84,727.68,76.41,0.0,0.0,727.68,804.09,Checked-Out,12,False
12467,721,757,758,1599,62,3,HCF67711744,HTK9399743564,1,EXC,Executive Room,1233.32,1233.32,129.5,0.0,98.67,1134.65,1362.82,Checked-Out,36,False
12468,895,900,906,2679,56,4,HCF78158534,HTK0209606532,6,STD,Standard Room,443.53,2661.18,226.2,0.0,266.12,2395.06,2887.38,Checked-Out,5,False
12469,517,523,524,2366,58,2,HCF77454388,HTK2218181523,1,DLX,Deluxe Room,294.16,294.16,35.3,0.0,0.0,294.16,329.46,Checked-Out,6,False
12470,663,673,677,549,38,3,HCF98127812,HTK8702502142,4,DLX,Deluxe Room,154.28,617.12,46.28,0.0,49.37,567.75,663.4,Checked-Out,10,False
12471,987,996,998,2453,61,1,HCF78686596,HTK7216304000,2,STD,Standard Room,96.64,193.28,20.29,0.0,0.0,193.28,213.57,Checked-Out,9,True
12472,659,675,678,2342,58,1,HCF48714708,HTK5535968922,3,SUP,Superior Room,193.67,581.01,69.72,0.0,0.0,581.01,650.73,Checked-Out,16,True
12473,732,736,740,1560,57,4,HCF29584145,HTK4292055843,4,DLX,Deluxe Room,321.12,1284.48,154.14,83.24,128.45,1156.03,1521.86,In-House,4,False
12474,107,116,120,2897,27,1,HCF49401815,HTK2795524691,4,SUT,Suite,248.93,995.72,47.79,0.0,0.0,995.72,1043.51,No-Show,9,True
12475,414,415,416,1079,44,1,HCF35429591,HTK9966116917,1,STD,Standard Room,228.71,228.71,16.01,0.0,0.0,228.71,244.72,No-Show,1,False
12476,601,654,657,532,61,4,HCF02223394,HTK4213738021,3,STD,Standard Room,112.37,337.11,35.4,0.0,33.71,303.4,372.51,Checked-Out,53,True
12477,378,396,398,384,3,1,HCF85219468,HTK7928708555,2,DLX,Deluxe Room,87.44,174.88,11.37,19.59,0.0,174.88,205.84,Checked-Out,18,True
12478,1063,1073,1076,1437,40,2,HCF69216054,HTK8684119030,3,EXC,Executive Room,167.54,0.0,0.0,0.0,0.0,502.62,0.0,Checked-Out,10,True
12479,715,717,720,826,43,1,HCF51062034,HTK0603585594,3,STD,Standard Room,269.08,807.24,56.51,0.0,0.0,807.24,863.75,Checked-Out,2,False
12480,231,242,245,1401,52,5,HCF48137532,HTK6275661062,3,STD,Standard Room,60.06,180.18,17.12,0.0,9.01,171.17,197.3,Checked-Out,11,False
12481,550,563,565,2770,2,1,HCF91358532,HTK1559228272,2,STD,Standard Room,240.7,481.4,31.29,0.0,0.0,481.4,512.69,Checked-Out,13,False
12482,331,372,375,84,53,3,HCF82197904,HTK7072781453,3,SUP,Superior Room,253.92,761.76,64.75,0.0,60.94,700.82,826.51,Checked-Out,41,False
12483,1033,1035,1036,1338,25,3,HCF30808580,HTK1273808196,1,SUT,Suite,506.49,506.49,25.32,0.0,40.52,465.97,531.81,Checked-Out,2,True
12484,174,185,187,2883,50,5,HCF20444197,HTK6792521489,2,SUP,Superior Room,97.99,195.98,18.62,160.69,9.8,186.18,375.29,Checked-Out,11,False
12485,935,942,943,2263,54,4,HCF64171818,HTK0022850748,1,EXC,Executive Room,184.73,184.73,15.7,0.0,18.47,166.26,200.43,Checked-Out,7,True
12486,122,125,126,2732,25,6,HCF97166836,HTK3219992330,1,SUP,Superior Room,311.2,311.2,15.56,87.62,37.34,273.86,414.38,Checked-Out,3,True
12487,681,686,687,2863,4,2,HCF09876516,HTK6048321724,1,DLX,Deluxe Room,34.63,34.63,2.25,152.16,0.0,34.63,189.04,Checked-Out,5,True
12488,983,986,991,2469,43,1,HCF92523216,HTK1052263011,5,DLX,Deluxe Room,191.91,959.55,67.17,91.43,0.0,959.55,1118.15,Checked-Out,3,False
12489,712,723,724,129,49,2,HCF89972538,HTK6027303440,1,STD,Standard Room,261.9,261.9,26.19,0.0,0.0,261.9,288.09,No-Show,11,False
12490,81,82,84,912,11,2,HCF20746761,HTK0381455614,2,FAM,Family Room,158.84,317.68,17.47,43.7,0.0,317.68,378.85,Cancelled,1,False
12491,121,123,126,2243,57,2,HCF80004809,HTK5667021146,3,EXC,Executive Room,425.05,1275.15,153.02,0.0,0.0,1275.15,1428.17,Cancelled,2,True
12492,651,657,661,29,20,5,HCF63626318,HTK1237422473,4,DLX,Deluxe Room,480.25,1921.0,96.05,0.0,96.05,1824.95,2017.05,Cancelled,6,True
12493,380,406,410,1620,46,1,HCF59611152,HTK9594527274,4,DLX,Deluxe Room,965.78,3863.12,270.42,0.0,0.0,3863.12,4133.54,Checked-Out,26,False
12494,859,861,863,1617,60,2,HCF40723317,HTK1544599601,2,FAM,Family Room,340.58,681.16,71.52,0.0,0.0,681.16,752.68,Checked-Out,2,True
12495,469,471,474,2765,4,1,HCF15858943,HTK3743214339,3,EXC,Executive Room,98.86,296.58,19.28,0.0,0.0,296.58,315.86,Checked-Out,2,True
12496,892,900,903,1517,1,1,HCF55069275,HTK7597829084,3,SUP,Superior Room,103.76,311.28,20.23,134.67,0.0,311.28,466.18,Checked-Out,8,False
12497,685,688,693,2610,31,2,HCF12906419,HTK7879692633,5,DLX,Deluxe Room,663.72,3318.6,159.29,98.19,0.0,3318.6,3576.08,Checked-Out,3,True
12498,817,857,858,407,5,2,HCF43327127,HTK4584200634,1,STD,Standard Room,51.16,51.16,3.33,0.0,0.0,51.16,54.49,Cancelled,40,True
12499,703,705,709,11,25,3,HCF90299674,HTK0276420919,4,DLX,Deluxe Room,272.68,1090.72,54.54,0.0,87.26,1003.46,1145.26,Cancelled,2,False
12500,468,487,489,2231,2,1,HCF71198922,HTK9087292391,2,DLX,Deluxe Room,188.22,376.44,24.47,0.0,0.0,376.44,400.91,Checked-Out,19,True
12501,681,691,697,1481,49,2,HCF74891711,HTK4815865216,6,STD,Standard Room,317.84,1907.04,190.7,0.0,0.0,1907.04,2097.74,Checked-Out,10,True
12502,443,491,493,891,57,1,HCF92241519,HTK6742827914,2,SUP,Superior Room,395.47,790.94,94.91,0.0,0.0,790.94,885.85,Cancelled,48,False
12503,662,666,668,1155,62,1,HCF38990919,HTK8698591132,2,DLX,Deluxe Room,600.76,1201.52,126.16,0.0,0.0,1201.52,1327.68,Checked-Out,4,False
12504,1076,1081,1083,2047,31,5,HCF84136452,HTK0598736614,2,EXC,Executive Room,1016.75,2033.5,97.61,0.0,101.67,1931.83,2131.11,Checked-Out,5,False
12505,902,906,907,226,14,5,HCF91348022,HTK1572193141,1,SUP,Superior Room,281.19,281.19,19.68,47.27,14.06,267.13,348.14,In-House,4,True
12506,90,99,100,2637,8,1,HCF35085098,HTK2994761018,1,STD,Standard Room,143.0,1285.75,70.72,71.19,0.0,143.0,1427.66,Checked-Out,9,False
