profile_key,passenger_id,frequent_flyer_num,preferred_seat,preferred_meal,special_assistance,marketing_consent,lifetime_segments_flown,lifetime_miles_earned,customer_segment,scd_effective_date,scd_expiry_date,scd_current_flag,scd_version
5220,PAX0002220,FF00002220,Aisle,None,WCHC,True,18,15531,Student,2023-04-01,9999-12-31,True,2
2221,PAX0002221,FF00002221,Window,Child,None,False,12,2343,Student,2022-01-01,9999-12-31,True,1
2222,PAX0002222,FF00002222,Window,Child,Wheelchair,True,1,31048,Senior,2022-01-01,9999-12-31,True,1
2223,PAX0002223,FF00002223,Window,Vegetarian,Wheelchair,False,4,36924,Business Traveler,2022-01-01,9999-12-31,True,1
2224,PAX0002224,FF00002224,No Preference,None,None,False,9,8872,Business Traveler,2022-01-01,9999-12-31,True,1
2225,PAX0002225,FF00002225,Window,Halal,None,False,12,3708,Student,2022-01-01,9999-12-31,True,1
2226,PAX0002226,FF00002226,Aisle,Vegan,None,True,9,17242,Family,2022-01-01,9999-12-31,True,1
2227,PAX0002227,FF00002227,Aisle,Vegan,None,False,3,27790,Business Traveler,2022-01-01,9999-12-31,True,1
2228,PAX0002228,FF00002228,Window,None,None,False,24,204501,Senior,2022-01-01,9999-12-31,True,1
2229,PAX0002229,FF00002229,Window,Vegan,None,True,11,15560,Student,2022-01-01,2023-03-31,False,1
5229,PAX0002229,FF00002229,Window,Vegan,None,True,17,25711,Leisure,2023-04-01,9999-12-31,True,2
2230,PAX0002230,FF00002230,No Preference,Vegan,None,False,3,8915,Senior,2022-01-01,9999-12-31,True,1
2231,PAX0002231,FF00002231,Window,Halal,None,True,7,13731,Senior,2022-01-01,2023-03-31,False,1
5231,PAX0002231,FF00002231,Window,Halal,None,True,13,30939,Family,2023-04-01,9999-12-31,True,2
2232,PAX0002232,FF00002232,Window,Standard,None,False,29,13780,Senior,2022-01-01,9999-12-31,True,1
2233,PAX0002233,FF00002233,No Preference,Vegetarian,None,False,5,14512,Family,2022-01-01,9999-12-31,True,1
2234,PAX0002234,FF00002234,No Preference,Child,None,False,21,31562,Senior,2022-01-01,9999-12-31,True,1
2235,PAX0002235,FF00002235,Window,Child,None,False,11,12200,Family,2022-01-01,9999-12-31,True,1
2236,PAX0002236,FF00002236,Aisle,Standard,None,False,20,1173,Senior,2022-01-01,9999-12-31,True,1
2237,PAX0002237,FF00002237,Aisle,None,None,False,24,21569,Student,2022-01-01,9999-12-31,True,1
2238,PAX0002238,FF00002238,No Preference,Vegetarian,None,True,6,20624,Family,2022-01-01,2023-03-31,False,1
5238,PAX0002238,FF00002238,No Preference,Vegetarian,None,True,15,37330,Senior,2023-04-01,9999-12-31,True,2
2239,PAX0002239,FF00002239,Window,None,None,True,13,385,Student,2022-01-01,9999-12-31,True,1
2240,PAX0002240,FF00002240,Aisle,Vegetarian,None,False,24,17757,Business Traveler,2022-01-01,9999-12-31,True,1
2241,PAX0002241,FF00002241,No Preference,None,None,True,5,4463,Business Traveler,2022-01-01,9999-12-31,True,1
2242,PAX0002242,FF00002242,No Preference,Child,None,False,6,20574,Business Traveler,2022-01-01,9999-12-31,True,1
2243,PAX0002243,FF00002243,Aisle,Child,None,False,6,34057,Senior,2022-01-01,9999-12-31,True,1
2244,PAX0002244,FF00002244,Aisle,Halal,None,False,6,97648,Senior,2022-01-01,9999-12-31,True,1
2245,PAX0002245,FF00002245,Aisle,Halal,None,False,10,49426,Senior,2022-01-01,9999-12-31,True,1
2246,PAX0002246,FF00002246,Aisle,Halal,None,False,1,15189,Family,2022-01-01,9999-12-31,True,1
2247,PAX0002247,FF00002247,Window,Halal,None,True,4,25283,Family,2022-01-01,2023-03-31,False,1
5247,PAX0002247,FF00002247,Window,Halal,None,True,15,39926,Senior,2023-04-01,9999-12-31,True,2
2248,PAX0002248,FF00002248,Window,None,None,False,23,2447,Family,2022-01-01,9999-12-31,True,1
2249,PAX0002249,FF00002249,Aisle,Vegetarian,None,False,0,56977,Senior,2022-01-01,9999-12-31,True,1
2250,PAX0002250,FF00002250,No Preference,Vegetarian,None,False,2,33146,Family,2022-01-01,9999-12-31,True,1
2251,PAX0002251,FF00002251,Window,Vegan,None,False,9,53673,Family,2022-01-01,9999-12-31,True,1
2252,PAX0002252,FF00002252,Window,Vegetarian,None,True,1,4170,Leisure,2022-01-01,9999-12-31,True,1
2253,PAX0002253,FF00002253,Aisle,Halal,None,True,9,87774,Student,2022-01-01,9999-12-31,True,1
2254,PAX0002254,FF00002254,No Preference,None,None,True,6,11877,Family,2022-01-01,9999-12-31,True,1
2255,PAX0002255,FF00002255,Aisle,Vegetarian,None,False,11,79970,Leisure,2022-01-01,9999-12-31,True,1
2256,PAX0002256,FF00002256,Window,Standard,None,False,21,162001,Leisure,2022-01-01,9999-12-31,True,1
2257,PAX0002257,FF00002257,Window,Standard,None,True,0,3592,Student,2022-01-01,9999-12-31,True,1
2258,PAX0002258,FF00002258,Aisle,Child,WCHR,True,11,51540,Senior,2022-01-01,9999-12-31,True,1
2259,PAX0002259,FF00002259,Window,Vegan,WCHC,False,4,8201,Student,2022-01-01,9999-12-31,True,1
2260,PAX0002260,FF00002260,Aisle,Vegetarian,None,False,18,1741,Leisure,2022-01-01,9999-12-31,True,1
2261,PAX0002261,FF00002261,Aisle,Vegetarian,None,True,5,21145,Senior,2022-01-01,9999-12-31,True,1
2262,PAX0002262,FF00002262,Window,Standard,None,True,9,39126,Business Traveler,2022-01-01,2023-03-31,False,1
5262,PAX0002262,FF00002262,Window,Standard,None,True,15,50225,Student,2023-04-01,9999-12-31,True,2
2263,PAX0002263,FF00002263,Aisle,Vegan,Wheelchair,True,5,28455,Leisure,2022-01-01,9999-12-31,True,1
2264,PAX0002264,FF00002264,No Preference,Child,None,False,10,23796,Business Traveler,2022-01-01,9999-12-31,True,1
2265,PAX0002265,FF00002265,Window,Child,Wheelchair,True,12,9010,Student,2022-01-01,2023-03-31,False,1
5265,PAX0002265,FF00002265,Window,Child,Wheelchair,True,30,14721,Senior,2023-04-01,9999-12-31,True,2
2266,PAX0002266,FF00002266,Window,Vegetarian,None,True,1,3810,Senior,2022-01-01,9999-12-31,True,1
2267,PAX0002267,FF00002267,Aisle,Vegan,None,True,3,20806,Family,2022-01-01,9999-12-31,True,1
2268,PAX0002268,FF00002268,Aisle,Standard,None,False,22,36248,Senior,2022-01-01,9999-12-31,True,1
2269,PAX0002269,FF00002269,Aisle,Halal,None,True,18,12968,Leisure,2022-01-01,2023-03-31,False,1
5269,PAX0002269,FF00002269,Aisle,Halal,None,True,27,22081,Student,2023-04-01,9999-12-31,True,2
2270,PAX0002270,FF00002270,Aisle,Vegetarian,None,True,6,15010,Senior,2022-01-01,9999-12-31,True,1
2271,PAX0002271,FF00002271,Aisle,Standard,None,True,2,1895,Business Traveler,2022-01-01,9999-12-31,True,1
2272,PAX0002272,FF00002272,Window,Vegan,None,True,10,135892,Student,2022-01-01,9999-12-31,True,1
2273,PAX0002273,FF00002273,Window,None,None,True,2,1434,Senior,2022-01-01,2023-03-31,False,1
5273,PAX0002273,FF00002273,Window,None,None,True,21,19254,Student,2023-04-01,9999-12-31,True,2
2274,PAX0002274,FF00002274,No Preference,Child,Wheelchair,True,18,8734,Business Traveler,2022-01-01,9999-12-31,True,1
2275,PAX0002275,FF00002275,No Preference,Vegetarian,None,False,21,36515,Family,2022-01-01,2023-03-31,False,1
5275,PAX0002275,FF00002275,No Preference,Vegetarian,None,False,41,48219,Student,2023-04-01,9999-12-31,True,2
2276,PAX0002276,FF00002276,No Preference,Vegetarian,None,True,34,15774,Leisure,2022-01-01,9999-12-31,True,1
2277,PAX0002277,FF00002277,Window,Standard,None,True,13,18756,Family,2022-01-01,9999-12-31,True,1
2278,PAX0002278,FF00002278,Aisle,Standard,None,True,11,17913,Leisure,2022-01-01,9999-12-31,True,1
2279,PAX0002279,FF00002279,No Preference,None,None,False,2,21272,Senior,2022-01-01,2023-03-31,False,1
5279,PAX0002279,FF00002279,No Preference,None,None,False,20,26294,Student,2023-04-01,9999-12-31,True,2
2280,PAX0002280,FF00002280,Aisle,Standard,Wheelchair,False,9,49917,Senior,2022-01-01,2023-03-31,False,1
5280,PAX0002280,FF00002280,Aisle,Standard,Wheelchair,False,28,63544,Family,2023-04-01,9999-12-31,True,2
2281,PAX0002281,FF00002281,Window,Vegetarian,None,False,15,32700,Senior,2022-01-01,9999-12-31,True,1
2282,PAX0002282,FF00002282,Window,Vegan,None,False,1,38255,Family,2022-01-01,9999-12-31,True,1
2283,PAX0002283,FF00002283,No Preference,Halal,None,True,8,67357,Senior,2022-01-01,9999-12-31,True,1
2284,PAX0002284,FF00002284,No Preference,Child,WCHR,False,30,1702,Business Traveler,2022-01-01,9999-12-31,True,1
2285,PAX0002285,FF00002285,No Preference,Standard,None,False,20,1152,Family,2022-01-01,9999-12-31,True,1
2286,PAX0002286,FF00002286,No Preference,Vegan,WCHC,True,5,23446,Business Traveler,2022-01-01,9999-12-31,True,1
2287,PAX0002287,FF00002287,Window,Vegan,None,False,1,41149,Student,2022-01-01,9999-12-31,True,1
2288,PAX0002288,FF00002288,No Preference,Child,None,False,0,5539,Senior,2022-01-01,9999-12-31,True,1
2289,PAX0002289,FF00002289,Window,Standard,None,False,10,37593,Student,2022-01-01,9999-12-31,True,1
2290,PAX0002290,FF00002290,Window,Halal,None,True,29,36673,Senior,2022-01-01,9999-12-31,True,1
2291,PAX0002291,FF00002291,Aisle,Vegan,None,False,13,15043,Senior,2022-01-01,9999-12-31,True,1
2292,PAX0002292,FF00002292,Aisle,None,None,False,0,3840,Family,2022-01-01,9999-12-31,True,1
2293,PAX0002293,FF00002293,Window,None,None,True,9,33729,Business Traveler,2022-01-01,9999-12-31,True,1
2294,PAX0002294,FF00002294,Aisle,Vegan,None,True,6,39355,Senior,2022-01-01,9999-12-31,True,1
2295,PAX0002295,FF00002295,Window,None,None,False,8,2312,Family,2022-01-01,2023-03-31,False,1
5295,PAX0002295,FF00002295,Window,None,None,False,14,14588,Leisure,2023-04-01,9999-12-31,True,2
2296,PAX0002296,FF00002296,Window,Standard,None,False,2,54977,Business Traveler,2022-01-01,9999-12-31,True,1
2297,PAX0002297,FF00002297,Window,Vegetarian,WCHR,False,15,67545,Student,2022-01-01,9999-12-31,True,1
2298,PAX0002298,FF00002298,Aisle,Halal,Wheelchair,False,1,138830,Senior,2022-01-01,9999-12-31,True,1
2299,PAX0002299,FF00002299,No Preference,None,None,False,2,355,Student,2022-01-01,9999-12-31,True,1
2300,PAX0002300,FF00002300,No Preference,Standard,None,True,71,9899,Leisure,2022-01-01,9999-12-31,True,1
2301,PAX0002301,FF00002301,Window,Standard,None,True,13,5832,Senior,2022-01-01,9999-12-31,True,1
2302,PAX0002302,FF00002302,Window,None,None,True,10,70313,Family,2022-01-01,9999-12-31,True,1
2303,PAX0002303,FF00002303,Window,Standard,WCHC,True,4,33282,Family,2022-01-01,9999-12-31,True,1
2304,PAX0002304,FF00002304,No Preference,Vegetarian,None,False,2,29408,Leisure,2022-01-01,9999-12-31,True,1
2305,PAX0002305,FF00002305,No Preference,Child,Wheelchair,False,4,7117,Student,2022-01-01,9999-12-31,True,1
2306,PAX0002306,FF00002306,No Preference,Vegetarian,Wheelchair,False,4,5911,Family,2022-01-01,9999-12-31,True,1
2307,PAX0002307,FF00002307,No Preference,Standard,WCHC,True,27,15184,Student,2022-01-01,9999-12-31,True,1
2308,PAX0002308,FF00002308,Aisle,Child,None,True,3,17848,Senior,2022-01-01,2023-03-31,False,1
5308,PAX0002308,FF00002308,Aisle,Child,None,True,11,30674,Student,2023-04-01,9999-12-31,True,2
2309,PAX0002309,FF00002309,Aisle,Vegan,None,True,4,40926,Business Traveler,2022-01-01,9999-12-31,True,1
2310,PAX0002310,FF00002310,Aisle,None,Wheelchair,True,42,17289,Student,2022-01-01,9999-12-31,True,1
2311,PAX0002311,FF00002311,Aisle,Vegetarian,Wheelchair,False,23,25031,Business Traveler,2022-01-01,2023-03-31,False,1
5311,PAX0002311,FF00002311,Aisle,Vegetarian,Wheelchair,False,38,35939,Student,2023-04-01,9999-12-31,True,2
2312,PAX0002312,FF00002312,Window,Child,None,False,2,35195,Leisure,2022-01-01,9999-12-31,True,1
2313,PAX0002313,FF00002313,Window,None,None,False,8,31546,Senior,2022-01-01,9999-12-31,True,1
2314,PAX0002314,FF00002314,Window,Halal,None,True,26,17417,Student,2022-01-01,2023-03-31,False,1
5314,PAX0002314,FF00002314,Window,Halal,None,True,43,23295,Leisure,2023-04-01,9999-12-31,True,2
2315,PAX0002315,FF00002315,No Preference,Standard,None,True,27,41669,Business Traveler,2022-01-01,2023-03-31,False,1
5315,PAX0002315,FF00002315,No Preference,Standard,None,True,45,47878,Student,2023-04-01,9999-12-31,True,2
2316,PAX0002316,FF00002316,No Preference,Vegan,None,False,8,27731,Student,2022-01-01,9999-12-31,True,1
2317,PAX0002317,FF00002317,No Preference,Child,None,True,4,123309,Leisure,2022-01-01,2023-03-31,False,1
5317,PAX0002317,FF00002317,No Preference,Child,None,True,13,139042,Family,2023-04-01,9999-12-31,True,2
2318,PAX0002318,FF00002318,No Preference,Halal,None,False,13,1345,Family,2022-01-01,9999-12-31,True,1
2319,PAX0002319,FF00002319,No Preference,None,Wheelchair,False,4,29290,Senior,2022-01-01,2023-03-31,False,1
5319,PAX0002319,FF00002319,No Preference,None,Wheelchair,False,11,35295,Leisure,2023-04-01,9999-12-31,True,2
2320,PAX0002320,FF00002320,Aisle,Child,None,False,0,725,Leisure,2022-01-01,9999-12-31,True,1
2321,PAX0002321,FF00002321,Aisle,Halal,None,True,7,12135,Family,2022-01-01,2023-03-31,False,1
5321,PAX0002321,FF00002321,Aisle,Halal,None,True,16,31533,Business Traveler,2023-04-01,9999-12-31,True,2
2322,PAX0002322,FF00002322,Aisle,Vegetarian,None,False,6,9142,Student,2022-01-01,2023-03-31,False,1
5322,PAX0002322,FF00002322,Aisle,Vegetarian,None,False,13,24596,Senior,2023-04-01,9999-12-31,True,2
2323,PAX0002323,FF00002323,No Preference,Vegetarian,Wheelchair,True,2,35052,Leisure,2022-01-01,9999-12-31,True,1
2324,PAX0002324,FF00002324,No Preference,None,None,True,8,6700,Senior,2022-01-01,9999-12-31,True,1
2325,PAX0002325,FF00002325,No Preference,Child,None,False,4,26880,Senior,2022-01-01,9999-12-31,True,1
2326,PAX0002326,FF00002326,Window,Vegetarian,None,True,0,4785,Family,2022-01-01,9999-12-31,True,1
2327,PAX0002327,FF00002327,Aisle,Vegetarian,None,True,0,50190,Senior,2022-01-01,9999-12-31,True,1
2328,PAX0002328,FF00002328,Window,Vegan,Wheelchair,True,16,41989,Senior,2022-01-01,9999-12-31,True,1
2329,PAX0002329,FF00002329,No Preference,Child,None,True,15,33204,Leisure,2022-01-01,9999-12-31,True,1
2330,PAX0002330,FF00002330,Aisle,Halal,None,False,7,30839,Leisure,2022-01-01,9999-12-31,True,1
2331,PAX0002331,FF00002331,Aisle,None,None,False,0,29143,Family,2022-01-01,2023-03-31,False,1
5331,PAX0002331,FF00002331,Aisle,None,None,False,7,39207,Business Traveler,2023-04-01,9999-12-31,True,2
2332,PAX0002332,FF00002332,Window,Vegetarian,None,False,18,20815,Business Traveler,2022-01-01,9999-12-31,True,1
2333,PAX0002333,FF00002333,Aisle,Child,None,True,5,9748,Student,2022-01-01,9999-12-31,True,1
2334,PAX0002334,FF00002334,No Preference,None,None,True,12,35407,Senior,2022-01-01,9999-12-31,True,1
2335,PAX0002335,FF00002335,Aisle,Child,None,True,24,12571,Leisure,2022-01-01,9999-12-31,True,1
2336,PAX0002336,FF00002336,No Preference,Vegetarian,None,False,17,24722,Senior,2022-01-01,9999-12-31,True,1
2337,PAX0002337,FF00002337,Window,Vegan,None,False,25,22511,Senior,2022-01-01,9999-12-31,True,1
2338,PAX0002338,FF00002338,Window,Halal,None,True,8,25873,Family,2022-01-01,9999-12-31,True,1
2339,PAX0002339,FF00002339,Aisle,Halal,None,False,16,100308,Senior,2022-01-01,9999-12-31,True,1
2340,PAX0002340,FF00002340,No Preference,Vegetarian,None,False,0,1647,Senior,2022-01-01,9999-12-31,True,1
2341,PAX0002341,FF00002341,Aisle,Standard,None,True,33,22642,Student,2022-01-01,9999-12-31,True,1
2342,PAX0002342,FF00002342,Window,Standard,None,True,11,19757,Senior,2022-01-01,9999-12-31,True,1
2343,PAX0002343,FF00002343,Window,None,None,True,1,43842,Student,2022-01-01,9999-12-31,True,1
2344,PAX0002344,FF00002344,Aisle,Standard,None,False,16,11206,Family,2022-01-01,9999-12-31,True,1
2345,PAX0002345,FF00002345,Window,Vegetarian,None,True,4,54575,Family,2022-01-01,2023-03-31,False,1
5345,PAX0002345,FF00002345,Window,Vegetarian,None,True,16,60100,Senior,2023-04-01,9999-12-31,True,2
2346,PAX0002346,FF00002346,No Preference,None,None,True,0,63885,Student,2022-01-01,9999-12-31,True,1
2347,PAX0002347,FF00002347,No Preference,Vegan,None,True,3,26967,Business Traveler,2022-01-01,2023-03-31,False,1
5347,PAX0002347,FF00002347,No Preference,Vegan,None,True,14,33330,Senior,2023-04-01,9999-12-31,True,2
2348,PAX0002348,FF00002348,Aisle,Vegetarian,None,False,32,34007,Student,2022-01-01,9999-12-31,True,1
2349,PAX0002349,FF00002349,Window,Vegan,None,True,6,35090,Family,2022-01-01,9999-12-31,True,1
2350,PAX0002350,FF00002350,Aisle,Vegetarian,None,False,5,9741,Business Traveler,2022-01-01,9999-12-31,True,1
2351,PAX0002351,FF00002351,Aisle,Child,None,True,68,41683,Senior,2022-01-01,9999-12-31,True,1
2352,PAX0002352,FF00002352,No Preference,None,None,False,12,13168,Business Traveler,2022-01-01,9999-12-31,True,1
2353,PAX0002353,FF00002353,Aisle,Standard,None,True,0,946,Family,2022-01-01,9999-12-31,True,1
2354,PAX0002354,FF00002354,Aisle,None,None,False,9,43068,Leisure,2022-01-01,9999-12-31,True,1
2355,PAX0002355,FF00002355,Window,Vegan,None,False,9,55125,Leisure,2022-01-01,2023-03-31,False,1
5355,PAX0002355,FF00002355,Window,Vegan,None,False,15,62640,Student,2023-04-01,9999-12-31,True,2
2356,PAX0002356,FF00002356,No Preference,Vegetarian,None,True,0,13706,Student,2022-01-01,9999-12-31,True,1
2357,PAX0002357,FF00002357,No Preference,Halal,None,False,3,17786,Student,2022-01-01,9999-12-31,True,1
2358,PAX0002358,FF00002358,Aisle,Child,None,True,0,92459,Family,2022-01-01,2023-03-31,False,1
5358,PAX0002358,FF00002358,Aisle,Child,None,True,17,101081,Senior,2023-04-01,9999-12-31,True,2
2359,PAX0002359,FF00002359,Aisle,Child,None,False,3,76650,Student,2022-01-01,2023-03-31,False,1
5359,PAX0002359,FF00002359,Aisle,Child,None,False,8,85815,Leisure,2023-04-01,9999-12-31,True,2
2360,PAX0002360,FF00002360,Aisle,Standard,WCHR,False,6,127058,Business Traveler,2022-01-01,9999-12-31,True,1
2361,PAX0002361,FF00002361,Aisle,Standard,None,False,9,80136,Student,2022-01-01,9999-12-31,True,1
2362,PAX0002362,FF00002362,Window,Standard,None,True,0,41378,Senior,2022-01-01,9999-12-31,True,1
2363,PAX0002363,FF00002363,Aisle,None,None,True,28,4514,Family,2022-01-01,2023-03-31,False,1
5363,PAX0002363,FF00002363,Aisle,None,None,True,36,15390,Business Traveler,2023-04-01,9999-12-31,True,2
2364,PAX0002364,FF00002364,Window,None,None,False,1,16579,Family,2022-01-01,9999-12-31,True,1
2365,PAX0002365,FF00002365,Window,None,None,True,32,23451,Business Traveler,2022-01-01,9999-12-31,True,1
2366,PAX0002366,FF00002366,Aisle,Halal,None,True,8,4563,Leisure,2022-01-01,2023-03-31,False,1
5366,PAX0002366,FF00002366,Aisle,Halal,None,True,14,14877,Family,2023-04-01,9999-12-31,True,2
2367,PAX0002367,FF00002367,No Preference,Vegetarian,WCHC,False,0,49844,Student,2022-01-01,9999-12-31,True,1
2368,PAX0002368,FF00002368,No Preference,Standard,WCHR,False,1,30141,Senior,2022-01-01,9999-12-31,True,1
2369,PAX0002369,FF00002369,Aisle,None,Wheelchair,True,29,7020,Family,2022-01-01,9999-12-31,True,1
2370,PAX0002370,FF00002370,Window,Standard,WCHR,True,13,2459,Student,2022-01-01,9999-12-31,True,1
2371,PAX0002371,FF00002371,Window,Vegan,None,True,11,5371,Senior,2022-01-01,2023-03-31,False,1
5371,PAX0002371,FF00002371,Window,Vegan,None,True,30,14898,Business Traveler,2023-04-01,9999-12-31,True,2
2372,PAX0002372,FF00002372,Window,Vegetarian,None,False,15,10753,Family,2022-01-01,9999-12-31,True,1
2373,PAX0002373,FF00002373,No Preference,Child,None,False,7,27446,Business Traveler,2022-01-01,9999-12-31,True,1
2374,PAX0002374,FF00002374,Aisle,Vegetarian,None,True,2,40601,Student,2022-01-01,9999-12-31,True,1
2375,PAX0002375,FF00002375,No Preference,Halal,None,False,4,32574,Family,2022-01-01,9999-12-31,True,1
2376,PAX0002376,FF00002376,No Preference,Halal,None,False,2,34953,Student,2022-01-01,9999-12-31,True,1
2377,PAX0002377,FF00002377,Window,Standard,None,False,1,16620,Family,2022-01-01,9999-12-31,True,1
2378,PAX0002378,FF00002378,No Preference,Halal,None,False,3,41394,Senior,2022-01-01,9999-12-31,True,1
2379,PAX0002379,FF00002379,Aisle,Halal,None,True,3,64040,Business Traveler,2022-01-01,9999-12-31,True,1
2380,PAX0002380,FF00002380,No Preference,Halal,WCHC,False,26,6561,Business Traveler,2022-01-01,9999-12-31,True,1
2381,PAX0002381,FF00002381,Aisle,None,WCHR,True,11,2754,Leisure,2022-01-01,2023-03-31,False,1
5381,PAX0002381,FF00002381,Aisle,None,WCHR,True,22,13962,Leisure,2023-04-01,9999-12-31,True,2
2382,PAX0002382,FF00002382,No Preference,Vegan,None,True,5,37481,Student,2022-01-01,9999-12-31,True,1
2383,PAX0002383,FF00002383,Window,Vegetarian,None,True,12,29400,Business Traveler,2022-01-01,9999-12-31,True,1
2384,PAX0002384,FF00002384,Aisle,Vegan,WCHR,True,3,14245,Leisure,2022-01-01,9999-12-31,True,1
2385,PAX0002385,FF00002385,No Preference,Vegan,None,True,1,38084,Senior,2022-01-01,2023-03-31,False,1
5385,PAX0002385,FF00002385,No Preference,Vegan,None,True,18,43880,Student,2023-04-01,9999-12-31,True,2
2386,PAX0002386,FF00002386,Window,Vegetarian,None,False,8,37008,Family,2022-01-01,9999-12-31,True,1
2387,PAX0002387,FF00002387,Window,Child,None,False,3,11766,Family,2022-01-01,9999-12-31,True,1
2388,PAX0002388,FF00002388,Aisle,Vegetarian,WCHC,False,4,782,Senior,2022-01-01,9999-12-31,True,1
2389,PAX0002389,FF00002389,No Preference,Standard,None,False,5,48782,Leisure,2022-01-01,9999-12-31,True,1
2390,PAX0002390,FF00002390,No Preference,Child,Wheelchair,False,27,21907,Student,2022-01-01,9999-12-31,True,1
2391,PAX0002391,FF00002391,No Preference,None,None,False,7,939,Student,2022-01-01,2023-03-31,False,1
5391,PAX0002391,FF00002391,No Preference,None,None,False,26,12541,Business Traveler,2023-04-01,9999-12-31,True,2
2392,PAX0002392,FF00002392,Window,None,None,False,25,392,Student,2022-01-01,9999-12-31,True,1
2393,PAX0002393,FF00002393,Aisle,Halal,WCHC,True,34,20154,Senior,2022-01-01,2023-03-31,False,1
5393,PAX0002393,FF00002393,Aisle,Halal,WCHC,True,46,30739,Student,2023-04-01,9999-12-31,True,2
2394,PAX0002394,FF00002394,No Preference,Vegetarian,WCHR,False,5,77397,Family,2022-01-01,9999-12-31,True,1
2395,PAX0002395,FF00002395,No Preference,None,None,False,0,26126,Student,2022-01-01,9999-12-31,True,1
2396,PAX0002396,FF00002396,No Preference,Vegetarian,WCHR,False,9,7427,Student,2022-01-01,9999-12-31,True,1
2397,PAX0002397,FF00002397,No Preference,Standard,None,False,6,31689,Leisure,2022-01-01,9999-12-31,True,1
2398,PAX0002398,FF00002398,Aisle,None,None,False,15,21,Business Traveler,2022-01-01,9999-12-31,True,1
2399,PAX0002399,FF00002399,Aisle,Vegan,None,True,33,5392,Student,2022-01-01,9999-12-31,True,1
2400,PAX0002400,FF00002400,Window,Vegan,None,True,3,9174,Senior,2022-01-01,9999-12-31,True,1
2401,PAX0002401,FF00002401,Window,None,None,False,0,3939,Student,2022-01-01,2023-03-31,False,1
5401,PAX0002401,FF00002401,Window,None,None,False,18,18468,Leisure,2023-04-01,9999-12-31,True,2
2402,PAX0002402,FF00002402,Aisle,Vegetarian,WCHR,False,51,11359,Business Traveler,2022-01-01,9999-12-31,True,1
2403,PAX0002403,FF00002403,Window,None,Wheelchair,False,1,3394,Leisure,2022-01-01,2023-03-31,False,1
5403,PAX0002403,FF00002403,Window,None,Wheelchair,False,16,19770,Leisure,2023-04-01,9999-12-31,True,2
2404,PAX0002404,FF00002404,Aisle,Standard,None,False,15,57841,Leisure,2022-01-01,9999-12-31,True,1
2405,PAX0002405,FF00002405,Window,Vegetarian,WCHC,True,3,633,Student,2022-01-01,9999-12-31,True,1
2406,PAX0002406,FF00002406,Aisle,Child,None,True,3,1745,Family,2022-01-01,9999-12-31,True,1
2407,PAX0002407,FF00002407,Aisle,Halal,None,True,1,16943,Leisure,2022-01-01,2023-03-31,False,1
5407,PAX0002407,FF00002407,Aisle,Halal,None,True,9,29647,Senior,2023-04-01,9999-12-31,True,2
2408,PAX0002408,FF00002408,Window,Vegan,WCHC,False,3,21766,Student,2022-01-01,9999-12-31,True,1
2409,PAX0002409,FF00002409,Aisle,Standard,None,True,3,84672,Family,2022-01-01,9999-12-31,True,1
2410,PAX0002410,FF00002410,No Preference,Standard,WCHR,True,28,25097,Senior,2022-01-01,9999-12-31,True,1
2411,PAX0002411,FF00002411,Window,Vegan,None,False,5,14396,Senior,2022-01-01,2023-03-31,False,1
5411,PAX0002411,FF00002411,Window,Vegan,None,False,15,33638,Leisure,2023-04-01,9999-12-31,True,2
2412,PAX0002412,FF00002412,No Preference,None,None,True,6,39012,Student,2022-01-01,9999-12-31,True,1
2413,PAX0002413,FF00002413,No Preference,None,None,True,7,58290,Student,2022-01-01,9999-12-31,True,1
2414,PAX0002414,FF00002414,Aisle,Child,None,True,34,12281,Senior,2022-01-01,9999-12-31,True,1
2415,PAX0002415,FF00002415,Window,Vegan,None,False,9,2996,Leisure,2022-01-01,9999-12-31,True,1
2416,PAX0002416,FF00002416,Aisle,Vegetarian,None,True,2,16005,Student,2022-01-01,9999-12-31,True,1
2417,PAX0002417,FF00002417,Window,Child,None,True,2,62760,Senior,2022-01-01,9999-12-31,True,1
2418,PAX0002418,FF00002418,Window,Vegan,Wheelchair,True,2,18245,Leisure,2022-01-01,9999-12-31,True,1
2419,PAX0002419,FF00002419,Window,Child,None,False,11,35316,Business Traveler,2022-01-01,9999-12-31,True,1
2420,PAX0002420,FF00002420,No Preference,Standard,None,False,5,60999,Business Traveler,2022-01-01,9999-12-31,True,1
2421,PAX0002421,FF00002421,Aisle,None,None,True,10,17368,Business Traveler,2022-01-01,9999-12-31,True,1
2422,PAX0002422,FF00002422,Aisle,Halal,None,False,0,18747,Senior,2022-01-01,9999-12-31,True,1
2423,PAX0002423,FF00002423,Window,Vegan,None,True,20,28599,Family,2022-01-01,9999-12-31,True,1
2424,PAX0002424,FF00002424,No Preference,Vegetarian,None,True,21,20437,Family,2022-01-01,2023-03-31,False,1
5424,PAX0002424,FF00002424,No Preference,Vegetarian,None,True,30,27279,Senior,2023-04-01,9999-12-31,True,2
2425,PAX0002425,FF00002425,Aisle,Vegetarian,None,True,1,412,Leisure,2022-01-01,2023-03-31,False,1
5425,PAX0002425,FF00002425,Aisle,Vegetarian,None,True,7,19598,Senior,2023-04-01,9999-12-31,True,2
